SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os01g63980.MSUR7,72,246,271,271,395,32,16,28,295,113,4337,75
LOC_Os01g63990.MSUR7,1547,276,11862,14979,21566,294,822,2894,32,14696,1564,15460
LOC_Os01g64000.MSUR7,4,4,384,0,296,8,1,86,0,4,1229,996
LOC_Os01g64010.MSUR7,1443,1651,10843,10245,14685,182,7929,12629,2096,5441,23009,15820
LOC_Os01g64020.MSUR7,68,1509,504,480,2052,58,1458,4867,1936,537,17894,1745
LOC_Os01g64030.MSUR7,1646,884,6554,8582,9186,114,5952,10248,1080,6421,10710,9492
LOC_Os01g64090.MSUR7,1619,1029,20956,6929,14913,416,1665,6270,556,7767,9969,24282
LOC_Os01g64100.MSUR7,0,24,108,281,162,0,354,44,11,156,179,917
LOC_Os01g64110.MSUR7,116,762,1572,701,4844,46,2490,438,1452,2685,5479,2801
LOC_Os01g64120.MSUR7,36,481,126,176,1901,2,2802,983,72,20370,24261,250
LOC_Os01g64130.MSUR7,0,0,0,0,6,0,0,0,0,6,12,29
LOC_Os01g64140.MSUR7,3,2,105,87,2,5,1,6,0,27,402,281
LOC_Os01g64170.MSUR7,1347,497,6199,9232,18633,156,13729,10641,3776,3758,12555,13775
LOC_Os01g64180.MSUR7,0,16,260,94,536,14,294,1148,20,18,23,539
LOC_Os01g64190.MSUR7,205,166,3832,2012,5022,70,876,3016,260,804,3154,5345
LOC_Os01g64220.MSUR7,0,26,5,22736,19004,91,0,0,0,0,0,0
LOC_Os01g64230.MSUR7,0,0,3,4,9,0,0,6,0,0,0,4
LOC_Os01g64240.MSUR7,0,0,0,0,0,0,1,3,0,0,0,0
LOC_Os01g64250.MSUR7,42,320,2062,257,2831,60,1282,13837,667,103,2173,10628
LOC_Os01g64262.MSUR7,580,242,2064,6600,4312,58,884,2539,154,3131,5111,5069
LOC_Os01g64270.MSUR7,5415,623,15816,37423,23944,221,17412,13297,1044,14439,9951,26030
LOC_Os01g64280.MSUR7,5594,974,17564,40146,26501,315,18195,16264,1755,15792,14659,29094
LOC_Os01g64290.MSUR7,12,28,317,970,870,7,0,2,1,66,297,431
LOC_Os01g64300.MSUR7,247,90,3319,3748,5211,66,1449,3248,284,626,1898,4982
LOC_Os01g64310.MSUR7,38,12,148,228,196,31,455,250,132,1690,234,70
LOC_Os01g64320.MSUR7,0,0,5,0,1,0,0,0,0,0,0,0
LOC_Os01g64340.MSUR7,0,0,0,4,4,0,0,4,0,37,19,10
LOC_Os01g64350.MSUR7,270,120,1294,661,3637,50,1,7,2,11243,11222,11445
LOC_Os01g64360.MSUR7,126,56,858,1427,1552,30,786,1361,1026,2075,1356,1318
LOC_Os01g64370.MSUR7,1389,294,7820,10873,10645,165,3473,3556,305,5623,4060,11285
LOC_Os01g64380.MSUR7,0,0,54,1,93,0,0,209,0,0,0,78
LOC_Os01g64390.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g64400.MSUR7,0,0,0,0,4,0,0,0,0,0,0,0
LOC_Os01g64410.MSUR7,0,8,179,13,39,0,24,370,0,0,0,370
LOC_Os01g64430.MSUR7,0,4,45,2,38,14,2,1426,14,0,4,384
LOC_Os01g64440.MSUR7,240,20,30,2358,187,0,1704,4,6,2467,229,26
LOC_Os01g64450.MSUR7,2,0,0,0,4,10,2,12,108,10,16,8
LOC_Os01g64460.MSUR7,42,34,391,433,6,19,2,13,0,189,150,384
LOC_Os01g64470.MSUR7,256,282,212,1572,378,2,166,75,541,4654,2453,72
LOC_Os01g64480.MSUR7,8,7,93,51,27,2,2,0,1,11,40,129
LOC_Os01g64490.MSUR7,333,1197,4892,1041,6430,305,970,8138,1325,1546,6142,19358
LOC_Os01g64500.MSUR7,0,0,0,0,2,0,0,1,0,0,2,1
LOC_Os01g64520.MSUR7,1342,7423,15486,7099,28927,507,3893,9448,5664,10719,109006,25474
LOC_Os01g64530.MSUR7,0,0,0,0,0,0,170,132,0,0,0,0
LOC_Os01g64540.MSUR7,248,56,616,2637,2209,20,208,576,44,919,1048,490
LOC_Os01g64550.MSUR7,0,0,0,0,2,0,0,0,0,0,1,0
LOC_Os01g64560.MSUR7,1174,513,3891,8070,5951,80,3763,4105,496,7033,6215,6360
LOC_Os01g64570.MSUR7,17,11,145,199,192,13,253,54,37,58,41,69
LOC_Os01g64580.MSUR7,0,0,0,0,0,0,0,0,0,0,0,4
LOC_Os01g64590.MSUR7,0,0,183,0,1033,3,0,598,2,2,0,807
LOC_Os01g64620.MSUR7,2,414,20,699,156,20,2,6,222,9,5747,94
LOC_Os01g64630.MSUR7,11110,12434,18030,61244,33471,670,37746,26195,26789,41088,132811,47279
LOC_Os01g64640.MSUR7,192,308,5150,1375,1610,378,511,6967,1398,1174,984,8904
LOC_Os01g64650.MSUR7,2902,1583,16596,22320,26992,372,14308,42707,3301,13480,24587,32174
LOC_Os01g64660.MSUR7,15310,288,13895,172627,51464,734,64149,61536,59,67255,243,46676
LOC_Os01g64670.MSUR7,11942,168,9476,139586,37807,478,32598,47696,90,46431,302,34246
LOC_Os01g64680.MSUR7,2910,365,11277,22666,24520,253,24822,9963,549,12219,11490,15712
LOC_Os01g64690.MSUR7,1319,550,12391,7816,14175,166,10966,8508,662,6742,9034,23330
LOC_Os01g64700.MSUR7,1272,4271,10156,11687,15890,411,11430,20104,5305,6477,27993,23549
LOC_Os01g64710.MSUR7,0,0,0,43,124,0,0,0,0,0,0,0
LOC_Os01g64720.MSUR7,676,423,4105,7437,7672,70,10502,3714,693,2058,4909,7627
LOC_Os01g64730.MSUR7,769,514,5895,20552,21492,212,3270,8429,1247,5158,17147,10322
LOC_Os01g64740.MSUR7,0,0,1,0,2,0,0,0,0,0,0,6
LOC_Os01g64750.MSUR7,225,173,1647,3986,2141,33,1645,4146,255,2071,2115,3304
LOC_Os01g64760.MSUR7,683,409,5229,4089,7048,143,4016,12285,737,1909,4340,14526
LOC_Os01g64770.MSUR7,4586,2208,22849,29070,28696,274,43547,34775,3137,29105,29966,55000
LOC_Os01g64780.MSUR7,4544,2133,23806,27173,30095,303,38954,35694,3025,28103,29493,57852
LOC_Os01g64790.MSUR7,228,38,2652,639,1219,12,85,144,456,1290,936,922
LOC_Os01g64800.MSUR7,0,0,0,0,2,0,0,0,0,0,0,2
LOC_Os01g64810.MSUR7,884,870,3852,6712,4093,127,1600,2990,1128,3925,11089,8354
LOC_Os01g64820.MSUR7,91,191,1925,364,373,115,306,1021,178,236,994,2079
LOC_Os01g64830.MSUR7,0,0,2,0,0,0,2,0,0,0,2,0
LOC_Os01g64840.MSUR7,0,27,2,0,0,50,8,1,0,0,16,0
LOC_Os01g64850.MSUR7,1,0,0,2,0,0,0,0,0,1,1,0
LOC_Os01g64860.MSUR7,0,0,90,0,10,2,0,96,0,2,14,298
LOC_Os01g64870.MSUR7,2959,846,10512,12714,10051,112,8868,10712,925,10149,8242,8870
LOC_Os01g64880.MSUR7,5,0,25,23,34,0,0,0,0,43,23,29
LOC_Os01g64890.MSUR7,1290,721,1618,10616,1560,106,15496,7172,485,4158,14731,3790
LOC_Os01g64900.MSUR7,1106,472,1731,8176,1335,67,14507,8042,606,2987,7949,3620
LOC_Os01g64910.MSUR7,0,0,18,81,7,56,184,173,24,102,42,90
LOC_Os01g64920.MSUR7,233,260,3204,2779,4317,87,925,3932,298,773,3212,8476
LOC_Os01g64930.MSUR7,1168,659,6317,16062,15322,102,7335,16558,910,5849,3396,8563
LOC_Os01g64949.MSUR7,4,0,4,168,65,0,4,3,0,3,3,5
LOC_Os01g64960.MSUR7,40654,318,84528,720560,152296,1388,103966,40739,40,161045,68,121498
LOC_Os01g64970.MSUR7,2788,1422,46196,29789,49709,898,22551,55294,3864,11097,22105,82759
LOC_Os01g64980.MSUR7,3380,1459,41541,28123,44852,683,19624,49128,3243,12751,19901,75833
LOC_Os01g64990.MSUR7,104,82,527,1309,1519,20,1043,1441,138,765,970,838
LOC_Os01g65000.MSUR7,37,18,204,947,295,1,100,1239,10,259,124,2192
LOC_Os01g65010.MSUR7,90,0,23,1622,5,0,304,48,2,849,0,21
LOC_Os01g65030.MSUR7,10,0,131,2358,475,14,174,64,5,2101,48,542
LOC_Os01g65050.MSUR7,0,0,0,3,0,0,0,2,0,2,1,0
LOC_Os01g65060.MSUR7,304,8,1351,109,26,0,98,22,0,127,2,14
LOC_Os01g65070.MSUR7,479,216,1827,4570,2929,54,4530,8234,751,2398,2121,4712
LOC_Os01g65080.MSUR7,7934,4583,29758,87838,50430,1255,42924,35146,4604,53699,125202,22079
LOC_Os01g65090.MSUR7,1296,1221,18097,9458,12769,276,4454,17926,1371,3891,12036,39010
LOC_Os01g65094.MSUR7,842,488,6236,7556,10554,106,6238,9654,649,3179,9541,9303
LOC_Os01g65100.MSUR7,464,196,4345,71905,29515,761,14934,4701,1324,1634,40003,17955
LOC_Os01g65110.MSUR7,2,0,655,5286,6734,33,56,196,8,4,1204,4935
LOC_Os01g65120.MSUR7,0,0,4,3,78,0,9,2342,2,3,243,10
LOC_Os01g65130.MSUR7,26,182,170,141,1512,4,21,4,3,125,1777,829
LOC_Os01g65140.MSUR7,149,386,711,130,3894,2,1636,10,42,384,5396,2452
LOC_Os01g65150.MSUR7,153,257,1805,434,1205,10,307,8,12,126,4155,1919
LOC_Os01g65169.MSUR7,207,385,2179,3693,4150,4,5276,39,41,521,6012,3887
LOC_Os01g65190.MSUR7,46,31,500,270,64,9,188,47,42,81,372,601
LOC_Os01g65200.MSUR7,212,639,2741,2118,7885,38,4061,727,177,1302,5062,5300
LOC_Os01g65210.MSUR7,45,54,2415,489,2098,33,4702,7656,34,137,1212,7042
LOC_Os01g65220.MSUR7,5060,2023,18030,25545,24557,413,18890,9590,2843,24435,31496,25610
LOC_Os01g65230.MSUR7,834,1289,7084,4953,5903,158,2698,8010,745,7065,11709,11957
LOC_Os01g65260.MSUR7,1686,94,2089,5384,5080,32,3173,1798,92,7470,958,5205
LOC_Os01g65310.MSUR7,1093,543,4565,8923,6124,65,2026,4077,568,5074,6616,6916
LOC_Os01g65320.MSUR7,315,221,2782,3182,4106,60,1873,5060,339,2895,3629,5027
LOC_Os01g65330.MSUR7,2995,2604,8253,14399,9634,160,19121,12746,1453,18593,35028,16141
LOC_Os01g65340.MSUR7,0,0,0,1,7,0,0,0,0,0,0,2
LOC_Os01g65350.MSUR7,1894,545,7702,12348,7224,36,4103,3620,258,6947,6390,9122
LOC_Os01g65360.MSUR7,0,0,2,0,0,0,0,0,0,0,0,1
LOC_Os01g65370.MSUR7,91,172,2794,7151,7523,72,2369,2967,1383,842,1264,3838
LOC_Os01g65380.MSUR7,1198,3837,13001,7343,12921,500,1476,4772,2416,1804,30761,18245
LOC_Os01g65400.MSUR7,1075,282,5547,6543,6891,20,3544,1753,42,5100,1003,5392
LOC_Os01g65410.MSUR7,4222,791,11815,23973,17464,210,25064,18980,1400,20177,7506,15246
LOC_Os01g65420.MSUR7,37,121,148,411,547,16,720,136,200,116,2308,393
LOC_Os01g65440.MSUR7,4,137,3598,290,2628,22,150,6430,38,19,1751,5722
LOC_Os01g65450.MSUR7,1149,668,7898,8115,9100,132,4809,7770,1226,4537,10422,13343
LOC_Os01g65460.MSUR7,22,122,6797,342,4671,110,102,12873,53,39,209,21825
LOC_Os01g65470.MSUR7,0,0,0,0,0,0,0,0,0,0,0,4
LOC_Os01g65480.MSUR7,64,296,4469,1474,5764,57,1510,10887,326,224,2620,9033
LOC_Os01g65490.MSUR7,0,1,55,0,15,0,4,36,14,0,0,74
LOC_Os01g65500.MSUR7,2,2,990,10,404,16,60,844,11,1,2,3009
LOC_Os01g65510.MSUR7,11,62,3494,105,3733,50,132,1168,317,16,156,3300
LOC_Os01g65520.MSUR7,1438,1486,15673,8636,21992,320,3102,14935,1936,5446,7017,29856
LOC_Os01g65530.MSUR7,828,438,3338,5660,7410,36,37248,2586,453,3233,3330,9356
LOC_Os01g65540.MSUR7,0,0,1,0,0,0,0,0,0,1,0,4
LOC_Os01g65550.MSUR7,299,788,10265,2612,11861,138,2219,23486,2999,465,5489,32519
LOC_Os01g65560.MSUR7,693,406,9072,3869,7011,20,4529,3419,116,2223,3532,12420
LOC_Os01g65580.MSUR7,1017,742,8081,8199,8152,128,3714,8722,535,5047,5742,15226
LOC_Os01g65590.MSUR7,0,2,138,37,360,4,37,20290,6,30,43,31491
LOC_Os01g65600.MSUR7,1205,671,8174,12261,13678,173,18931,21374,1597,7134,9858,22917
LOC_Os01g65610.MSUR7,32,13,262,591,753,22,36,64,8,260,291,792
LOC_Os01g65620.MSUR7,8,32,302,63,353,20,1118,334,44,16,453,223
LOC_Os01g65630.MSUR7,701,34,1977,411,1354,24,769,1593,35,259,2,2054
LOC_Os01g65640.MSUR7,0,0,2,0,1,2,0,0,1,137,653,379
LOC_Os01g65650.MSUR7,3124,2652,12901,6004,12875,102,15928,12247,5418,6090,36083,21447
LOC_Os01g65660.MSUR7,2580,990,10349,5735,11125,77,12580,10234,2739,4469,17652,17648
LOC_Os01g65670.MSUR7,53,288,2231,846,2121,46,1794,1076,34,148,1457,2466
LOC_Os01g65680.MSUR7,296,908,6253,5306,9400,553,3920,5238,1639,784,20004,25419
LOC_Os01g65690.MSUR7,3,5,23,37,53,2,425,4327,377,7,195,185
LOC_Os01g65692.MSUR7,2,1,2,1,12,0,4,40,1,2,5,5
LOC_Os01g65700.MSUR7,24,10,23,156,8,0,907,52,465,59,2563,254
LOC_Os01g65710.MSUR7,1,2,71,29,61,1,48,948,28,38,338,428
LOC_Os01g65720.MSUR7,929,893,5365,8771,8042,84,1811,4044,675,3001,5466,9803
LOC_Os01g65730.MSUR7,149,62,973,1103,2018,18,766,1705,125,1026,2295,2253
LOC_Os01g65740.MSUR7,0,0,8,4,6,0,2,17,0,2,0,13
LOC_Os01g65770.MSUR7,0,0,1,0,3,0,0,0,0,0,2,46
LOC_Os01g65780.MSUR7,304,1789,22188,4811,33533,299,1657,16411,3801,1672,11044,36041
LOC_Os01g65790.MSUR7,63,402,4943,334,7224,36,1165,4880,694,317,5110,22742
LOC_Os01g65800.MSUR7,184,324,2602,1265,3436,39,567,2322,550,556,2203,4928
LOC_Os01g65810.MSUR7,0,0,0,9,11,0,0,0,0,1,2,4
LOC_Os01g65820.MSUR7,0,0,1,0,0,0,0,0,0,0,0,2
LOC_Os01g65830.MSUR7,6,115,2284,13,81,228,19,103,1784,2,4216,3117
LOC_Os01g65840.MSUR7,24,46,398,68,313,0,149,248,13,26,216,300
LOC_Os01g65860.MSUR7,0,0,9495,0,109,106,0,4,0,0,2,1187
LOC_Os01g65870.MSUR7,0,0,2,2,10,2,0,0,0,0,0,0
LOC_Os01g65880.MSUR7,586,430,17501,12403,52090,260,10214,9462,16,3592,6535,92516
LOC_Os01g65890.MSUR7,372,228,1508,2458,1389,39,1809,1782,250,2380,3597,2100
LOC_Os01g65900.MSUR7,6860,4131,10611,22602,14106,364,31794,18663,11572,28821,42524,20017
LOC_Os01g65902.MSUR7,5,4,9,26,32,0,10,2,0,30,3,14
LOC_Os01g65904.MSUR7,39,67,540,717,2816,10,0,2,1,2,2,5
LOC_Os01g65920.MSUR7,943,849,16560,32312,24686,460,6503,7255,2987,5861,30514,30341
LOC_Os01g65940.MSUR7,143,95,593,1005,901,16,827,1057,146,714,1289,613
LOC_Os01g65950.MSUR7,0,2,319,146,625,4,8,76,6,20,17,741
LOC_Os01g65970.MSUR7,0,0,9,88,57,2,0,0,0,450,631,1130
LOC_Os01g65986.MSUR7,697,539,2856,5661,4332,54,1991,5767,734,3084,4624,6452
LOC_Os01g65992.MSUR7,4771,98,7387,29212,10479,65,34237,1334,55,17004,143,9145
LOC_Os01g66000.MSUR7,5979,117,9885,47281,16545,118,50714,2677,56,27680,104,12852
LOC_Os01g66010.MSUR7,64,40,76,2308,54,4,1033,317,40,86,85,340
LOC_Os01g66020.MSUR7,81,0,54,373,54,3,517,26,4,584,11,140
LOC_Os01g66030.MSUR7,559,48,88797,726,140085,1260,2636,89460,83,1811,2293,159375
LOC_Os01g66040.MSUR7,0,0,3,30,181,0,8,12,2,0,2,3
LOC_Os01g66050.MSUR7,2483,716,9826,14520,12147,152,18041,17038,1413,13361,9481,19239
LOC_Os01g66060.MSUR7,0,0,0,0,0,0,0,0,0,0,0,31
LOC_Os01g66070.MSUR7,0,0,16,0,4,0,4,7,3,0,2,45
LOC_Os01g66100.MSUR7,936,2,539,4700,541,5,39,67,0,1472,110,1466
LOC_Os01g66110.MSUR7,313,1842,9707,3938,13893,406,3170,16897,3701,1066,21879,22828
LOC_Os01g66120.MSUR7,14042,4234,36507,141335,69717,870,80162,9626,21917,76136,54634,23073
LOC_Os01g66130.MSUR7,74,312,971,1676,2342,52,1454,2718,605,877,3617,2039
LOC_Os01g66140.MSUR7,877,563,4690,8037,4880,73,2306,4465,230,3789,4265,8608
LOC_Os01g66150.MSUR7,5068,752,7655,39063,10612,209,10794,5869,1334,19751,10123,8191
LOC_Os01g66160.MSUR7,26,19,234,750,267,20,71,61,74,327,388,290
LOC_Os01g66170.MSUR7,13814,352,16350,60218,15923,112,105073,14540,428,32668,3610,15139
LOC_Os01g66180.MSUR7,423,963,5023,2033,7292,177,1485,5754,1267,411,18872,8436
LOC_Os01g66190.MSUR7,797,833,4680,6368,6054,142,4713,4868,1079,4261,6161,8015
LOC_Os01g66200.MSUR7,88,553,7557,2258,10709,250,1605,10026,402,155,3044,22729
LOC_Os01g66230.MSUR7,545,216,5305,1806,5418,90,29,30,0,1067,2488,3323
LOC_Os01g66240.MSUR7,514,158,3008,4185,7964,119,1697,5586,504,2292,3558,6165
LOC_Os01g66250.MSUR7,76,385,36,252,6,2,234,8,422,264,3536,4
LOC_Os01g66260.MSUR7,0,0,0,2,0,0,0,60,0,4,4,6
LOC_Os01g66270.MSUR7,8,0,1,10,4,0,5,13,14,22,10,0
LOC_Os01g66280.MSUR7,2595,511,8607,11520,5077,108,5424,4936,416,3943,6429,11746
LOC_Os01g66290.MSUR7,0,0,5189,0,1101,24,12,918,0,1,1,3458
LOC_Os01g66300.MSUR7,3166,1088,8349,19215,11900,187,38938,9525,2651,13036,10829,12249
LOC_Os01g66310.MSUR7,0,0,0,0,97,0,0,0,0,57,92,119
LOC_Os01g66320.MSUR7,3204,843,9743,17067,9765,77,16265,10155,626,9305,6828,12086
LOC_Os01g66330.MSUR7,546,358,8808,4026,10896,270,3650,24540,532,2712,3004,18017
LOC_Os01g66340.MSUR7,0,0,0,0,0,0,2,4,2,2,0,25
LOC_Os01g66350.MSUR7,9549,787,22344,49040,23199,444,7830,33812,1526,33434,13849,42748
LOC_Os01g66360.MSUR7,2760,326,7799,11623,6674,91,21412,11688,688,7641,4923,7763
LOC_Os01g66379.MSUR7,2225,253,6827,9439,5653,64,19097,10597,557,5657,3222,6704
LOC_Os01g66400.MSUR7,0,0,0,0,1,2,0,1,0,0,0,0
LOC_Os01g66410.MSUR7,0,0,0,0,1,0,65,158,30,4,0,1
LOC_Os01g66420.MSUR7,1316,1048,8423,8254,10376,172,23726,24379,1894,5879,20012,16565
LOC_Os01g66440.MSUR7,8,39,450,190,330,0,19,29,3,326,6107,3737
LOC_Os01g66480.MSUR7,17,0,34,13,14,2,6,2,0,0,0,0
LOC_Os01g66490.MSUR7,236,30,600,1055,1188,12,967,433,32,1174,792,1146
LOC_Os01g66500.MSUR7,2167,1412,15628,10878,23263,131,14594,12360,750,9294,12991,22140
LOC_Os01g66510.MSUR7,2140,403,33608,11465,39985,265,7115,9237,322,9628,6407,35671
LOC_Os01g66520.MSUR7,2351,680,29932,11410,36979,231,7882,8351,532,10196,9866,33552
LOC_Os01g66530.MSUR7,48,30,506,322,1102,6,24,116,20,164,215,586
LOC_Os01g66544.MSUR7,83,269,616,931,549,92,431,64,3608,836,19340,179
LOC_Os01g66560.MSUR7,1940,1564,19149,13929,20263,462,4447,14108,2050,9719,25552,32856
LOC_Os01g66570.MSUR7,0,0,1,3,18,0,0,93,3,3,0,26
LOC_Os01g66580.MSUR7,1237,537,4374,7665,5169,101,44540,9207,1779,7115,6988,12044
LOC_Os01g66590.MSUR7,50,0,2629,796,3314,37,552,19333,0,78,2,6222
LOC_Os01g66600.MSUR7,1259,213,3673,5142,14067,28,3950,2218,82,4907,1133,6098
LOC_Os01g66610.MSUR7,453,45,6848,5885,14148,146,3136,3912,96,343,1384,4709
LOC_Os01g66620.MSUR7,2,0,12,40,0,0,0,0,0,21,68,51
LOC_Os01g66630.MSUR7,45,22,40,116,32,0,10,24,0,84,89,31
LOC_Os01g66640.MSUR7,225,12,933,52,112,3,0,71,14,177,1429,245
LOC_Os01g66650.MSUR7,0,0,229,67,57,2,4,102,0,0,0,233
LOC_Os01g66660.MSUR7,0,0,42,5,68,2,4,27,0,0,3,56
LOC_Os01g66670.MSUR7,0,0,4,0,4,0,0,0,0,1,2,55
LOC_Os01g66680.MSUR7,938,38,911,1794,917,7,365,1495,1676,561,1033,665
LOC_Os01g66690.MSUR7,45,31,592,109,104,2,179,1157,28,2,37,192
LOC_Os01g66700.MSUR7,10,14,2144,22,429,27,25,29249,16,1,68,7133
LOC_Os01g66710.MSUR7,36,25,89,10,2,86,1,6,751,1,542,0
LOC_Os01g66720.MSUR7,227,110,2572,22928,10495,80,1509,4469,189,1405,1010,5403
LOC_Os01g66730.MSUR7,1896,632,9953,6780,11844,118,324,546,46,10462,12120,17895
LOC_Os01g66740.MSUR7,13,3,10,2023,70,2,535,633,26,19,5,33
LOC_Os01g66760.MSUR7,98,66,86,0,77,0,0,0,0,466,243,94
LOC_Os01g66800.MSUR7,0,4,1,0,2,0,0,0,0,0,0,11
LOC_Os01g66810.MSUR7,0,0,1,40,240,0,0,3,0,856,974,1198
LOC_Os01g66820.MSUR7,28,8,170,204,440,0,201,27,2,415,92,58
LOC_Os01g66830.MSUR7,56,994,3143,382,4052,18,1239,8309,214,705,1272,2732
LOC_Os01g66840.MSUR7,90,69,218,334,158,7,1678,1807,103,140,94,527
LOC_Os01g66850.MSUR7,1409,89,4420,4171,366,38,256,1215,39,1,10,12
LOC_Os01g66860.MSUR7,60,18,14000,1000,1459,200,1188,4312,8,966,54,9888
LOC_Os01g66890.MSUR7,1516,380,5028,7479,5890,62,7708,8739,1059,3080,2060,7532
LOC_Os01g66900.MSUR7,0,35,15,0,2,442,12,2,4,2,30,0
LOC_Os01g66910.MSUR7,0,0,10,0,32,0,0,0,0,0,0,3
LOC_Os01g66920.MSUR7,482,276,3362,2704,2452,54,2326,5219,328,2236,2446,4526
LOC_Os01g66940.MSUR7,3731,408,15953,19078,12803,582,7626,27105,6744,27406,15743,28917
LOC_Os01g66950.MSUR7,0,0,1,1,1,0,0,0,0,5,1,2
LOC_Os01g66960.MSUR7,3597,1399,23677,24690,26782,301,16706,24970,2822,15991,22437,30624
LOC_Os01g66970.MSUR7,4378,1717,23760,26651,26412,319,19730,24851,2792,16695,27209,31285
LOC_Os01g66980.MSUR7,3291,101,8403,16299,15237,94,16612,4662,3,11125,13,11224
LOC_Os01g66990.MSUR7,19,84,18,151,53,0,22,61,58,78,607,46
LOC_Os01g67000.MSUR7,13137,934,26148,47322,22549,227,23845,15350,709,41876,6543,28640
LOC_Os01g67010.MSUR7,2,200,384,9,34,608,105,40,425,5,72,25
LOC_Os01g67030.MSUR7,0,318,44,2,30,427,54,10,618,4,586,34
LOC_Os01g67040.MSUR7,160,178,1099,2872,2959,51,612,1483,160,697,1225,1781
LOC_Os01g67054.MSUR7,19290,9862,40182,44454,31306,699,59674,16507,4704,82532,75085,36501
LOC_Os01g67070.MSUR7,4,4,48,12,16,0,0,2,0,0,2,0
LOC_Os01g67080.MSUR7,0,0,13,1,3,0,0,0,0,1,21,12
LOC_Os01g67090.MSUR7,149,151,7523,130,13895,87,258,8102,641,150,824,38599
LOC_Os01g67100.MSUR7,224,125,1814,321,682,140,407,2561,238,220,433,2197
LOC_Os01g67110.MSUR7,41,31,564,58,209,56,13,366,22,30,61,927
LOC_Os01g67120.MSUR7,25723,294,27488,105038,41419,469,87847,22048,31,96798,835,27341
LOC_Os01g67134.MSUR7,5906,3356,58477,15700,48783,841,35216,74369,7441,29731,43518,64715
LOC_Os01g67150.MSUR7,0,0,45,2,29,4,9,103,0,0,44,54
LOC_Os01g67160.MSUR7,871,288,6752,5407,5559,122,839,2071,268,2483,3504,10425
LOC_Os01g67170.MSUR7,502,174,2330,3167,2512,25,3611,2707,440,2255,2239,2686
LOC_Os01g67180.MSUR7,3039,2203,20508,16985,24908,394,7149,20027,1026,10729,37682,27597
LOC_Os01g67190.MSUR7,84,92,1468,1164,2170,46,181,1123,62,138,224,3917
LOC_Os01g67200.MSUR7,37,14,217,10,6,2,554,854,50,2,17,17
LOC_Os01g67210.MSUR7,1020,589,7043,5634,9293,134,4766,9813,447,2622,4477,9131
LOC_Os01g67220.MSUR7,1016,1740,7477,13521,9105,457,2491,5613,1166,10691,35286,20764
LOC_Os01g67240.MSUR7,54,283,4334,694,6487,184,325,11794,324,84,1532,15073
LOC_Os01g67250.MSUR7,4226,2340,13378,30787,17680,354,26464,35175,4497,22168,21180,22708
LOC_Os01g67260.MSUR7,3,2,23,0,0,0,13,87,2,15,13,60
LOC_Os01g67270.MSUR7,0,2,1,2,0,0,0,35,0,0,6,14
LOC_Os01g67280.MSUR7,0,0,10,9,2,0,0,16,2,0,3,10
LOC_Os01g67290.MSUR7,1470,839,7699,11840,11607,200,3008,7407,864,4579,6053,13689
LOC_Os01g67300.MSUR7,136,57,1364,872,1275,8,796,1046,61,1104,1023,3065
LOC_Os01g67310.MSUR7,64,36,2623,444,580,16,1786,3170,150,394,364,1177
LOC_Os01g67314.MSUR7,26,10,987,204,97,0,0,20,0,0,0,1
LOC_Os01g67320.MSUR7,514,144,2339,3049,3069,60,583,1235,180,12877,1834,1372
LOC_Os01g67330.MSUR7,489,445,7000,4535,9757,126,581,3603,256,2113,5905,19275
LOC_Os01g67340.MSUR7,493,264,4015,1048,2168,91,1705,5608,263,3554,5217,10822
LOC_Os01g67350.MSUR7,0,0,16,14,49,0,18,113,2,0,6,588
LOC_Os01g67360.MSUR7,1215,1179,7871,12824,21369,113,13010,2891,1071,4072,25960,14158
LOC_Os01g67370.MSUR7,839,1163,7253,7527,8550,319,3343,11662,986,3003,8648,13899
LOC_Os01g67380.MSUR7,0,2,79,13,243,6,1,109,5,0,1,130
LOC_Os01g67390.MSUR7,12,258,7581,113,1603,562,264,2170,372,4,14,7847
LOC_Os01g67400.MSUR7,0,0,0,0,2,0,1,17,2,0,0,0
LOC_Os01g67410.MSUR7,0,27,8,2,14,36,13,78,85,0,0,14
LOC_Os01g67420.MSUR7,633,415,4227,1794,2874,163,1349,3785,212,1625,4963,4399
LOC_Os01g67430.MSUR7,0,0,595,304,584,6,30,348,40,8,16,514
LOC_Os01g67450.MSUR7,6,0,187,0,201,0,3,5,1,0,0,18
LOC_Os01g67480.MSUR7,1641,1041,6639,14022,13544,211,25138,4721,2123,11203,15967,6161
LOC_Os01g67490.MSUR7,1387,171,5901,5252,20624,217,8166,4949,284,10844,1458,8284
LOC_Os01g67500.MSUR7,159,1527,11658,953,8992,220,1195,4133,427,557,3115,8529
LOC_Os01g67510.MSUR7,898,399,6457,5822,7103,42,5918,2668,154,2308,5398,8013
LOC_Os01g67520.MSUR7,88,180,3474,2716,2920,42,40,870,55,174,1878,3599
LOC_Os01g67530.MSUR7,2616,837,5536,19238,6416,112,1427,4394,377,6389,9429,7986
LOC_Os01g67540.MSUR7,1054,19,327,4477,706,12,6519,366,5,1604,1315,378
