/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179197.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179198.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179199.sra.uniq.bam
659975	151571	17798
1	1	0
10442	6238	609
5522	2227	275
46	18	3
0	0	0
22702	23096	4741
252	955	342
2	0	2
0	0	0
81	157	8
6	14	0
48	8	53
3654	10483	4612
0	0	0
0	0	0
0	0	0
61	12	0
3525	702	42
2	1	2
5	229	0
2160	12521	1222
0	0	0
190	213	4
2	0	0
2765	2312	218
4	2	0
4293	9262	1387
8834	3517	1548
37753	2914	60
1	0	0
0	4	0
0	0	0
0	0	0
0	3	0
0	0	0
24	12	0
0	0	0
1	0	0
1721	5091	379
0	9	0
0	0	0
0	2	1
0	1	0
0	5	0
0	0	0
2706	3739	193
20258	45408	5477
2521	4588	1165
0	0	0
297	2048	387
24	73	24
133	1508	16
2	54	8
10	49	1
0	2	0
0	68	1
0	0	0
0	0	0
3	183	6
11357	16272	2451
2568	4235	158
0	0	0
0	0	0
0	0	0
4079	9690	1590
0	0	0
0	0	0
0	0	0
0	514	0
0	14	0
10	2	0
19	173	161
27	39	190
0	0	0
6	23	202
0	0	0
0	0	6
0	0	0
0	0	0
0	0	0
7	48	8
0	0	0
0	0	0
21	149	9
0	0	0
3	15	16
0	6	0
0	6	0
0	0	0
0	2	0
19	115	3
0	2	0
2	5	0
26	31	0
0	82	4
0	2	0
132	10	2
0	0	0
0	0	0
6	1	1
43	48	0
0	0	0
12996	36112	2009
0	0	0
4	0	0
19080	40691	2979
1914	515	32
28981	37846	2165
53	388	96
0	0	0
149	438	11
0	0	0
22	42	2
0	0	0
0	0	0
8	950	0
14880	81473	1928
0	1	0
0	2	1
0	18	0
650	519	27
0	0	0
0	0	0
4628	10683	287
0	2	0
2	28	4
1698	3842	309
1	984	361
0	106	0
35	110	17
7	38	0
0	0	0
23	97	9
0	0	0
11	722	2
783	1343	90
278	1125	138
0	0	0
0	55	0
0	0	0
0	0	0
2	0	0
12298	16918	1203
3442	5090	515
0	0	0
2385	9987	83
0	23	3
6690	10899	876
0	0	0
32	4	2
3729	4606	331
3743	13787	938
0	0	0
0	4	0
399	343	14
0	0	0
2777	15505	2602
0	0	0
13819	8726	872
0	2	2
0	4	0
0	0	0
0	0	0
8	0	0
1	4	0
0	0	0
0	0	0
4818	8484	1344
0	0	0
0	0	0
0	0	0
62	70	0
0	0	0
12	24	6
26318	42984	3900
46	457	12
0	0	0
23	220	1
10	9	4
233	1808	235
801	275	63
4	4	0
4682	6536	910
2	4	0
0	0	1
11651	28168	4125
109	231	157
172	34005	138
16200	10887	3930
0	0	0
4666	8058	1219
30	434	14
0	1	0
0	4	0
323	645	50
55	46	7
7160	12100	1521
184888	10420	226
358	82	148
54	146	0
43266	9745	566
1350	2418	114
1	3	0
1	11	0
6948	34971	954
3958	4010	286
57	8	12
100	4	0
0	0	0
0	0	0
4200	2084	386
19	97	8
8149	21134	2650
46951	51838	3314
18771	42931	1640
1310	3606	321
7082	25120	126
0	0	0
0	0	7
0	8	52
0	33	0
4	111	3
19736	20875	2372
0	0	0
106	513	22
0	2	0
2379	2454	507
0	62	338
0	0	0
0	0	0
4517	2423	247
0	114	26
0	0	0
0	2	0
0	0	0
8938	7586	2175
90	13921	0
0	4	0
0	0	0
2	69	0
131	20	2
72	207	8
1140	5755	5369
889	1281	144
29	33	3
0	0	0
6372	4980	501
404	410	16
3918	1810	2564
5	2	0
9590	5178	559
106	271	117
12696	13664	1866
761	1209	252
0	7	0
1	6	0
14474	16936	3560
151	541	33
0	0	0
0	0	0
9218	66205	7487
0	6	0
90	266	16
0	2	4
0	112	0
0	0	0
436	673	29
3678	12382	1216
0	18	2
1280	1119	22
0	0	0
0	0	0
0	4	0
7	0	0
199	355	62
0	0	0
127	244	14
0	0	0
0	0	4
0	0	0
33	10	5171
6	11	0
86376	66958	11850
0	0	1
15	1423	554
0	0	0
16	52229	10
4060	15842	1438
21098	56196	4151
0	0	0
51	214	480
3236	5849	1488
1	255	11
23	107	3
4574	4406	684
0	0	0
0	10	0
475	1934	36
1054	1031	47
0	6	0
2	0	0
1441	2199	280
22641	56297	7912
512	1066	210
618	2138	76
0	2	0
293	1870	34
18020	15168	688
14	1	6
208	3780	131
3188	2434	434
6	0	1
12696	8682	4713
0	0	0
10958	18686	7345
2663	5046	634
4425	19518	2812
2700	4073	353
1372	777	52
0	750	16
2196	421	453
12386	4215	574
0	72	6
1286	2570	662
0	0	0
149	145	218
0	0	0
50	1007	384
5608	34545	1066
7	18	1
78	185	70
1289	606	49
1	0	0
0	0	0
45168	10586	1749
87	1220	28
1770	7472	781
1954	14145	464
80	57	17
1535	200	6
0	4	0
124595	10381	3152
213	443	754
23	58	0
1912	1658	104
0	0	0
0	0	0
2192	3980	93
0	0	0
2	57	37
2	16	0
430	2683	584
193	390	133
1132	634	62
6311	1331	145
13455	2992	338
21582	383	44
20138	293	36
0	0	0
0	0	1
1321	169	236
8842	4916	2742
10621	24103	4510
259	111	25
2	0	0
4325	11460	1158
1	0	0
0	0	0
19307	22337	1314
41	1502	12
7	202664	0
2252	9767	533
84	56	81
6037	12340	1040
363	705	107
0	0	0
3822	5500	534
0	0	0
40	28	0
2828	5283	549
1065	3884	160
0	0	0
230	572	8
0	29	0
1291	974	94
17	21	1
9440	3482	142
1485	1161	298
0	0	0
110743	42184	668
8197	29735	2731
24102	7876	268
23	93	22
26	9004	108
356	6610	162
0	0	0
15279	9078	744
0	4	872
134	92	223
78814	5468	432
2	6	0
0	14	0
0	0	0
0	0	0
68	247	356
104	258	227
0	0	0
2	2	0
0	6	0
48797	105306	4153
12	37	13
6275	25577	912
0	9	0
3752	8043	973
27	36	73
77	359	12
16	3	0
0	0	0
18314	122107	3272
326	1776	61
9	54	2
69	96	0
766	1261	103
4	6	0
0	0	0
473	534	34
8	10	0
0	0	0
0	0	0
0	0	0
10	272	1
16	20	2
0	0	0
0	0	1
0	2	2
0	0	0
0	0	0
0	3	0
0	0	6
0	1	0
0	0	0
0	0	0
61	4	2
30	218	239
1419	10098	414
5074	12972	607
449	246	32
0	4	4
9343	11728	1456
7498	20782	1440
633	2105	313
584	998	60
5656	20383	7327
1987	1673	196
585	179	26
39677	8969	2218
1	0	0
0	0	0
6494	7728	1194
3	39	10
2024	2963	1098
11397	9984	1146
1004	10832	630
119	121	15
119	386	14
1490	1211	66
9	4	0
0	0	0
174	87	0
1	2	0
159449	18030	63
1	0	0
8421	8763	517
11426	11655	593
3465	3604	723
2176	24894	12
49	259	12
9023	18698	3327
0	0	0
1880	438	45
34	274	80
5296	7200	551
266	639	42
8	358	547
0	4	0
3512	5898	328
221	1764	194
2297	10420	269
2	67	308
13774	23813	1903
1294	1636	231
8988	12299	2171
63465	13098	1100
69452	8786	459
3110	5374	680
1006	786	114
12368	10580	1019
6876	20658	1419
2308	4891	395
5347	4825	477
5396	6783	618
63089	16042	970
3549	2121	384
2257	3607	1675
514	915	95
925	941	395
3566	4947	560
298	4267	32
20	2	2
0	0	0
80	393	6
1013	2329	106
381	272	16
6	6	8
17	10	15
0	0	2
19	6	18
52	98	13
191	443	16
36888	19398	3444
3209	4618	739
18	50	657
49088	31292	1880
273	146	3
0	0	0
2174	3091	342
43404	36255	5267
34504	23620	1441
7957	15892	860
35827	37043	861
61354	22267	1541
5991	7736	961
0	964	2
46	3231	1432
21249	7655	584
722	3004	285
28	65	15
1780	3715	196
23	72	1
0	0	0
6730	2800	129
1348	1332	23
274	362	268
0	17	0
4	48	2
428	575	60
8474	7928	677
1533	4842	526
1379	6458	626
3891	10907	591
652	1574	252
4368	1027	8
2627	7295	701
0	0	0
0	0	0
84	865	40
19132	34750	4233
0	0	0
146	207	0
250	160	20
47	22	1404
0	18	0
43	295	691
13	36	563
0	0	0
0	0	1374
0	0	10
0	2	184
0	0	0
2	32	721
46	1993	100
10	18	0
60	1243	48
4	0	0
0	3	11
0	1	0
101	424	41
0	0	0
2	116	4
142	314	110
6513	14770	2113
269	1520	1340
1286	1673	290
0	0	0
26505	5267	685
5215	4085	828
2511	3325	348
16	42	319
0	0	0
171	3	79
58	3	211
0	0	0
2008	4397	426
60	2781	80
8	0	0
456	8	17
3831	4438	970
5564	403	2655
0	0	0
804	708	72
0	0	0
28529	21269	409
1	48	0
4543	3944	622
2472	1226	370
8	294	0
10	8	47
0	0	0
0	10	0
34	14	0
8	128	1
32823	85915	4092
4	0	0
1	8	0
29195	14241	1501
0	5	0
0	1	0
1725	1050	1122
158	130	6
6	7	53
0	0	0
10	42	19
123	165	165
2	14	12
29853	6363	1
7	10	0
5220	30263	636
76	1928	2668
77	294	0
99	267	1018
876	276	250
221	76	43
2331	4178	576
8811	14682	2950
722	1475	247
469	4039	64
3	62	2
1871	3662	414
11289	10327	1139
1605	3070	466
123769	35109	18
246	348	44
5459	11133	3517
1570	1358	148
0	145	0
4	10	58
0	2	0
4008	13746	151
3892	6931	304
286	864	63
1312	4717	572
42	12	188
1	0	0
109	26	58
4	46	124
58	8	1
0	0	0
0	7	10524
0	0	0
0	0	2166
269	980	44
1600	3793	103
2191	719	223
37	1	1
169	64	28
7369	746	431
0	0	0
0	4	0
0	0	142
0	0	406
0	2	49
0	0	0
15706	36259	5660
17372	18890	1968
0	23	1
11	9	1
2813	3903	448
1	486	0
0	32	0
0	0	0
0	0	10
0	0	0
0	1	0
0	0	0
178	1018	129
258	2967	178
1392	779	71
7008	5225	1066
28	16	0
76	108	16
0	0	0
101	60	2
28	6	0
5	0	0
4	0	0
130	17	0
13	0	0
50	16	0
0	0	0
0	0	0
12122	37661	4462
42	78	8
28	332	26
1837	3788	515
14450	66375	3412
13891	14098	688
3477	9856	578
5242	6375	207
3131	2772	266
11967	15989	1885
2647	3686	522
0	115	2
36	805	12
2	166	0
6	353	0
7321	5876	28
458	2553	278
9	90	0
65082	52575	9436
3619	4530	420
5224	14812	1252
0	3	0
88	777	138
82	862	157
272	1023	221
20495	7884	1499
3044	272	20
3426	603	34
3592	9948	816
2948	10097	589
196471	45689	846
1039	7198	771
79	38	154
7506	4216	26
4653	6254	478
0	12677	2
4	5404	0
6098	11761	2200
10	4	1
6	162	126
0	12	0
1321	10178	1103
6191	20757	1794
51	32	5
515	289	40
131	1154	88
0	0	0
4030	3168	413
14548	58981	1454
1	0	0
2686	4741	503
10183	13772	2093
8	12	4
27	20	4
0	0	0
0	2	0
78	104	6
10	8	1
0	4	0
0	0	0
493	486	57
318	218	23
393	398	20
0	32	0
0	0	0
0	7	0
6130	6645	675
2	70	2
1	86	0
1072	1074	117
8	34	13
5	65	1
196	223	24
2148	992	75
9337	14358	1155
55352	12788	935
1932	4150	1958
0	2	4
0	0	2
0	0	0
0	0	0
0	0	0
2277	3460	600
1	0	0
17853	56036	37644
0	3	2
0	2	2
1036	1701	63
6	9	0
942	4878	244
26272	34077	5740
6	1	0
84	395	10
8427	11211	1701
844	4612	294
8251	4188	502
5338	2932	318
742	1006	42
54	34	5
4163	3857	1374
136	680	76
193	42	8
1968	1922	126
1811	152	1304
2	108	0
8	55	2
77717	24943	5129
6	34	0
6424	12075	2068
292	773	42
4259	11699	1262
0	21	0
0	55	0
0	23	0
0	54	0
75	553	171
3377	5766	994
18047	14180	1192
0	1	0
421	572	831
4542	5958	676
2887	5501	509
2340	3897	582
711	1583	201
0	1386	4
35	113	16
209	3893	109
1354	1453	1925
2939	2249	70
0	15	0
0	17	0
13	284	6
155	228	15
443	741	159
0	0	0
0	9	2
1	2	0
20843	29162	3098
3789	22095	1529
22889	23478	673
13652	25996	1661
60	926	38
7958	2789	86
0	0	402
0	0	1
8235	15301	1364
0	0	0
0	1	0
0	0	0
1420	2321	195
14725	6073	509
13150	33183	4339
5360	2238	215
25054	12249	57
35	34	6
5	7	1
29941	43046	6347
26141	39084	5747
343	1757	174
5	72	18
2500	9071	370
5471	6027	497
7127	15449	785
15715	20470	3538
5973	9469	502
1334	3782	243
0	0	0
9030	11427	820
212	714	374
25316	39835	5573
127129	27367	426
2	2	0
1664	2109	24
4	757	0
40826	19786	3091
1	0	1
7961	10144	539
5661	11634	1029
2631	15761	22
269	6	0
14458	9247	2185
8312	9621	782
3	14	182
11501	14517	615
2826	6043	542
157	6214	88
2362	1822	362
0	52	3
0	0	0
68	9	11
0	4	2
47	4	5
0	0	1
0	0	0
906	878	2
4	1318	0
1110	3033	660
368	953	303
580	3612	200
46	1239	2
1205	1095	8
147	252	36
1501	5408	1576
0	8957	0
3623	1681	41
4823	7239	250
11368	4184	101
2404	855	614
85948	12448	3182
16279	33844	1875
0	0	0
426	13	44
0	1	0
0	140	0
0	21	0
0	31	0
0	64	0
2	32	0
0	38	0
0	68	0
4	44	0
0	525	0
345	3077	752
3200	2422	475
354	2511	134
1118	1264	450
34	18	23
0	0	0
599	170	71
292	357	20
0	288	0
1089	2779	41
10	381124	0
0	6	0
7860	7518	891
3883	6375	174
15338	77880	3301
1903	3014	222
7313	20840	1281
2702	7185	395
14350	44950	2945
8933	22783	1511
1201	4866	116
0	2	0
0	0	0
4	30	0
23	37	135
6110	5074	259
503	233	45
0	0	0
17078	282	54
20	54	973
3068	3244	1458
2	4	0
11179	37306	3361
15	48	1
0	0	0
2739	20423	481
7557	68194	6008
260	2650	37
0	0	0
22976	379566	160684
35499	306478	34366
111	1369	2202
380	2990	942
2206	221	0
12	10	3
264	648	22
192	6194	389
1866	5547	314
0	0	0
1036	16149	6399
9	9	25
30	454	1104
0	8	34
4820	8869	17225
15	37	2
646	615	2818
26	88	2
12	13819	10
0	0	2
0	0	0
1	52	0
196	105	57
0	0	0
0	0	0
11340	22600	2153
279	271	28
8823	6235	3095
19549	19461	2255
0	0	0
0	1448	0
42	38	6
10	26	0
0	0	0
6726	7862	877
9	10	4
714	20	0
2	0	0
807	39	5
11450	13920	2596
1777	3415	124
2800	4609	316
1	278	0
0	362	0
5	28	0
99405	12737	932
1723	2184	114
5452	2894	80
22683	33368	2118
25891	47790	2868
9047	8569	897
0	0	0
3084	8962	719
0	0	0
313	474	36
13317	5458	641
170	690	2
0	70	0
226	372	18
1397	2285	130
529	304	1102
8928	1278	2366
1642	1860	390
147	793	35
0	0	0
0	0	0
2424	5358	560
3295	4353	574
8302	3918	694
2363	4296	306
94	246	71
128482	8679	62
11662	4017	462
1464	825	1474
5122	14880	859
3702	7077	1718
0	0	0
579	138	6
0	0	0
4	10	20
0	649	71
512	3007	168
12893	13836	1132
11228	9218	878
4665	40714	2000
282	1197	17
0	15	0
3566	7595	351
1462	26828	404
8	18	33
3	38	2
0	368	0
3887	7741	30
38	501	16
756	1272	423
6	392	0
606	14460	142
13012	9982	902
1	35	1
378	765	94
3274	4227	332
4240	13377	1738
6	319	14
93020	10834	369
22	28	11
2541	966	479
130	95	17
222	1065	50
8172	51937	2486
8	164	0
6171	3567	766
44	180	27
70	119	14
584	3168	163
54	60	0
67	91	0
9	12	30
268	2221	185
0	0	0
474	2220	402
0	1	0
210	245	80
2890	6690	422
1124	2170	2
0	0	0
10	20	2
0	0	0
0	36	36
1662	8915	28
528	413	508
82	34430	154
0	0	0
0	2	0
0	5	0
4	361	98
4248	2645	232
38547	10593	2195
278	103	1556
0	1	0
4	11	0
2895	1307	633
0	0	0
7	406	176
3658	5881	291
0	0	0
56114	14810	1998
2	2	0
935	3384	1102
0	0	0
261	422	34
358	107	0
0	0	0
0	0	0
5919	10974	875
86	349	89
13559	13224	207
0	1	0
140	1349	18
0	1	0
9	1688	540
218	10725	2
0	0	0
10258	20410	2280
2674	3944	648
168	3795	5
5673	4985	412
2	0	1
4653	3192	257
16615	17566	3427
5549	5907	399
64	542	414
8	14	42
533	681	1861
1500	3105	76
86	488	18
16009	18885	915
324	2068	156
6873	17359	1366
3955	4888	1490
4	14	0
5611	27309	248
0	0	0
0	1	0
34	429	4
1070	2031	242
164	536	88
2717	6655	550
10150	36529	3576
18	320	16
0	0	0
4	6	30
40	425	72
0	0	0
406	1225	146
13161	3669	2040
0	4	0
18	18	0
16	158	25
192	20546	9401
2	576	4
1487	3807	188
2536	1294	132
2440	4255	202
0	3	0
54	2565	1630
4816	3871	410
0	722	0
21	3227	4
712	3599	306
0	81	0
0	0	0
8	82	0
1	0	0
7679	9243	1072
1578	6164	1285
1501	5974	1134
0	0	0
57	231	27
0	122	0
3645	3140	57
70	190	2
4009	1873	146
7794	2475	582
10	96	346
227	25488	1
1736	4231	609
0	0	0
6381	5650	784
6155	5236	799
146	1459	78
0	195	0
46	1130	8
65	109	2
4	6	13
27335	23295	1771
16457	25602	2759
9536	20151	2530
0	784	0
3060	4296	326
5	18	2
0	3	0
1861	1488	155
0	1454	2
2047	1777	427
1505	1261	559
4	13	3
19634	57800	16965
459	4406	258
0	44326	32
1	7	6
854	1047	358
23108	30084	1389
34	33	11
921	1311	272
178	2601	87
58	724	24
165	7205	81
145	5522	49
0	0	0
0	0	0
388	3062	259
1353	4601	216
0	0	0
1292	2920	206
3297	4165	2194
0	12	0
0	0	0
0	4	0
306	2603	220
11471	81195	9363
283	2766	753
130	1317	43
10	2209	49
4095	7153	1665
2	93	8
7390	21748	872
1018	5758	1159
108	255	32
2	0	1
5372	5147	1112
108	334	3884
812	5944	895
41	846	575
0	0	0
12144	2712	232
10701	31668	3105
102	84	7
2881	4293	241
0	164	0
11279	15639	986
5497	7759	351
6238	10814	1090
1	0	0
0	0	0
0	557	719
9511	1351	586
7568	14564	2927
1217	2756	3047
3245	278	6
0	10	0
4821	10717	559
12130	11014	156
0	0	1
0	2	4
980	6969	86
2413	4541	750
0	0	0
21249	32104	3194
18	40	2
0	8	98
94	2530	36
0	0	0
18	54	77
0	0	0
56	116	8
23598	1908	8
0	0	0
11373	21432	1746
177	212	38
0	0	0
9887	1398	16
25	68946	6
13424	39756	1839
0	0	0
14	107	20
0	0	0
277	559	60
1344	4280	475
14	1	12
144	631	0
0	3	0
1612	146	32
23073	29769	1439
62059	9551	1056
4494	10573	1895
41	1168	17
37	935	8
1290	2122	780
3	5	1
6100	4451	1096
244	2622	224
10	38160	8
40	666	862
912	1738	656
5719	11076	532
340	186	8
138	972	48
2379	314	2
5470	3678	387
126	556	42
48	817	4
0	2	2
0	0	0
1508	1799	214
731	1001	953
920	4932	744
759	2037	178
100	860	188
52	847	67
28	4300	1037
85	1308	207
3580	6376	986
1335	965	366
0	0	0
1165	2880	152
12012	22410	2258
9254	14259	622
9439	15178	570
0	7	0
6	427	68
24	19	6
67	2239	62
7130	15818	2342
466	2728	169
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1454	3032	186
213	660	353
1744	2785	503
1	89	15
135	45	23
3805	3966	971
0	0	0
0	0	0
3	7	0
10267	2881	76
185	6155	406
0	0	0
4255	4264	1567
1291	1780	283
4	0	36
6110	20981	2399
7324	16430	1416
0	0	0
0	0	0
0	0	0
40	164	36
478	6218	428
42530	7477	3712
556	1317	136
6821	11654	1233
1018	2515	327
3389	5746	410
0	0	0
280	28999	0
218	1956	260
6395	5576	763
10	33	13
5312	3112	289
49	114	0
34	238	1
6979	4952	4
0	341	0
0	2	0
10	1128	112
0	0	0
1	0	0
4	7	4
0	0	0
2148	10912	1766
2320	5330	406
3480	6975	525
50	176	19
432	3397	279
8892	7769	1128
150	118	21
0	0	0
6645	7335	913
21620	22977	6700
522	1193	23
17821	6305	58
6058	13083	427
19820	21606	2105
4714	13803	940
149110	107772	37
516	1139	455
6	43	193
6	336	167
0	0	0
0	0	0
86	851	507
3	4	6
8621	10249	1105
46610	9775	945
49	1328	143
21276	40570	2609
416	3497	644
103	238	14
3034	8660	889
1377	1636	296
2721	764	184
552	958	217
7138	34563	2037
753	440	28
0	0	0
307	638	2
0	0	0
0	0	0
60315	14731	1282
5411	10135	223
6	0	0
2001	8318	476
3465	2003	115
16	803	30
6	4	8
178	1569	46
7283	22011	3631
867	6383	244
0	0	1
4533	14877	1598
8144	831	896
0	0	0
734	3445	1034
0	90	2
1153	2031	319
48345	8456	42
0	0	0
0	0	0
0	0	0
24524	4075	705
4666	1285	200
27364	20493	2125
13692	18748	1197
91443	52791	869
1871	2808	54
1536	2920	112
16282	1159	25
0	0	0
1888	10428	479
2782	1833	1277
7094	6018	2376
4605	4056	2256
0	0	0
0	0	0
89209	1132	20
5272	10567	460
97	661	8
4	186	143
59	51	46
19171	11801	1350
54	95	64
10450	15559	1676
11460	16968	2328
24259	40310	1485
13033	11532	852
8054	9669	1128
3525	16618	1408
156	593	117
14652	16485	1300
0	0	0
575	95	6
744	1917	74
25031	18242	1008
6	538	2
0	2	8
27669	22217	2767
1605	1612	112
11212	23043	1882
47337	80929	14025
0	0	0
0	10	0
0	0	0
18	43	72
0	0	0
970	251	932
0	0	0
0	339	45
7574	34773	2206
6200	9778	1057
1092	2619	174
461	862	40
32	55	19
1424	1574	1636
0	0	0
459	530	213
1800	72	214
154	5580	193
0	6	1
9	30	176
314	434	1392
108	243	28
0	0	0
17	95	95
10759	10477	2038
0	123	0
8	16	594
338	7347	174
1361	2206	408
201	2944	84
733	10645	312
1242	1037	24
3117	5899	833
13683	16290	2111
86	41	0
27	69	14
0	0	0
331	188	72
912	1105	184
450	4601	354
22591	10035	1002
0	2	0
0	0	0
0	0	0
2	0	0
0	1	0
39142	70166	3843
2463	6050	0
0	0	0
4772	5753	228
651	1290	229
10906	32222	1964
13718	21051	2068
999	8103	3007
7386	2564	1132
605	1327	90
43609	56774	4738
510	3055	160
1072	2957	100
6	193	151
0	0	0
9448	49993	814
22900	88197	10343
10	1670	81
6160	16086	2658
0	0	0
0	0	0
1822	1835	11
398	314	28
11020	13227	4667
26	137	30
3292	3746	528
102	65	4
760	3144	147
468	3809	130
1492	76	3
219	1666	389
156	161	224
3490	5196	629
4394	6379	411
0	76	58
1	9	0
0	4	0
3	468	0
26488	33850	3774
8600	17367	941
2033	10943	1170
103	213	46
56	31	2
4938	18658	2093
3794	3082	970
3804	3370	1334
16528	25671	9239
4247	9253	888
0	9	2
368	474	62
6339	11135	838
1367	4223	29
177	174	10
4062	4084	553
0	9	1
0	2	0
0	0	0
5594	3662	285
4366	2695	159
0	75	0
7	1957	18
3284	5995	680
2	665	0
339	3707	257
26877	21829	1332
17264	2762	84
12222	2414	488
30	1467	4
10	21771	0
1247	2533	179
0	11	0
24	2	0
0	9134	0
0	0	0
11280	12437	262
5355	14618	1431
160	2282	60
17145	1465	60
4156	1430	51
5	13	0
1854	4008	372
55272	57980	6362
0	0	0
263	720	152
22	20	2
154	428	15
36925	6965	258
0	8	0
6200	5595	533
1090	1930	520
9579	15345	1058
6303	7523	838
2	298	0
510	440	20
8	24	54
10	4	28
2	2	0
33155	10816	8
6	47	0
47914	21895	3578
57	628	49
2388	6096	585
107	2996	71
0	0	0
13208	31209	3289
188	4800	93
6041	12202	745
98	491	4
12056	20913	6034
0	0	0
27402	6865	243
1259	458	58
713	402	428
5	113	56
47	434	44
61280	22887	0
55877	17347	0
0	2	0
260	2114	0
787	4414	208
236	122	121
12	566	2
14650	9572	1421
12	1728	8
8237	16720	2364
2	23	76
30586	8060	431
36	136	16
0	0	0
20	553	35
44	96	2
76	623	2
0	0	0
3	13	0
2250	3945	198
126	1157	53
4719	10027	1948
325	358	152
260	189	0
35100	8010	1083
72	146	114
9953	20954	1943
0	0	0
1609	6177	142
34780	54069	5352
0	91	13
5602	14939	1340
5318	1216	26
5686	4350	851
34	26	26
4191	22244	772
1512	3193	410
150	220	116
6962	12016	8661
9218	11014	1356
59	222	18
2	2	0
0	0	3
2	2	24
0	1	0
0	0	0
0	0	0
6	2	2
282	93	315
24	70	12
4194	7944	666
781	9700	1375
176	849	63
6719	21267	1943
0	0	0
1	3	1
1866	4982	808
30127	72324	4296
98	845	127
512	12838	599
8	28	0
5331	5413	395
4	314	424
58	194	105
1442	3338	588
1250	1244	1550
726	242	0
2181	10157	810
19	2197	0
2747	3800	335
20876	22302	2646
1969	4661	819
837	1242	50
144	25119	342
7984	25794	1587
15019	29444	5951
273	784	176
23603	33219	5949
8010	40576	1232
5369	10418	1703
0	0	0
68	437	6
1045	2691	217
2019	2928	318
346	411	245
0	66	0
1362	6181	888
14346	18094	4505
210	742	4
4313	4239	145
462	849	0
9	25	2
49176	5267	4
3645	1378	150
22	1616	64
0	0	0
791	2643	407
27604	4270	171
196992	53908	86
18	50	0
25289	9849	639
2620	2523	2722
734	797	59
686	272	770
10669	9080	2034
8471	8350	1056
98	282	57
260	588	70
0	0	0
6506	11786	1378
0	0	0
0	0	0
35	163	59
290	4652	600
9702	9492	670
0	0	1
25	6853	92
1573	4317	540
0	0	0
2467	10071	7780
0	1	0
91	2154	175
0	1	0
22	74	0
9277	5904	489
0	0	1
5222	16656	1954
0	0	0
1086	1744	157
6929	14341	1452
2	8	22
9656	1404	18
161	248	8
64554	13278	152
1717	788	10
1440	1180	232
5964	16285	6087
16	12	0
280	3299	151
237	1331	1
0	0	0
34706	4195	4
0	0	0
467	8178	251
19	399	23
2957	4578	1084
17	12633	878
224	5108	974
17	186	8
27938	28147	16874
100	2414	222
5001	9183	732
2505	6803	816
8	433	172
28	86	124
18	49	32
6924	66429	1235
119	6870	20
5674	8304	881
4748	5616	1944
23295	13534	218
0	4	7
2161	3425	232
30867	4946	177
32020	6582	378
852	1300	130
17389	20376	1430
1694	9967	1589
0	2	0
1045	5501	261
1029	3167	1610
1263	2712	985
2088	1028	771
0	0	0
70	209	136
124	2722	4
92	213	182
0	0	0
68	17	119
744	3835	25
0	0	0
12	3449	62
10	0	0
0	0	0
2950	5065	178
35498	33294	2189
9891	26191	602
3744	8917	1186
110	26	274
229	1449	94
84	422	307
0	0	0
215	64	124
523	806	58
11484	23534	2481
1	0	0
14300	16375	4698
88015	39196	128
19440	18861	220
688	12293	210
10807	81798	2706
963	1482	100
343	740	64
5816	6243	914
380	256	30
1	0	0
59781	6185	3170
0	2	0
847	4078	315
1680	3042	298
178	38	18
204897	21590	1727
846	10378	514
17404	3267	141
58103	24904	3335
0	0	0
3439	1573	167
472	576	66
161	570	48
5746	12250	271
134	10134	246
4	22	0
187	168	1564
1842	3595	1567
14704	10793	1945
2	31	2
2209	1770	480
46	4	644
4	34	38
552	934	96
8477	6300	12
0	0	0
26	23	42
0	78	0
88	312	0
57	701	6
35886	1319	385
21520	8311	800
0	0	0
24910	11022	4512
9902	14829	2350
22	12	0
0	29	0
3478	9074	512
2785	4899	465
768	2702	1573
462	51790	39
8	319	126
19295	113469	5385
25	101	10
5699	10427	883
0	0	0
836	730	90
454	171	51
4453	5374	861
237	1655	1671
1	27	1
50687	41163	2223
28006	24948	1184
15591	14135	2262
2768	1820	454
12	174	31
0	28	10
923	1188	499
1926	948	234
8366	16831	1429
1044	1869	353
14	26	2
0	41	670
6812	7414	1236
520	339	81
58	10	128
7108	10646	1191
5857	4322	429
28	761	1092
4	1	0
4382	13123	194
225	19512	480
5015	10010	873
0	1	0
141	1303	32
0	0	0
0	4	2
1206	877	50
1966	3919	416
270	1882	12
0	0	0
0	0	0
0	0	0
305	2123	256
17060	15806	743
3938	7890	179
16178	123	0
6	411	14
0	0	0
186	902	294
1	1	0
1	0	0
61180	259	75
917	357	2414
59763	80030	6087
355	870	28
3	70	0
304	227	24
0	7	0
9839	8427	941
9662	8648	1110
5075	482	274
2650	20313	2628
5431	756	59
0	0	0
0	14	0
0	20	0
0	1	0
2166	976	152
41	343	83
19139	21114	2772
1260	4672	511
24	678	45
3437	10293	2838
0	0	0
38	12446	0
0	0	0
2317	2953	1074
3922	372	1246
12303	5218	315
4243	7310	391
793	5191	217
0	3	0
996	18357	151
2	150	0
1297	4970	219
48	28	6
100	131	0
7565	1639	0
13483	7553	1312
331	1530	242
0	0	0
