/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179197.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179198.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/minuta/SRR1179199.sra.uniq.bam
523	5586	687
9480	19019	1437
583	2841	833
8	882	0
956	3246	138
2543	1434	60
1389	20138	1559
0	1	0
23902	35691	3394
13	2	15
287	12	48
90	8	20
5	20	2
320	727	84
10768	4157	26
38	64	26
2	18	0
2	19	0
0	1190	2
41	266	2
26498	11018	1726
4104	4633	332
2001	362	0
19	148	0
0	0	0
2110	4513	731
2171	5663	1195
474	795	719
17819	112016	32726
8128	15925	1316
2	73021	58
4267	4402	351
1795	4600	270
3017	3837	326
11307	4758	164
9306	3742	160
9557	11750	10327
36	874	4
6	605	4
14820	13186	386
3254	6148	663
2322	3194	182
0	48	2
8	2631	84
1992	5141	471
3753	912	475
93	1603	32
0	0	0
0	0	0
83	1454	10
0	2	0
0	0	0
1903	22122	1571
2102	4843	570
1316	3816	165
0	2	1
27	38	0
46	2473	263
17326	8885	1044
0	0	0
1126	190	94
0	0	0
763	1011	35
0	0	0
58	20	0
2216	2914	150
179012	69124	4926
2167	9299	228
270	33	19
138	41	13
908	1604	354
0	0	0
12	142	998
1852	2851	258
2032	2991	492
6	14	0
25321	5481	454
2914	14776	1809
307	944	95
84	818	94
5317	6929	1417
230	1377	398
0	0	0
0	6	60
0	0	0
0	0	0
6881	17331	1551
3911	3647	1342
0	0	0
308	3159	160
3403	929	34
4564	3494	377
321	642	204
27107	43510	4591
10737	10188	892
864	1926	47
1576	7528	516
247	1601	127
4484	11107	635
26	78	14
0	2	0
0	0	0
2	16	0
0	52564	0
0	5	0
8328	35909	1256
0	0	0
904	4814	202
4999	1867	2535
3	20	2
338	36	152
0	0	0
2388	3227	234
0	0	0
6	2	0
60	142	20
282	98	92
2341	1198	10
84	208	0
280	1647	14
1086	3974	76
9	60625	19
23080	25498	2537
297	6791	20
0	0	0
0	0	0
3560	740	118
0	0	0
1105	1215	76
0	0	0
18	1685	50
0	0	0
3	9	0
7217	7355	750
2317	303	0
3514	3792	236
0	0	0
0	0	0
0	11	1
18	15	4
2	0	0
0	0	0
1093	3379	160
0	0	0
3340	5367	219
14	1132	195
8864	15190	1164
4330	23070	2797
257	6945	30
52	37	32
2185	3403	112
48	702	12
288	1248	36
192	572	565
1038	22859	20
2013	7496	182
0	0	0
2	67	0
925	7470	603
798	2781	107
0	0	0
0	0	0
671	974	210
0	0	0
2285	8182	365
0	0	0
2099	5192	696
2280	1585	86
2	20	12
48	22877	0
350	6365	65
27	532	2
0	0	0
437	84	334
182	42	830
169	855	53
272	862	183
0	0	0
47	551	82
405	941	77
85	304	16
174	310	104
89	121	48
9801	7965	273
7	41	7
949	1607	2266
0	0	0
8012	16054	1898
7471	15390	1772
22	908	107
95	182	158
138	304	356
38	18	65
0	0	0
588	2057	166
346	2430	23
22689	25321	4652
16933	16305	2232
9587	13108	799
9437	13708	596
1537	13670	198
993	5724	130
21460	3830	244
4267	7053	646
365	793	44
0	0	0
7132	4421	336
4874	4585	82
5	9	1
488	686	0
14214	4371	631
838	2068	505
521	2639	315
0	1	0
702	600	78
4	14601	34
0	0	0
133	22	0
36	14	2
478	324	10
5958	296	160
529	199	34
4	34	0
0	1	1
12890	8969	1621
118	232	2134
158	922	11
34	98	7
2684	1723	66
3	9	0
8785	8005	1410
12290	16834	1739
0	11	172
2	88	0
9576	24150	340
1	0	0
2	10	40
4	34	2040
0	1	0
7732	2624	1402
0	0	0
0	0	0
13	228	1
3099	4162	126
21144	5482	125
13249	14983	5756
12	860	26
0	6	0
0	0	0
0	0	0
6	147	4
6820	18257	1114
855	1482	102
0	4	2
5324	11397	1218
6202	9541	528
52	16	1
3	10	26
0	0	0
17050	10757	312
318	42	180
2792	5193	515
3831	2131	383
726	423	87
6	68	0
1612	1524	146
76	922	191
14	48	1
163	725	109
0	22	0
0	0	0
42	248	0
0	14	0
58	153	2
38646	7541	376
15518	10451	1498
2506	7105	264
2	116	0
6718	19242	1274
0	0	0
0	30	75
8927	519	46
6	20	581
0	23	221
174	2447	380
47530	152263	7795
0	2	0
13323	19285	1376
164	29	0
289	418	77
2068	545	262
1747	642	214
1343	1446	226
9342	13112	2097
12	38894	2
8142	5507	447
10631	7661	314
2414	6213	166
9495	23651	2695
595	189	74
2692	1496	133
1988	6626	462
87	116	6
4943	7483	1200
585	2847	30
21118	6093	355
18	336	12
31	26	1
25169	26610	2460
65751	8484	194
69804	9072	149
92648	23003	130
69370	15077	202
1664	2243	845
8384	5522	129
380	824	22
773	518	50
492	712	82
18655	20293	3579
1378	2472	199
16987	9487	263
26276	8284	5931
421	130	225
2541	6424	621
149	879	27
1761	1175	123
606	321	9
779	200	31
22	22	0
0	0	0
13	10	6
19	24	13
2326	4555	2367
1902	1680	89
26615	3283	2201
131	409	10
4267	38594	1309
0	0	0
38723	52535	4328
0	187	0
0	1	0
18	43	2
45	249	109
8687	25182	2503
2874	3745	488
2741	8316	872
3	79	0
1600	1298	148
12217	19148	1668
4335	2477	114
14109	2684	44
1430	7394	626
0	229	4
3	51	1
69	106	17
4863	3299	173
134	733	18
1146	6482	1359
128	1192	34
2204	2845	313
16347	26831	2983
1319	1506	165
8458	5220	491
4880	10626	621
13672	16146	2522
1273	2784	381
7	29	34
18	1693	170
39579	23494	6949
7323	10833	1245
232	571	139
2347	9849	2475
25501	2912	157
9	58	2
5816	9342	1175
27870	23597	3084
1287	990	723
1898	8506	0
9077	10617	1086
7661	3896	858
5796	6333	677
779	393	4
0	0	0
528	1926	89
124	211	21
1962	143	3
83019	6535	69
19201	30886	2330
3017	33306	520
2918	30810	430
2160	6046	423
1177	1246	75
392	27370	331
13531	4231	345
1197	3304	205
7484	21999	1175
1026	18724	969
14898	16974	1322
10055	10754	770
19562	20578	1744
1148	1384	67
3	218	24
63	304	388
14622	20995	5110
6148	9731	822
8994	4797	1576
991	2336	914
6	90	1
28931	5802	418
97	1080	19
28	236	22
1164	3595	360
497	529	83
109	2059	34
4734	2115	2645
55	37	21
660	1231	373
153	259	324
760	903	107
0	0	0
4	392	5
118	2137	18
0	0	0
24	14	9
5320	5628	777
1561	925	389
6045	3531	3081
4085	2208	4255
109	330	28
1091	9123	1820
6	12	17
1	2	0
12150	17817	2853
35	2037	386
9	35	65
0	0	0
30	205	75
26	1475	502
91	850	30
1340	18773	2721
6622	3803	3477
6092	8447	1167
577	3013	194
11414	20249	1007
15	2117	161
6318	15269	217
52286	24218	12840
0	6	0
32	1846	94
0	9	0
4616	6556	529
1027	4180	198
27088	26176	2927
1975	547	193
105	30	5
0	0	0
95	14	13
0	0	0
0	0	1
20	13	8
2135	713	60
2048	645	82
1	2	0
0	0	0
243	137	30
1937	1057	167
0	1	0
0	0	0
543	246	68
7347	4193	460
142	368	2
48065	78246	6611
11667	33136	3357
1389	8655	235
741	6423	2064
13733	4084	368
4826	18120	1060
196838	55009	1515
14272	40684	2930
3	78	0
1	125	8
9	835	8
18479	33231	197
41544	47249	1335
24	99	16
206	3736	60
79	93	15
1212	7190	728
74	520	34
1023	550	20
3418	5261	732
0	1	1
0	0	0
1188	2444	339
0	1	0
9	19	1
24676	53650	5866
918	4749	358
3790	5269	336
3643	6397	492
31855	10489	20
13	31	1
765	2062	102
116	211	16
8048	7010	411
9986	8270	26
880	908	57
36	163	34
335	4711	57
0	1	0
70	3151	30
460	1749	110
29677	49014	6008
211	250	32
627	505	145
0	0	0
3027	7517	754
692	742	100
10275	32621	2166
2065	2450	175
0	2	37
0	49	2
17581	5939	2225
1517	17896	1351
7388	11654	1177
209	69	37
450	333	6
12347	7254	58
3397	934	420
4	3	2
28667	7152	2479
1806	1459	57
11930	2226	7
59	885	293
0	0	0
64	2675	33
1	236	0
834	937	1520
906	1409	335
1263	68	3
291	864	65
33	41	6
466	599	98
4600	387	53
0	0	0
0	0	0
41	15	2
27	170	3
0	16	0
0	4	0
215	55	0
46	87	13
0	23	0
0	26	0
10	30	35
425	356	291
7225	3097	769
861	2840	4865
6	58	20
225	1373	859
195	849	293
1287	5174	727
2462	6957	532
4986	916	82
9430	7584	877
7180	4206	253
2428	6430	634
1131	7025	685
236	812	16
1447	938	29
538	1834	164
4	222	2
3530	7277	641
3437	6192	603
501880	63043	4464
6309	12161	1772
0	1	0
7313	3398	3329
0	0	0
27965	4788	745
698	224	12
0	0	0
0	0	0
95	211	10
0	0	0
28	73	0
118	14	3
23860	3428	250
553	2178	12
0	11	0
486	6697	46
10289	2524	53
29739	3864	18
0	0	0
0	0	0
0	0	0
46	290	20
4660	8235	192
7325	2751	24
2210	27653	3266
679	9321	261
3863	5043	343
3608	7522	2743
4653	8968	646
1633	288	2
14428	33176	1362
15511	37563	1781
0	0	0
5	149	1
0	0	0
500	1720	507
270	2675	106
6	32	2
20	76	4
100	1753	33
0	0	0
0	153	3
5328	7519	997
9182	28258	1714
5035	2199	86
4894	11522	817
372	1667	7
10426	15302	1620
595	781	42
10	73	2
0	183	0
24	1759	4
74	561	6
15060	23050	1907
13354	19693	1205
122	721	0
29117	10817	61
322	710	34
32	1622	38
7065	6927	1150
551	11335	465
44801	115009	2629
23	2037	8
169	18338	353
393	45965	1271
106	16	4
104	197	21
101	2518	13
0	2	0
1494	5028	316
0	0	0
0	0	0
0	0	0
0	2	0
1815	2332	764
94	721	52
2	55	0
6332	8546	690
0	22	8
3552	2815	398
0	0	0
4657	17522	3648
6804	1700	2203
1	3	2
7746	7364	655
120	3788	246
0	0	0
0	59	8
44	376	36
747	381	241
866	1072	58
2	0	0
817	2123	536
189117	34549	23581
8	1805	9
812	19492	1488
9	123	15
4817	2835	188
3237	2312	200
11713	33958	3112
585	1486	632
0	20	443
4	0	0
108	28	6
52	138	6
2	38	4
6	23	1
49144	8073	22
4186	4266	765
2699	2275	102
2896	25250	1442
1280	8490	264
0	0	0
83133	173707	5189
7883	9510	378
5450	30902	1206
2	909	11
20927	57956	6608
15	56	671
28	3	153
42	26	348
11	4	98
182	74	283
12	30	37
0	0	0
523	2021	176
8588	16798	964
16	6	2
0	2	12
2421	230	368
7025	930	930
3	114	8
9	4	0
29375	20728	2798
0	315	0
212681	115386	25720
1241	4415	4
7	711	44
0	0	0
7	8469	4
0	17	0
30512	5899	0
5594	1950	0
8	2	0
10	13	0
4728	12682	1192
974	2548	268
13	60	18
5772	1609	4
59	322	0
6210	10551	1008
0	20	0
125	93	8
12	396	22
265219	84824	257
641	1672	149
1	66	103772
20376	24352	2387
20185	25202	3020
21	155	0
644	434	120
9405	12486	865
68	71	381
227	560	498
4397	8670	848
15221	66012	4768
5259	15170	1595
11670	13766	1910
4	73	19
0	23	39
1410	3027	422
4255	11878	805
0	4	0
402	3428	118
7211	13393	1751
4649	6919	274
30119	56082	3704
3763	2357	169
2629	4554	352
2	460	64
18	28	16
4	10179	6
3491	2958	504
8145	5940	836
29979	20113	1813
14965	60487	4186
1969	5206	514
10662	20875	730
629	885	47
1	3	0
2307	4964	374
2653	5292	528
25	131	0
24	84	0
0	0	0
2	36	2
0	162	81
17	647	219
92	2	486
1	3	6
6	20	1633
18213	14945	627
23	441	34
0	0	0
1885	5308	118
8830	11693	2528
601	681	411
8	13595	2
8883	7331	1025
23066	13486	944
14	1145	1
3	216	0
7	5	2
0	4	10
0	6	0
15	3	2
100	2302	72
5191	19410	382
1715	4162	212
179	142	40
57	87	33
2	1	0
635	248	0
1397	1689	89
3392	3698	1382
8815	11169	1809
128464	163496	25842
2499	2087	156
6	19	0
0	0	0
0	128	1
17	28	2
15	90	2
1356	2014	264
31895	31894	5244
36349	6148	99
25522	4963	284
6971	8035	268
1700	2120	521
268	2715	24
1726	2497	322
872	2695	253
3205	32521	482
258	266	38
3737	3476	908
910	661	224
6560	33370	668
3	365	55
951	21723	7549
2254	2386	144
1	1620	95
8512	2331	219
8998	3343	255
3038	10868	1436
0	62	0
5209	4955	2978
7502	3370	3415
33978	4955	7942
18542	11633	689
6663	19851	2634
2355	30239	296
0	1	0
1698	5275	1153
11822	12021	1358
96	2372	121
134	267	57
106	133	14
14414	7831	536
1188	3163	548
3119	6195	682
0	0	0
1172	5472	192
2723	4298	214
87	115	14
2	2242	0
6323	13003	1544
132	583	84
3097	1156	36
2515	2248	93
119	1247	257
2	42	17
7826	28510	4080
3118	3734	407
70	975	14
4694	744	1339
0	86	8
2556	9803	756
70495	18610	818
52338	23350	1643
257	288	21
1459	2224	205
25301	4334	70
128	128	4
3172	5079	228
1007	3957	1560
0	3	6
6	454	0
2	417	3
26126	8803	1146
20	32	0
2	1	0
8	12	0
0	0	0
3237	3087	473
7	234	89
0	1020	4
481	189	339
172	1317	94
48987	49223	7174
14	7998	0
3334	13575	1250
1264	1153	158
7627	5255	760
340	2608	233
853	5187	2688
40264	54760	10
351	773	84
30	34	59
7	2	1
23582	29616	3461
24728	29592	3497
0	2	0
13164	6890	23856
122	95	26
6058	10357	1488
3783	8062	1737
4	29	8
5045	4102	385
1	0	6
0	0	0
1564	1948	179
17471	11552	301
292	1700	108
12100	1762	16
325	1701	28
0	0	0
610	3067	274
4	63	32
2732	1717	93
181	1517	184
0	0	0
0	0	1
23442	12897	1199
1	0	0
4751	6042	734
3434	7266	1862
22199	23638	4333
6996	6337	957
14	6236	6
2913	4061	201
24846	15270	1238
3769	2116	134
11805	20392	2189
0	6	0
520	1659	69
532	8419	528
5994	56913	5135
200	7518	354
49329	14317	370
13	367	4
0	7	0
5301	13920	2398
0	188	376
0	1	0
9899	5509	287
11	318	5
52125	3207	228
443	506	442
271	2132	4
6696	15172	1832
247	4014	34
9037	5217	3117
76	5145	313
342	716	29
7226	10348	1466
2657	5296	2073
15355	19379	1039
6949	15315	793
60	600	949
0	88	10
136	7116	426
4820	15724	887
3718	11764	651
442	941	68
6114	5639	920
6649	7380	692
15	1547	26
0	1	0
34370	66532	5604
100	525	24
291	1157	93
238	34	12
14546	4965	1636
858	1230	197
44	184	3411
0	14	121
24	554	568
2	92	139
2	244	110
32	545	1493
0	0	0
0	4	0
40	163	0
153	2859	122
1805	3982	776
3308	3949	536
6166	8094	893
5	26	18
68	510	24
5989	8929	1067
1608	2831	162
285	1440	4
136	2733	2
18065	38873	26
6653	5858	1290
5350	10849	1376
7	6	22
9834	725	386
30726	16944	2047
2042	3806	241
2296	2919	701
1576	22	0
4606	18045	1542
2053	5928	302
26227	2932	58
3917	5370	312
1911	4441	264
8561	4726	162
8052	7141	165
16	114	76
0	0	0
0	0	0
12	4	0
1557	1907	224
9669	18286	2127
1062	374	1549
5870	6079	870
30817	39480	2953
3198	4700	388
0	0	0
0	4	0
22878	16572	2636
395	456	32
28411	14790	282
225	436	114
0	2	0
0	0	0
30	47	9
2408	4669	268
5947	2999	364
5430	16343	976
15313	16378	3324
1138	393	2
4336	15082	911
43896	35573	904
5238	14830	1044
11647	11845	1013
3751	11203	726
3738	5126	336
1340	2932	210
829	1954	71
9109	8307	949
196	3	246
34	6	141
6	3	129
1727	1867	296
48	9	172
8932	26462	1614
1857	2384	135
4595	7259	2847
10836	23924	1147
10158	17304	1166
827	2463	219
13933	13706	812
2811	16799	665
8341	19127	16
3182	7405	323
12493	15112	986
6920	17311	1912
2840	651	16
23	99	6
909	2917	84
16360	42363	7939
241	2364	64
0	0	0
2	39	0
32	74	4
24	14	1
6	8	10
4221	5035	978
8922	32248	1795
16767	36344	2209
10777	9333	307
10070	6218	223
18523	14325	2040
1077	4220	438
4	48	48
12	398	578
19660	30985	4168
0	15	1
14	82	2
0	0	0
0	0	0
0	0	0
0	2	0
2016	6459	386
0	0	20
12487	4276	616
40782	9862	498
1	2	0
1447	3264	67
12787	37354	1734
8196	9076	4910
5355	7189	3047
2	31	0
580	2803	150
96426	42674	218
77818	812677	7633
4	11	0
0	0	0
8	16	41
1198	2296	163
16942	14582	3800
57	10	70
84	66	95
2	2	0
44	147	1
2670	5564	142
4100	118	178
16	183	7
11793	9263	1177
1	0	0
1626	486	3
72698	40602	762
30056	33968	2556
358	2766	399
4237	19196	1536
32	230	46
0	0	0
0	0	0
27	12	699
2268	6116	326
7821	18448	565
9474	302	9986
0	2	1
7	2	1
67	540	486
0	6	0
0	37	0
0	6	2
1618	3966	416
10203	16871	3804
6843	12581	1584
2273	53319	186
332098	234507	3175
3	29	0
1	23	0
0	1	0
0	0	0
1	34	0
4	98	28
8	0	0
1	1	1
1	3	1
4	18	3
14	16	4
772	2378	221
21852	15697	2638
1437	19082	510
12496	13316	1221
506	748	90
0	4	0
262	51	129
0	758	0
2703	5302	349
1371	270	455
1416	345	502
936	465	414
1885	3647	1217
89333	31115	6107
73	374	32
39	400	61
2167	34784	1861
0	0	0
32	100	45
10725	11594	1888
554	1900	525
0	208	65
0	0	0
10011	23986	2201
1348	857	54
127	308	38
35982	43150	4162
9064	2222	254
63	38	1
3269	3161	311
226	1055	68
20132	2866	9153
232	284	69
97	365	50
1351	6096	402
2	140	28
6	2400	12
0	36	0
75	4	0
47180	21090	2199
35155	52036	3432
0	2	22
3263	24044	1352
8034	36788	3041
353	800	127
715	697	104
0	0	0
0	0	0
0	0	0
3746	4052	526
0	2	0
0	0	0
0	0	0
362	1424	75
0	0	0
696	1502	151
45	45	4
17552	31701	4612
90	2164	48
48	424	44
161	224	61
15552	20526	2902
0	7	0
0	0	0
0	15	0
1952	1244	534
2751	5565	238
42376	41307	7494
0	0	0
826	969	196
135	618	146
5772	4040	1191
324	792	584
2154	4023	995
172	200	178
0	0	0
222	179	87
68007	4395	131
7671	10486	6358
40	64	68
7460	22034	1395
0	0	0
8	67	66
4813	5042	667
24136	7926	2713
335	40	74
35486	13217	21128
4960	4003	6116
2	10	0
2	3896	1193
9735	7193	251
2539	7345	517
179	168	751
0	0	0
123	96	47
86	10	13
4	0	0
4240	786	201
6	0	2
0	0	0
20	24	8
4416	1658	38
0	2	0
434	227	12
0	0	0
0	1	0
202	83	0
12	0	0
2	7	0
7718	6777	720
87	74	2
12274	564209	2507
1197	1987	140
8294	9087	1483
4	6	861
0	0	0
7252	7916	307
14	107	4
0	0	0
0	0	0
9702	12145	1303
2185	7728	829
5770	3771	737
3702	6873	929
2806	15334	1418
0	0	0
0	0	1270
2	0	176
0	4	40
4	34	0
3	96	279
3	37	1958
903	8787	1016
50739	324727	40858
13602	24892	3630
2494	1535	165
51	197	1
5347	2933	1538
47	2	2
670	7363	1279
329	280	60
7116	5915	576
16874	5092	903
387	129	223
1812	2220	161
633	621	79
0	2	0
18	352	10
0	16	8
4697	1599	3831
9	8	1
6	10	0
582	905	40
1	135	4
0	0	0
1	144	12
0	0	0
506	5336	999
2062	82	4
0	0	0
4466	12288	1474
158	899	39
2	16	0
113	534	10
0	0	0
7	35	1
0	32	0
1952	2065	268
4388	6968	814
1516	5347	409
0	2	2
1404	164	88
6881	96	858
3164	8	60
756	44	122
6	2	78
0	2	0
28	2	8
1	3	0
24	2	24
3492	2021	351
19849	7983	502
4026	6879	410
14109	21358	3899
37	52	0
110	166	56
0	0	0
1785	3865	233
17314	6673	1153
9442	17334	1565
19631	13158	2429
1121	2302	375
1916	3448	566
7	134	52
4708	8382	1033
4487	7915	1239
3585	10147	689
26	176	6
0	0	0
4816	2580	134
933	2737	338
295	835	44
0	13	4
880	6949	135
668	2213	195
3611	6520	653
4558	5612	390
19939	26824	1884
34179	6132	499
430	362	29
468	680	86
45	64	12
499	241	4
230	196	6
5444	6087	330
0	58	2
8	1861	4
17500	5032	1234
14361	8992	904
0	0	0
308	273	57
0	111	16
21	343	4
2645	2783	303
1260	44	134
2960	142	238
689	1450	20
50270	43867	5198
22359	45011	4641
2839	2751	242
102	14	0
35083	21013	1007
0	0	0
77	198	2
0	0	0
2345	2760	383
3936	10055	1111
1699	348	53
32974	8517	424
4804	8915	758
0	0	0
9	23113	12
3	11	1
25105	20913	3845
26525	24091	2706
0	1	1
12	2	0
13193	22633	873
0	0	0
0	0	0
0	2	0
286	912	22
2	25	4
0	1	0
0	9	0
0	12	4
128	2945	414
0	54	0
116	1414	244
20	24	28
66	115	10
59	622	185
0	3	0
146	200	10
0	0	0
13	10	1
0	2	0
2425	11	2
964	3026	136
9640	10652	2513
11580	30449	4192
690	1450	88
1269	4995	137
27620	69630	4165
1674	1777	429
4242	10114	657
2966	2648	372
25519	28087	4975
3036	3774	437
112	14	32
0	0	0
0	0	0
1534	3046	120
35938	82715	5531
9236	35865	2639
5042	9851	636
2406	6762	993
13677	8038	1356
1	774	0
5575	5900	304
9097	8479	2296
3925	732	100
0	4	13
21882	4984	481
15201	1865	339
0	0	0
35	96	70
6	0	0
29433	4557	639
1404	595	94
2667	572	162
451	170823	87
1205	4232	122
9036	18037	2425
2807	12235	1639
2315	3559	1695
120	4291	574
0	0	0
0	0	0
4152	14870	1314
11174	10545	2431
22584	32988	2978
4471	7964	2458
7	34	2
0	0	0
11	225	0
0	0	0
32	238	58
5111	7989	662
0	0	0
1546	2689	67
22466	4914	1689
0	2	1
170	258	42
2	1	0
780	157	505
6502	9412	1488
2198	7578	1668
114	2096	14
30	6	0
0	0	0
28741	19730	3486
9666	16319	912
31705	32450	3840
80	8158	92
11596	17882	3448
204	301	89
7523	12985	4672
5	4	111
29068	9637	240
36	450	2
7	9	14
1114	1029	118
36	7	6
3528	4304	1511
9607	21126	1179
0	0	0
4	778	35
0	6	4
5267	5549	248
0	2	4
394	868	198
4009	4443	301
0	0	0
6	89	99
384	531	4
0	0	0
9	77	76
0	0	0
1	5	0
0	0	0
0	8	0
0	0	0
0	1	0
0	84	8
10873	9588	387
5307	13506	1420
5666	25252	5232
7166	25676	3020
1007	3362	174
3763	6447	1418
33798	37209	11912
586	422	6
16	2073	0
3	3959	281
6	10	0
2	142	35
774	6405	233
20	126	406
14	340	74
6	17	0
0	3	0
0	6	0
29139	13644	982
3294	9193	182
113	386	2
790	688	40
771	1723	149
0	0	0
757	2449	1054
87	387	14
1338	475	27
4725	4328	241
0	2	0
3	16	0
7	17	0
1	0	0
3553	3975	485
4	0	0
4	4	0
0	1	0
0	0	0
2	49	6
0	23	0
78	150	7
12034	9855	1249
14768	83444	7636
4	27	8
2	3713	40
151	1474	60
872	3212	204
1402	15936	1096
707	1682	816
2	1383	11
71	425	12
607	1325	36
302	1121	36
0	0	0
72	146	14
4	47	44
14	241	190
0	442	8
3	1903	0
0	0	0
21484	11079	353
732	9351	1164
0	0	0
2	4	0
18957	11425	1081
2885	2184	587
948	477	137
3672	10432	546
1	8	0
0	0	0
12188	9379	1976
31	2	0
405	204	72
0	0	0
74	3851	44
0	0	0
1608	4004	245
133	459	14
9783	19058	2795
2033	2145	250
0	215	20
5216	12762	1522
728	11181	56
896	10185	91
17	4	21
19	14	49
38	11	35
973	4982	113
900	3203	78
951	4713	121
44922	97429	4540
866	1788	91
15073	35016	5273
2814	4810	422
850	5227	135
5436	1485	1041
45	82	13
142	51	26
0	0	0
34	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
2785	6003	496
3170	3829	434
7047	6813	1029
21094	5674	80
840	627	85
83	56	7
0	0	0
1318	1622	648
0	0	0
37	112	0
0	0	0
2169	668	377
62791	98652	4344
1412	9298	5172
0	2	0
0	117	8
311	401	14
0	1	0
13066	35428	1897
1435	3566	1251
4	2	4
368	530	26
14503	14095	1256
6390	13285	772
79	1938	0
646	976	122
2	191	0
1	1	0
0	0	0
216	187	164
26	2598	22
0	3	0
0	1	0
0	1370	3
3	10	3
2	117	0
241	25331	4
1	1564	2
0	8	0
0	0	0
0	0	0
0	12	4
0	0	0
0	62	4
0	0	0
0	20	38
0	68	16
0	4	4
0	0	0
0	15	0
0	1	0
0	0	0
0	4	0
0	0	0
0	2	0
0	28	0
0	0	0
0	0	0
12	6	0
0	0	0
78	427	164
4	0	0
2657	2171	235
0	0	0
502	124	860
14602	30654	1668
0	0	0
10082	3220	1160
32461	7675	841
16522	6811	424
0	0	0
6	20	2
6233	9826	1422
3	711	1
0	0	0
2	4	0
10520	6835	994
0	0	0
2	10	16
111	121	101
0	0	0
0	0	0
0	8	0
0	2	0
12	232	0
526	312	508
4698	3882	540
919	1570	64
2	32	2
0	0	0
0	0	0
372	469	264
635	2307	104
0	1	0
0	499	2
11990	6015	230
1	0	0
2245	3194	1583
3739	912	350
5361	12501	1210
0	0	0
4	20	16
0	0	0
0	9	0
0	0	0
0	0	0
22	981	2
0	0	0
0	0	0
0	2	0
33	27	2
382	1000	77
154	4	0
115	31	0
5238885	71223	6377
598	520	0
0	0	0
0	0	0
0	0	0
121	1531	16
0	488	0
31	10729	2
48	13	14
0	0	0
0	0	0
0	0	0
0	0	0
210	982	88
0	1	1
14108	21637	1636
1468	396	511
2	66	9
0	0	80
0	0	0
0	0	7
0	0	12
0	2625	156
0	21	1
2	0	0
62	786	22
0	0	0
56	143	4
24494	43877	3702
100	94	6
3520	3865	494
0	0	0
198	2305	108
0	0	0
10187	15520	2684
8239	66927	5150
14	164	2
6	38	4
2	10	8
4543	9946	1005
0	39	0
876	1067	158
1691	845	507
2482	9502	1626
0	0	0
0	1	0
8264	16860	549
1	115	0
3	2	0
45	543	52
697	2331	360
0	0	0
0	0	0
0	2	0
0	0	0
14	14	0
0	0	0
0	0	8
0	2	0
0	0	0
0	0	0
0	6	0
1806	616	56
809	1588	529
16	12	26
0	0	0
5874	3390	280
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
29689	14902	1859
0	0	0
0	2	427
2	6	0
290	976	47
1506	486	97
0	0	0
576	2362	93
26	67	0
6	76	1
0	66	1
14	173	0
36	78	5
0	6	0
2524	2027	157
1299	6861	1767
6637	14199	595
0	0	0
0	0	0
0	0	0
2	0	0
2	0	0
46	47	11
0	0	0
0	18	1
4	71	1
0	0	0
2	7	0
4	8	20
0	0	0
0	2	0
0	0	0
0	0	0
2	25	0
440	845	28
6	743	6
1748	5875	804
0	0	0
0	4	0
122	234	24
491	1245	42
1968	3809	501
11	44	74
0	0	0
11180	14557	2487
0	0	0
0	18	0
0	3	0
3864	6903	12
0	0	0
0	0	0
0	0	0
0	0	0
8400	27727	530
6	310	2
17	939	0
0	0	0
3	328	0
12	43	0
0	0	0
0	0	0
0	0	0
47	90	14
6138	5452	292
5878	7281	1590
764	876	197
0	0	0
0	0	0
0	0	0
4	48	0
0	0	0
9	293	0
31	6	0
2	2	0
2	4	0
8707	17134	1613
0	166	1398
0	0	0
3069	3667	811
0	0	0
0	2	0
74	40	2
0	0	0
0	0	0
40	123	10
0	0	0
0	0	0
6	0	0
209	402	45
7570	25141	3729
25998	222810	5456
30110	24777	1489
0	0	0
0	6	10
0	0	0
63511	10707	1432
11	607	2
3208	1709	0
0	0	0
0	2	0
6630	13402	1172
544	308	16
195	430	4
12	16	595
0	0	0
34	18	3
0	0	0
12	166	4
235	245	18
0	0	0
348	212	12
478	140	59
186	2551	287
2	93	0
0	0	0
0	2	0
601	642	24
0	4	0
2	72	0
0	0	0
2	56	0
2	26	0
5	398	10
0	0	0
2	0	0
14790	20371	1582
0	0	0
120	251	8
0	0	0
0	0	0
0	0	0
123	372	13
2	2	0
2	0	0
22	132	0
9	44	1
0	0	0
0	0	0
0	6	2
0	0	0
0	0	0
2	0	0
3621	9144	1171
220	451	138
9568	4787	84
22	13	38
1615	4355	140
0	0	0
2452	16855	1288
19	3854	2
0	0	0
9	34	2
9	17	3
1714	6530	234
3656	6108	484
34	32	1
3294	22466	840
1947	7338	174
78	38	509
0	2	0
0	0	0
1	36	2
4	1606	220
0	0	0
0	0	0
0	12	10
0	0	0
0	0	0
0	2	0
0	0	0
390	1103	71757
0	0	1
0	0	3
0	0	0
17	13	3474
0	0	0
8	23	43817
0	0	1
0	0	2
1	9	17378
18	21	6
