IDENTIFIER	log2FoldChange
loc_os01g19750.1|pacid:24120847	2.54606361294772
loc_os01g20110.1|pacid:24117839	1.79960819253887
loc_os01g20880.1|pacid:24113880	-1.64603749711335
loc_os01g20890.1|pacid:24115219	-1.32968680268156
loc_os01g22090.1|pacid:24119779	-4.82149899171119
loc_os01g22220.1|pacid:24120065	-4.16776511770636
loc_os01g22480.2|pacid:24114394	-1.96530463800143
loc_os01g22540.1|pacid:24120459	3.75558434591443
loc_os01g23070.1|pacid:24114151	-7.90800846888837
loc_os01g23530.1|pacid:24120557	-4.81250774881842
loc_os01g23910.1|pacid:24121077	-5.30014332096729
loc_os01g24430.1|pacid:24118386	-2.18772593140729
loc_os01g24710.2|pacid:24115963	2.50866567119577
loc_os01g25010.1|pacid:24116508	-2.9196520685771
loc_os01g25189.1|pacid:24119227	1.2908692782166
loc_os01g25240.1|pacid:24118073	-2.3140003106339
loc_os01g25280.1|pacid:24114285	2.7458047361592
loc_os01g25360.1|pacid:24119843	4.32745654449041
loc_os01g25800.1|pacid:24120890	-4.55742637291388
loc_os01g26210.1|pacid:24115694	-4.725126066365
loc_os01g27050.1|pacid:24119724	-4.05374930218053
loc_os01g27260.1|pacid:24115434	-3.49745934162148
loc_os01g27340.1|pacid:24118503	6.20642920205185
loc_os01g28290.1|pacid:24116178	6.33198586316013
loc_os01g28500.1|pacid:24117619	3.43916732359068
loc_os01g28580.1|pacid:24115477	3.49709854180032
loc_os01g29640.1|pacid:24116767	3.85292069507173
loc_os01g29690.1|pacid:24117272	-6.53103785163473
loc_os01g31560.1|pacid:24119168	-4.41025902729182
loc_os01g32160.1|pacid:24120712	3.5518349235463
loc_os01g32259.1|pacid:24115334	1.65242301556532
loc_os01g33070.1|pacid:24117978	-3.23636585271444
loc_os01g33160.1|pacid:24117882	1.10733540254224
loc_os01g33530.1|pacid:24117342	-4.24466693274362
loc_os01g33710.1|pacid:24121545	4.76461954137434
loc_os01g33840.1|pacid:24115302	-4.0569349589362
loc_os01g34010.1|pacid:24120231	3.05912171914861
loc_os01g34100.1|pacid:24114033	7.9022491562332
loc_os01g34610.1|pacid:24116728	-3.37166515673201
loc_os01g34660.1|pacid:24118659	2.47853023040712
loc_os01g35160.2|pacid:24119139	-3.66180628594032
loc_os01g35320.1|pacid:24114624	-4.05930359757758
loc_os01g35580.3|pacid:24118262	-12.0356850238811
loc_os01g35830.1|pacid:24120029	-12.2496817478602
loc_os01g35850.1|pacid:24120907	-4.17927517237621
loc_os01g35910.1|pacid:24116836	-5.64391825827563
loc_os01g36060.1|pacid:24120685	-4.25892606013491
loc_os01g36229.1|pacid:24120653	-2.76264203857216
loc_os01g36790.1|pacid:24116887	1.43958038078521
loc_os01g37210.2|pacid:24121108	8.91518720328204
loc_os01g37220.1|pacid:24113743	4.21746870288287
loc_os01g37260.2|pacid:24118757	11.0052771760487
loc_os01g37280.1|pacid:24114781	3.4292502399081
loc_os01g37320.1|pacid:24115309	-3.87933304468562
loc_os01g38100.1|pacid:24117345	-1.11658774633789
loc_os01g38560.1|pacid:24119607	-4.14809830258124
loc_os01g39060.1|pacid:24119865	-6.34226147555596
loc_os01g39080.1|pacid:24116544	3.89071334543967
loc_os01g39490.1|pacid:24115511	2.20045845351096
loc_os01g39870.1|pacid:24119511	4.01609971552053
loc_os01g40660.1|pacid:24115769	-1.76450941858226
loc_os01g41250.1|pacid:24120842	2.60477913773946
loc_os01g41530.1|pacid:24114709	1.48455029706609
loc_os01g41565.1|pacid:24117441	10.1194198038397
loc_os01g41790.1|pacid:24121385	5.14361591310474
loc_os01g42000.1|pacid:24116432	-4.41209082985783
loc_os01g43290.1|pacid:24114305	-2.30545981481435
loc_os01g43400.1|pacid:24114591	4.54796041666609
loc_os01g43450.1|pacid:24118299	-4.11002368461795
loc_os01g43860.1|pacid:24116003	4.07336593382944
loc_os01g43950.1|pacid:24121246	3.02910506679186
loc_os01g44950.1|pacid:24116214	-4.16215720019049
loc_os01g44980.1|pacid:24116673	-6.77599358363796
loc_os01g45060.1|pacid:24117125	-4.77226334088793
loc_os01g45120.1|pacid:24117397	-3.86745746177138
loc_os01g45670.1|pacid:24120084	7.49441735347983
loc_os01g45850.1|pacid:24120644	-4.64661846492183
loc_os01g46140.1|pacid:24120132	2.82864517557171
loc_os01g46169.1|pacid:24114761	2.83319564887574
loc_os01g46800.1|pacid:24118091	-2.26433248788196
loc_os01g47040.1|pacid:24114797	1.41806501025239
loc_os01g47750.1|pacid:24117065	-1.00055497604031
loc_os01g49219.1|pacid:24116002	-1.79365647127237
loc_os01g49260.1|pacid:24116780	-4.98080491567745
loc_os01g49580.1|pacid:24115306	2.911991972914
loc_os01g49920.1|pacid:24114921	2.4526174558874
loc_os01g50020.1|pacid:24119426	3.66386635374801
loc_os01g50970.1|pacid:24121584	3.5699525178428
loc_os01g50980.1|pacid:24116139	2.53070931270529
loc_os01g50990.1|pacid:24117722	6.75217038602009
loc_os01g51020.1|pacid:24116344	3.34126930478169
loc_os01g51330.1|pacid:24121561	-2.34549182992129
loc_os01g51370.1|pacid:24117901	10.8227463936131
loc_os01g51470.1|pacid:24117885	3.92858777232482
loc_os01g51490.1|pacid:24120919	-3.02938247005725
loc_os01g51520.1|pacid:24120631	4.65396927846028
loc_os01g51634.1|pacid:24115523	1.27672937829681
loc_os01g51670.1|pacid:24119042	8.72727196081084
loc_os01g52060.1|pacid:24119817	3.07030647382731
loc_os01g52270.1|pacid:24121357	-1.82461462843773
loc_os01g52370.1|pacid:24116174	5.59527363016773
loc_os01g53010.1|pacid:24119390	4.15284053177207
loc_os01g54000.1|pacid:24113703	5.07522171645646
loc_os01g54040.2|pacid:24117681	-2.07494957351935
loc_os01g54980.2|pacid:24121235	-1.50605337570205
loc_os01g55870.1|pacid:24116940	-1.12630854368266
loc_os01g56210.1|pacid:24121111	2.83796112919557
loc_os01g57040.1|pacid:24118398	2.87003618755387
loc_os01g57250.1|pacid:24116036	3.30111576450252
loc_os01g57280.1|pacid:24121272	4.18002571955362
loc_os01g58160.1|pacid:24120410	2.94987031023217
loc_os01g58330.1|pacid:24119463	-6.94079166151491
loc_os01g58440.1|pacid:24121524	-1.39445123888679
loc_os01g59940.1|pacid:24116451	-4.00574062994446
loc_os01g60360.1|pacid:24120545	9.16732307137865
loc_os01g60870.1|pacid:24119059	5.01036567677789
loc_os01g60920.1|pacid:24116794	-4.89304036368539
loc_os01g61230.1|pacid:24118845	1.76877433607953
loc_os01g61870.1|pacid:24115507	5.9126816328228
loc_os01g62584.1|pacid:24113838	-1.10104936412596
loc_os01g62740.1|pacid:24116372	-6.80625319899762
loc_os01g62870.1|pacid:24114631	1.97680508281891
loc_os01g63210.1|pacid:24121284	2.17047816543957
loc_os01g63830.1|pacid:24115087	2.06031143473114
loc_os01g63870.1|pacid:24114045	2.0212817616115
loc_os01g63890.1|pacid:24120378	-7.14066737591705
loc_os01g64350.1|pacid:24114355	-3.04894501666688
loc_os01g64949.1|pacid:24114967	3.51307935231373
loc_os01g65640.1|pacid:24117147	-1.36794731820172
loc_os01g65692.1|pacid:24115862	4.96388212803215
loc_os01g65710.1|pacid:24119962	-2.07266855503521
loc_os01g65810.1|pacid:24117636	3.45511557872293
loc_os01g65904.1|pacid:24119028	2.36733630976753
loc_os01g65970.1|pacid:24120214	-5.98577871693321
loc_os01g66440.1|pacid:24121659	-2.58949454616802
loc_os01g66480.1|pacid:24113695	4.49478614771461
loc_os01g66810.1|pacid:24114827	-3.13382712598721
loc_os01g66850.1|pacid:24121647	7.39582271875666
loc_os01g67070.1|pacid:24118382	3.25127110441754
loc_os01g67314.1|pacid:24121507	6.54322105328323
loc_os01g67550.1|pacid:24118643	1.63699783049458
loc_os01g68300.1|pacid:24119744	-2.65599086337885
loc_os01g68510.1|pacid:24115222	4.77624479406926
loc_os01g69200.1|pacid:24115265	1.52822334376717
loc_os01g69904.1|pacid:24114514	4.51171791621263
loc_os01g71380.1|pacid:24120253	6.13425342696708
loc_os01g71860.1|pacid:24114616	3.93322915446274
loc_os01g71950.1|pacid:24121567	-3.48663126851587
loc_os01g72270.1|pacid:24120988	3.30133754079425
loc_os01g72280.1|pacid:24116310	-3.63633089368258
loc_os01g72630.1|pacid:24121421	-11.1881486995869
loc_os01g72650.1|pacid:24121163	-7.94193042949906
loc_os01g72680.1|pacid:24115610	3.99511010232796
loc_os01g73200.1|pacid:24118744	3.50893266171787
loc_os01g73220.1|pacid:24117266	2.03760735507588
loc_os01g73604.1|pacid:24115502	3.11001471729588
loc_os01g73644.1|pacid:24116819	-9.8708254775124
loc_os01g73650.1|pacid:24118474	-3.43498970128058
loc_os01g73656.1|pacid:24113886	-10.0958676353683
loc_os01g73800.1|pacid:24121538	-11.5601138534761
loc_os01g73830.1|pacid:24113706	-6.44471973536315
loc_os01g73840.2|pacid:24120239	-4.91716671723356
loc_os01g74490.1|pacid:24117841	1.54327204832205
loc_os01g74500.1|pacid:24114466	2.82320306542508
loc_os02g01520.1|pacid:24128745	2.49690028937843
loc_os02g01550.1|pacid:24132052	-2.66765207854931
loc_os02g02130.1|pacid:24129356	-1.55576150752641
loc_os02g02524.1|pacid:24132712	-1.19028127859921
loc_os02g02630.1|pacid:24132983	2.61405072829031
loc_os02g02650.1|pacid:24134014	-3.94863645286704
loc_os02g02670.1|pacid:24135280	-4.15039212784929
loc_os02g03310.1|pacid:24130040	3.16421971966192
loc_os02g03680.1|pacid:24134707	-5.39653605181314
loc_os02g04620.1|pacid:24130943	-4.04076578399844
loc_os02g04780.1|pacid:24133160	3.78657667330251
loc_os02g05000.1|pacid:24131682	3.78667175504956
loc_os02g05190.1|pacid:24134600	-3.01424419549414
loc_os02g05244.1|pacid:24132751	-2.338405159746
loc_os02g05350.1|pacid:24133731	7.77188706455996
loc_os02g05360.1|pacid:24131394	-3.1125171231456
loc_os02g05410.1|pacid:24133314	2.69353618778325
loc_os02g05430.1|pacid:24133275	-4.21043284731813
loc_os02g05810.2|pacid:24132299	1.75028452086717
loc_os02g05930.1|pacid:24134391	1.07055443167365
loc_os02g06010.1|pacid:24133660	2.14631708224238
loc_os02g06120.1|pacid:24133290	-5.43325211501786
loc_os02g06170.2|pacid:24135126	4.62623260910555
loc_os02g06190.1|pacid:24134980	-1.62866909932064
loc_os02g06460.1|pacid:24133622	-1.2611436709439
loc_os02g06605.1|pacid:24134209	-4.10109305888637
loc_os02g06940.1|pacid:24133458	-4.91874466043791
loc_os02g06980.1|pacid:24134458	-3.31929517556841
loc_os02g08040.1|pacid:24132940	3.96040629196784
loc_os02g08270.1|pacid:24131140	-3.25213296884573
loc_os02g08470.1|pacid:24130563	2.53732816224804
loc_os02g09210.1|pacid:24131253	-3.90588213932249
loc_os02g09640.1|pacid:24129667	2.36935464738454
loc_os02g09760.1|pacid:24129613	4.21099738442765
loc_os02g10170.1|pacid:24131492	5.08556603391921
loc_os02g11940.1|pacid:24130689	-1.79028683960282
loc_os02g12000.1|pacid:24129454	5.39394216730694
loc_os02g12210.1|pacid:24134092	-1.70570279678411
loc_os02g12450.1|pacid:24134315	4.63949687553239
loc_os02g13260.1|pacid:24132491	-2.88583412084132
loc_os02g14670.1|pacid:24131536	4.37210004802027
loc_os02g15440.1|pacid:24134960	-5.07072810456136
loc_os02g15460.1|pacid:24130117	-4.83582162633107
loc_os02g15500.1|pacid:24129642	-4.33783413820157
loc_os02g15530.1|pacid:24134979	-2.62744433551044
loc_os02g15680.1|pacid:24130545	4.29191217813045
loc_os02g16060.1|pacid:24129819	4.1399141266267
loc_os02g16480.1|pacid:24135230	-5.02108467546137
loc_os02g17360.1|pacid:24133003	1.098685426399
loc_os02g17940.1|pacid:24134867	3.15188190526434
loc_os02g18070.1|pacid:24129576	5.78902330240838
loc_os02g18140.1|pacid:24130801	5.92355385935036
loc_os02g18150.3|pacid:24132201	2.270017188026
loc_os02g18170.1|pacid:24130217	-4.70327433298697
loc_os02g18460.1|pacid:24129446	2.70336594615
loc_os02g18630.1|pacid:24132337	2.72896772383302
loc_os02g18700.1|pacid:24131493	4.31961916441745
loc_os02g19360.1|pacid:24133261	-3.18978719638353
loc_os02g19410.1|pacid:24133475	-7.40200787656711
loc_os02g19470.1|pacid:24134124	4.23657991234157
loc_os02g19700.1|pacid:24132309	8.07632811629646
loc_os02g19970.1|pacid:24133491	-3.12252926103107
loc_os02g20280.1|pacid:24132878	-1.91686152836175
loc_os02g20310.1|pacid:24132259	-1.84624353541078
loc_os02g20330.1|pacid:24133149	1.61863105741055
loc_os02g21320.1|pacid:24131015	5.26706786460095
loc_os02g21500.1|pacid:24132202	-3.65118032183071
loc_os02g21570.1|pacid:24130899	2.79678327364763
loc_os02g21820.1|pacid:24129051	6.03373248037612
loc_os02g21830.1|pacid:24131489	4.86481295532142
loc_os02g21890.1|pacid:24131814	1.22334254078413
loc_os02g22000.1|pacid:24131957	4.30913523496212
loc_os02g22020.1|pacid:24134220	-1.22965923008771
loc_os02g22580.1|pacid:24133884	-1.34824860669786
loc_os02g23826.1|pacid:24129145	5.63326727147929
loc_os02g24290.1|pacid:24134843	-2.74328529411267
loc_os02g25624.1|pacid:24130401	-3.93665843727756
loc_os02g25650.1|pacid:24135051	3.46349075643479
loc_os02g25700.1|pacid:24129703	2.47470462335884
loc_os02g26120.1|pacid:24135128	-6.66246950627034
loc_os02g26550.1|pacid:24128933	-1.43527462936298
loc_os02g26730.1|pacid:24134781	3.13966833522825
loc_os02g27170.1|pacid:24134165	-3.56264585047334
loc_os02g27250.1|pacid:24131537	-6.08675074497742
loc_os02g27674.1|pacid:24131028	-2.06379062202193
loc_os02g28030.1|pacid:24130435	-3.5620821673626
loc_os02g28140.1|pacid:24134436	-6.53968991064872
loc_os02g28470.1|pacid:24132457	5.56226633498706
loc_os02g29150.1|pacid:24129076	3.27817573731158
loc_os02g29170.1|pacid:24134179	-1.77668642088815
loc_os02g29290.1|pacid:24133152	3.66843329823982
loc_os02g29960.1|pacid:24129380	2.02825332343858
loc_os02g30114.1|pacid:24128988	2.90809163522396
loc_os02g31040.1|pacid:24134213	4.57052612967298
loc_os02g32480.1|pacid:24130535	-3.90096942480886
loc_os02g32615.1|pacid:24129392	-2.12761819978853
loc_os02g32814.1|pacid:24129471	2.10116228245115
loc_os02g33060.1|pacid:24128916	-1.319620585152
loc_os02g33310.1|pacid:24130363	1.86629529878613
loc_os02g33400.1|pacid:24130766	-2.44484070885235
loc_os02g33540.1|pacid:24130173	-5.78024463966417
loc_os02g33640.1|pacid:24134087	2.53994537054583
loc_os02g35790.1|pacid:24131436	-4.27819995961387
loc_os02g37200.1|pacid:24128969	4.16528897620113
loc_os02g37280.1|pacid:24134928	5.90672486603636
loc_os02g37360.1|pacid:24129511	3.21277329633396
loc_os02g37540.1|pacid:24134691	4.7237544639192
loc_os02g37750.1|pacid:24130698	4.14337965872826
loc_os02g38386.1|pacid:24135309	2.65896110169584
loc_os02g38392.1|pacid:24133805	4.29712863656448
loc_os02g38680.1|pacid:24132748	-1.28960045823644
loc_os02g38750.1|pacid:24133927	7.98642798950106
loc_os02g38780.1|pacid:24133399	-4.48087444614766
loc_os02g38790.1|pacid:24134794	-7.44791245413597
loc_os02g38804.1|pacid:24134075	-2.22956580917788
loc_os02g39884.1|pacid:24134001	-3.96000510468366
loc_os02g40120.1|pacid:24134310	-3.07487155211823
loc_os02g40180.1|pacid:24130331	4.35602938614311
loc_os02g40200.1|pacid:24129289	4.27698069356681
loc_os02g40240.1|pacid:24134048	5.45171136369606
loc_os02g40940.1|pacid:24130348	3.51403589556684
loc_os02g42190.1|pacid:24128871	2.52905657538466
loc_os02g43100.1|pacid:24133644	4.05758282885869
loc_os02g43194.1|pacid:24133504	3.13423858789308
loc_os02g43820.1|pacid:24134833	2.69592190940197
loc_os02g43950.1|pacid:24131698	-3.99149797118899
loc_os02g44090.1|pacid:24131087	2.98488183486404
loc_os02g44108.1|pacid:24133640	3.43989778086498
loc_os02g44700.1|pacid:24129035	2.72257579541641
loc_os02g44704.2|pacid:24132849	-1.58120328465349
loc_os02g45830.1|pacid:24131555	-6.8687011908283
loc_os02g46260.1|pacid:24134890	-3.880958514263
loc_os02g46400.1|pacid:24133507	-6.85175916024626
loc_os02g46560.1|pacid:24134251	2.70503171587959
loc_os02g48550.1|pacid:24130202	-5.53005557694749
loc_os02g49210.1|pacid:24134401	-3.98373292515088
loc_os02g49570.1|pacid:24129323	1.0355479009097
loc_os02g49640.1|pacid:24131996	-7.02113337059368
loc_os02g49730.1|pacid:24134786	6.01164994132246
loc_os02g50220.1|pacid:24133246	-4.30093855823526
loc_os02g51164.1|pacid:24131695	-1.3598933272287
loc_os02g51820.1|pacid:24129403	1.14316692836712
loc_os02g52150.1|pacid:24134097	-2.42061306838588
loc_os02g52620.1|pacid:24134863	-3.57074173921447
loc_os02g53384.1|pacid:24132098	7.39062520354213
loc_os02g54100.1|pacid:24133898	-3.60536441487288
loc_os02g54730.1|pacid:24134744	1.55137652723515
loc_os02g54770.2|pacid:24133997	1.05077569274613
loc_os02g54940.1|pacid:24130328	7.97564154285433
loc_os02g55689.1|pacid:24132346	-2.42425533904015
loc_os02g55930.1|pacid:24133657	-3.16949289057055
loc_os02g56360.1|pacid:24131657	-1.19682480966232
loc_os02g56370.1|pacid:24135263	3.52450605311636
loc_os02g56400.1|pacid:24133203	-3.56544148051714
loc_os02g56630.1|pacid:24132600	-2.98285673192523
loc_os02g56970.1|pacid:24131986	1.55779971345469
loc_os02g57330.1|pacid:24132227	1.48947867973406
loc_os02g57860.1|pacid:24135283	-7.25188307719934
loc_os02g57870.1|pacid:24131504	1.12392806022155
loc_os02g57910.1|pacid:24129075	-6.1159176331505
loc_os02g58600.1|pacid:24134389	4.54878524085656
loc_os03g01350.1|pacid:24125122	-9.19716804016417
loc_os03g01360.3|pacid:24126250	-7.11076886289511
loc_os03g01365.1|pacid:24126742	-5.97689290016824
loc_os03g01410.1|pacid:24127191	-4.78750541916813
loc_os03g01420.1|pacid:24122468	-11.6645330807284
loc_os03g01442.1|pacid:24128101	4.94131898635424
loc_os03g01490.1|pacid:24121922	-10.9494377348274
loc_os03g01915.1|pacid:24122134	3.69744968386934
loc_os03g03190.1|pacid:24126448	-4.4795326250066
loc_os03g03490.1|pacid:24123706	2.89826048115432
loc_os03g03840.1|pacid:24126547	3.16647926592372
loc_os03g04370.1|pacid:24127172	-1.07753055689092
loc_os03g05130.1|pacid:24125347	4.19434866382568
loc_os03g05220.2|pacid:24127883	-8.13123358304985
loc_os03g06835.1|pacid:24123265	-5.11783284442532
loc_os03g06840.1|pacid:24128174	-5.10459520947855
loc_os03g06850.1|pacid:24128332	-8.89799197937684
loc_os03g07270.1|pacid:24122986	4.87010546355472
loc_os03g07730.1|pacid:24124087	-5.24088442067703
loc_os03g07950.1|pacid:24124832	4.29538521949626
loc_os03g07994.1|pacid:24128291	-2.19224169604102
loc_os03g08290.1|pacid:24123990	1.40441924952527
loc_os03g08690.1|pacid:24128381	-4.26848262179852
loc_os03g08754.1|pacid:24125983	-1.20500608060963
loc_os03g09170.1|pacid:24123096	1.80025228234534
loc_os03g09290.1|pacid:24122626	-1.08196393508611
loc_os03g09970.4|pacid:24122317	1.63058709366903
loc_os03g10110.1|pacid:24126444	-3.6463458397893
loc_os03g10250.1|pacid:24121924	-1.77787567641341
loc_os03g10300.1|pacid:24125788	1.95037565307434
loc_os03g10540.1|pacid:24127220	-10.4301560866738
loc_os03g10570.1|pacid:24122356	-2.67780553285543
loc_os03g11190.1|pacid:24122443	-2.55451767486835
loc_os03g11660.1|pacid:24125893	-1.00644514628115
loc_os03g11790.1|pacid:24125092	-1.2172936739983
loc_os03g11840.1|pacid:24127996	9.90411466940035
loc_os03g12210.1|pacid:24125253	1.46246827891036
loc_os03g13060.1|pacid:24124810	-3.30716033579257
loc_os03g13579.1|pacid:24125353	2.49046705596796
loc_os03g13984.1|pacid:24125430	3.53162633022338
loc_os03g14150.1|pacid:24128241	3.89920967295776
loc_os03g14205.1|pacid:24124002	-4.09804391712997
loc_os03g14258.1|pacid:24125649	-3.22581152154227
loc_os03g14310.1|pacid:24127150	-5.04205841391415
loc_os03g14334.1|pacid:24126530	1.82114030241527
loc_os03g14730.1|pacid:24126433	1.42934239834309
loc_os03g14990.1|pacid:24128175	-1.12909214491725
loc_os03g15330.1|pacid:24122888	-6.05365784490874
loc_os03g16230.1|pacid:24127568	6.47158366462914
loc_os03g16880.1|pacid:24124270	2.98101891194618
loc_os03g17634.1|pacid:24127074	1.24662779882691
loc_os03g17670.1|pacid:24124636	-1.41119060383669
loc_os03g18190.1|pacid:24128624	-2.53780945535467
loc_os03g18230.1|pacid:24126188	4.49335125459584
loc_os03g19700.1|pacid:24127188	-1.30571363135764
loc_os03g19830.1|pacid:24128683	3.60722642409967
loc_os03g20580.1|pacid:24123206	1.7242999380826
loc_os03g21030.1|pacid:24127730	1.14327263166634
loc_os03g21300.1|pacid:24121789	2.75767409036401
loc_os03g21310.1|pacid:24121995	5.51381865098109
loc_os03g21580.1|pacid:24123547	4.71216446267394
loc_os03g22190.1|pacid:24122648	1.73941265592198
loc_os03g22620.1|pacid:24123730	3.86115506618013
loc_os03g22810.1|pacid:24124642	-1.07844027809206
loc_os03g24540.1|pacid:24126522	3.86630290148866
loc_os03g24710.1|pacid:24126303	5.5550313693549
loc_os03g24760.1|pacid:24122273	5.87564159406154
loc_os03g24810.1|pacid:24128136	3.26295426548636
loc_os03g25120.1|pacid:24124510	4.07498247439079
loc_os03g25320.1|pacid:24122659	4.03750735306737
loc_os03g25360.1|pacid:24127632	4.01975217779997
loc_os03g25470.1|pacid:24127105	1.69052216388987
loc_os03g25490.1|pacid:24127169	3.39541039278402
loc_os03g26590.1|pacid:24125976	-3.66635870022693
loc_os03g26840.1|pacid:24127494	-8.53661781929681
loc_os03g27480.1|pacid:24128016	2.79783184053729
loc_os03g27920.1|pacid:24125201	-3.13095951588082
loc_os03g28250.1|pacid:24128416	3.60634251745776
loc_os03g29584.1|pacid:24121978	-6.96797402202924
loc_os03g30120.1|pacid:24127066	2.97699372660847
loc_os03g30150.1|pacid:24128325	2.75407014189628
loc_os03g30300.1|pacid:24128328	2.05526004667648
loc_os03g30580.1|pacid:24128316	3.65101639333353
loc_os03g31000.1|pacid:24125078	4.24917453446788
loc_os03g31634.1|pacid:24122939	-3.15617929571163
loc_os03g32302.1|pacid:24126222	5.56321895379762
loc_os03g33570.1|pacid:24125632	8.58390993539298
loc_os03g35370.1|pacid:24125398	-4.39819391593919
loc_os03g35886.1|pacid:24126800	-1.28020502421877
loc_os03g36560.1|pacid:24123644	3.00037361143408
loc_os03g37580.1|pacid:24125926	2.02891873605321
loc_os03g37730.1|pacid:24122124	-4.25874101563605
loc_os03g37810.1|pacid:24128562	3.3154796712405
loc_os03g37864.1|pacid:24125236	-6.00435773090716
loc_os03g38720.1|pacid:24125098	6.84346863812369
loc_os03g39910.1|pacid:24125344	-3.31859527484518
loc_os03g40080.1|pacid:24122754	3.86259407328211
loc_os03g40550.1|pacid:24126737	1.03040317907076
loc_os03g41120.1|pacid:24122517	-2.84007090198635
