/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174772.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174773.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174777.sra.uniq.bam
0	0	0
384	14	0
22	48	2
44	75	2
37327	27450	336
4261	4127	70
2154	631	24
40386	39923	310
366	376	0
0	22	0
6055	4225	58
23949	16698	205
35419	24092	185
19416	62321	1285
36428	43710	351
59655	21664	258
8227	10170	124
1	169	6
112	563	46
15935	13012	89
2485	5087	40
165	874	36
7452	8767	78
126	416	2
1	0	0
7435	5066	94
1501	1031	102
1968	1296	22
0	0	0
0	4	0
13747	8631	116
7373	15100	164
4241	5243	70
3630	6159	81
6746	16683	92
8545	14474	165
53337	24949	194
3159	1888	133
0	0	0
0	0	0
2248	2538	22
26576	61618	562
0	0	0
2151	2219	8
1591	780	5
236	452	12
1	16	0
1100	1485	56
110	603	0
0	0	0
409	450	0
4942	3377	116
921	371	0
7	0	0
368	1523	196
2	4444	443
0	170	0
26	1992	36
26	488	0
2	2	0
205	208	0
410	246	12
30	2	0
48	93	3
1327	656	18
9136	11533	425
32	546	152
4999	6919	110
0	0	0
23313	10888	91
11797	8248	128
11790	4908	83
321	1394	60
0	0	0
0	6	12
146	16	4
0	0	0
12258	1977	52
64	1132	98
9	32	0
272	308	29
13106	11290	102
1162	2009	154
0	4	0
230	2150	8
0	0	0
67164	16391	365
2	7	0
45899	1501	42
20936	720	22
7	534	0
0	0	2
0	4	0
0	3277	0
5	1574	3
5	6880	28
27900	55280	667
1	1	0
0	5	3
7436	20701	208
17	9	2
9	5	0
2131	1202	53
169	237	2
54	20	0
165	428	0
33	23	0
753	908	16
2	5	8
8385	7462	12
0	0	0
21527	30500	332
48352	13067	253
7	214	0
851	740	85
8717	2338	52
8	56	218
2773	2649	82
26864	36124	786
100	829	30
782	2727	7
14	1496	2
3761	4322	56
19831	16860	145
4838	3355	49
105358	128958	1227
372	58	12
18595	17442	136
9155	2469	25
463	298	5
0	12	76
76	398	8
8029	7140	54
5596	5365	76
1387	2141	38
8655	9712	110
266	18	14
0	2	0
133	110	9
2	0	2
1587	260	1
0	0	0
0	1	8
0	0	0
0	2	2
1268	603	10
1451	1364	19
3029	5836	21
0	0	0
430	1129	7
10124	6713	38
0	0	0
2	0	0
0	0	1607
0	22	2
0	2	1
1	0	0
27804	29974	582
16980	23949	398
0	1	0
0	9	0
4114	6388	60
4	6302	2
0	191	21
0	0	14
0	0	1625
0	2	46
0	0	0
0	0	2
1074	1867	135
50	11389	28
6641	2328	32
8866	6677	82
3629	665	0
2454	3294	0
0	0	0
4708	3	29
1	766	20
0	848	2
37	50	0
0	2781	1
0	197	0
627	14108	0
0	0	0
0	0	0
20591	25861	177
4	12	12
4	66	10
344	1436	16
51351	109229	1410
7727	20699	216
20708	15331	251
5085	4337	59
3119	3035	36
25200	39320	709
6811	8044	54
1279	32494	104
436	47415	140
7	20	0
25	137	0
38500	10419	222
1707	1747	50
11	180	46
86828	109780	15434
6992	9558	127
5174	5781	102
8	2	0
6953	599	8
50	473	17
3560	5976	121
18582	12167	144
4954	1780	24
8950	2904	24
15482	25045	252
5277	7956	214
310284	144921	900
3986	5436	136
407	86	18
9188	14005	125
4629	5374	72
0	28	0
6	19357	116
10110	9001	168
0	0	0
236	349	11
0	3	2
2174	6543	131
10260	16055	216
202	227	8
1786	2225	14
4	748	22
37	21	0
8494	9057	112
13438	15117	250
0	1	0
168	716	14
9592	10825	188
1352	1184	8
280	44	0
0	0	0
0	0	0
3	1	0
17	4	0
0	0	0
0	0	0
132	327	8
372	158	6
1356	1664	3
0	4	0
0	0	0
163	240	4
14982	19892	103
11	0	0
0	0	0
136	53	0
4	2	0
10	13	0
1305	896	5
713	333	5
15038	20290	212
100665	46832	426
2560	2404	336
0	0	0
12	2	0
0	5	0
0	1	0
48	7	0
15834	23642	302
1	14	0
21458	39007	17717
3	330	0
0	7	0
464	863	12
0	0	0
814	13440	89
34773	32030	551
1	0	0
13	89	2
13846	12818	276
8034	12884	225
15882	9758	54
4726	6061	73
953	1638	23
411	75	0
7018	5664	100
1838	650	16
308	77	0
2344	5041	42
1796	86	239
18	0	5
173	51	16
112011	30482	413
10	7	0
16454	25319	270
0	0	0
5276	11142	214
0	0	0
1	1	0
0	13	0
0	0	0
231	168	9
2298	1658	17
11448	10000	101
0	8	0
1766	1274	46
10794	10892	90
15588	20183	250
42835	17785	213
1763	2175	44
4	82	557
92	122	43
1177	1097	68
3645	1617	132
1631	2224	28
0	0	0
0	0	0
8	33	2
1	10	0
1522	1429	4
1	0	0
3348	33	0
11549	3669	72
23653	27925	320
5161	6380	164
15882	22895	138
25942	35964	752
62	51	2
23089	8828	108
0	0	842
0	3	0
32586	42309	254
187	610	0
52	405	4
0	0	0
5959	12445	102
12026	15329	150
72132	57961	794
14603	6014	67
43971	20050	78
0	13	4
80	132	0
234125	182637	2211
144142	116219	1541
789	751	25
59	68	6
7460	10727	115
8629	8157	66
3206	8732	96
12709	32414	925
15200	9840	86
2189	2748	38
7	2	0
13685	12648	188
454	3237	28
19774	28843	336
66300	44321	256
0	4	0
935	2100	127
1	169	0
29240	43213	250
2	0	0
7480	7342	69
9783	9503	81
1523	8841	110
12	22	1
26567	16462	163
23994	22318	207
0	0	49
9967	22171	144
13595	11184	82
179	7330	38
1557	1297	38
9	12	1
0	0	0
254	493	0
3	6	0
2	13	0
0	0	0
0	8	4
16	176	0
2	6	2
3031	787	18
610	393	8
537	54	10
205	863	7
216	918	10
607	346	8
1457	3282	288
2	178	0
10781	3401	52
2820	5362	54
2910	4057	85
6791	4731	116
28599	21830	177
13416	33227	270
0	130	0
90	85	0
1	0	0
0	0	64
0	2	0
0	3	0
0	0	0
0	15	0
8	24	0
0	7	4
0	0	0
0	18	6
1348	1233	68
2558	2130	14
3391	3199	26
2413	3851	34
3	1	41
0	1	0
2217	1799	74
128	395	8
0	2	0
128	1391	4
9	21847	193
2	11	2
30889	42411	370
6997	7073	56
22489	49796	1631
844	3183	50
12782	13433	199
4453	3441	60
40039	97310	1364
16698	26410	439
9144	1882	36
0	4	0
0	0	0
0	55	0
89	47	6
13085	11758	70
6	181	0
0	1	0
999	147	0
185	1380	0
5815	3015	101
0	0	0
13682	23743	550
13	81	0
0	1	0
4816	97726	400
36931	79279	1954
28	2864	14
0	0	0
51802	517035	12332
88868	337572	1214
67	188	11
1670	17869	233
2692	208	2
1243	974	6
329	905	12
24	784	8
2994	9760	148
2	5	0
63653	99549	1383
0	509	4
43	2588	6
51	14	2
60267	71752	1346
12	61	4
1082	1998	56
48	161	5
21	2197	130
10	120	6
0	0	0
0	4	0
76	36	4
0	592	11
0	6	0
13637	18000	232
448	456	12
11420	10137	195
18523	15288	216
4	1	0
0	423	8
0	0	0
0	0	0
0	0	0
6888	6564	161
25	38	11
21	188	2
0	0	0
134	140	1
13850	7933	123
1935	4785	42
5189	5392	80
4	46	0
6	21	1
26	12	3
161080	75882	489
1173	2878	42
16290	13266	144
20256	25693	288
51968	48551	729
13824	12765	109
1	2	0
12638	9312	156
0	185	2
4460	2532	14
4490	2881	46
26	758	2
16	47	4
1	4	0
4138	4486	50
153	694	19
5793	5059	62
525	30235	170
256	883	4
0	0	0
0	0	0
5281	4023	86
3898	2855	64
7434	5543	58
4874	5204	27
42	107	48
42916	32289	196
4266	4533	46
1299	1694	8
10753	13173	204
14538	9678	149
0	0	0
54	492	0
0	12	0
0	92	4
1	693	30
380	1188	114
11976	11819	118
10898	11526	129
25072	17027	204
186	1252	188
4	56	0
4225	2119	26
2530	14971	124
34	156	2
32	104	0
2	39	0
23412	9743	224
45	128	132
1228	1928	174
3	412	0
5353	23911	383
19997	9964	52
0	0	0
206	729	10
2750	1633	31
20000	8972	216
0	324	9
103407	35562	198
10	17	0
4934	984	18
53	115	0
64	19041	48
19519	27217	607
0	150	2
4113	7417	96
14	4	0
326	155	13
2679	4402	97
4214	395	14
793	79	0
0	12	4
152	502	30
0	0	0
6887	7230	66
0	1	0
315	1219	60
10197	12914	116
1575	2269	32
0	0	0
10	4	0
0	11	0
54	200	10
416	1890	49
482	507	78
261	10030	110
0	0	0
0	2	4
0	0	0
4494	3326	34
13435	2040	48
42651	11517	192
3770	3262	276
0	1	0
0	5	1
1880	1293	15
0	2	0
84	279	2
3609	3463	49
23	21	2
120779	59120	544
2	0	0
13508	29016	218
0	0	0
1932	893	11
646	182	2
0	3	0
0	1	0
11666	12204	159
52	262	10
32665	24027	168
0	2	0
349	356	18
1	4	0
1112	346	204
2087	13027	179
0	0	0
24709	35498	476
16809	8921	82
203	891	8
8406	5907	66
2	0	0
1422	3509	46
13390	14210	214
9808	11510	147
617	817	16
0	0	0
2182	7494	42
2139	3719	18
2440	4063	34
34687	54618	392
1589	3721	78
10918	21016	146
11173	6572	146
0	0	0
2780	9308	204
0	2	0
0	2	0
14	146	20
5127	2889	44
713	714	20
2905	2930	46
36835	134780	1478
711	457	2
0	0	0
6	0	0
78	212	0
2	14	4
889	1467	31
29204	8297	140
0	0	0
10	8	0
27	56	2
12	84	792
324	461	22
4596	7711	119
3536	1480	24
4693	4811	52
0	0	0
296	15702	92
4503	2573	38
30	86	34
56	557	6
2058	2942	54
0	8	0
1010	1509	0
1	27	0
0	0	0
11494	12404	153
1447	1759	85
1353	1647	71
0	2	0
297	252	4
0	108	4
3470	2967	35
118	1133	8
555	3278	16
1032	5564	20
0	15	182
0	984	0
2817	5194	57
8	8	1
12423	10694	100
17784	10289	176
160	649	46
0	8	0
30	489	298
55	192	4
6	4	0
52588	40231	432
25813	20919	317
20219	17161	280
5	380	28
19896	18325	154
6106	3223	54
0	0	0
6500	5764	48
0	4905	74
5120	3226	66
1583	1188	24
25	69	0
84014	188868	2738
1924	3858	93
178	2207	50
28	146	0
394	219	26
37818	38307	390
11	22	0
1940	439	32
433	14560	92
70	4636	26
1848	3425	100
1939	3823	77
154	229	3
0	1	0
557	1438	41
19819	17380	130
0	0	0
3812	6350	62
2662	11758	134
0	0	0
1	2	0
2	3	0
589	622	75
15833	151103	1698
991	826	36
522	1755	8
309	1029	32
5916	5315	66
97	83	11
8942	13818	270
2185	8323	198
408	309	2
78	112	2
26220	69855	646
108	3025	62
3747	6062	82
825	2006	32
0	0	0
7514	8361	48
16885	34720	450
33	152	0
4408	7590	78
22	38	0
13185	12491	124
409	2727	44
4198	6443	232
0	2	0
1049	1693	14
64	2713	38
15335	1895	10
13802	20990	283
4097	5234	140
491	8315	8
0	2	0
12549	15990	114
7918	9211	118
54	6	0
0	7	28
1358	1701	60
19667	3341	32
0	0	0
17650	16542	365
31	29	0
8	24	16
116	1926	32
0	0	0
20	262	0
2	2	0
748	1288	4
6477	3775	26
0	0	0
11516	11890	144
21461	17598	138
0	4	0
33649	2775	50
65	80	6
12345	21213	340
0	0	0
12	110	8
0	2	1
739	601	17
2900	1570	86
55	40	0
28	170	2
2	11	0
6	5	0
15084	16264	174
32896	11063	128
39799	10939	142
4811	3880	37
2924	2414	26
3001	3054	56
1	0	0
10575	9706	66
4672	3752	81
14	55589	386
78	8195	62
3264	4232	48
7161	15941	284
8	1	0
213	561	15
3	747	10
4898	4600	89
186	996	29
4	65	8
2	1	0
0	0	0
6276	7093	82
8311	9693	38
588	2124	400
3132	1692	43
4636	4347	37
1017	1142	33
2946	5054	34
846	1638	38
4183	6843	102
3026	3412	38
1	9	0
511	909	22
13449	25867	372
12041	12776	140
12639	13731	174
15	63	2
778	103	130
2	11	0
497	1976	48
24748	10436	168
4	578	2
0	0	0
0	4	0
0	155	0
0	0	0
0	2	0
2224	2775	102
2432	906	16
5226	4509	84
32	81	8
247	35	1
6935	6950	80
2	142	0
2	2	0
4	6	0
4456	3522	14
5771	30200	154
176	1187	2
16312	9654	295
3721	6332	114
11	8	16
18714	18515	362
18676	21732	359
7	3	0
0	0	0
0	1	0
291	291	8
2676	3837	60
35328	11681	68
2895	3210	56
6441	10200	155
590	685	24
17773	3118	88
3	1	0
451	12542	43
92	451	98
6211	5386	83
1	3	20
6304	4998	41
3	224	6
105	316	0
10922	11845	48
0	142	4
0	4	0
394	2292	18
0	0	0
0	247	2
3	78	4
1	35	0
392	24729	140
42798	9577	148
47810	11534	228
800	117	15
851	5677	109
1922	2052	132
156	121	2
0	2	0
4244	7143	66
32660	26962	585
5225	775	22
13285	8459	120
3121	6551	106
18415	19576	189
7730	19344	336
323441	98276	1445
752	1450	27
29	28	29
54	1049	109
0	0	0
0	4	0
42	248	133
8	79	1
10362	7676	107
46191	12567	123
325	1906	368
36448	73537	860
764	4637	321
609	737	7
6698	4919	110
213	909	306
5091	791	18
2478	3906	52
17539	29837	999
2195	2133	14
0	0	0
254	937	4
0	2	0
0	1	0
51711	68572	450
21162	13225	225
69	55	0
4237	7700	97
4116	2337	13
140	385	0
30	572	0
1775	1039	12
20008	21195	363
466	3674	80
113	67	3
12138	13382	190
7846	1894	301
0	0	0
4276	2877	138
2	2	0
3000	4589	106
185711	19825	101
8	0	0
0	1	0
1	6	0
60436	11428	98
11974	6365	72
37646	16808	358
21858	30879	292
40997	68510	701
4923	6611	40
1091	1035	18
155534	18883	142
0	0	0
3377	8440	162
3596	1361	41
16556	8758	93
7525	3193	66
0	0	0
0	0	0
13892	5537	66
1989	3650	68
380	717	7
1289	812	95
44	148	2
57926	23192	204
779	990	4
5170	10005	86
4258	10847	96
30425	31795	314
8708	10812	104
20918	15169	190
6318	26915	466
278	229	12
9196	6130	86
0	37	1
379	34	2
778	729	14
9884	11890	130
8	714	22
11	26	6
21365	15594	312
6080	487	24
21225	24467	272
73911	65026	975
0	2	0
0	6	0
0	9	0
0	22	24
0	0	0
3482	1798	22
0	0	0
2	93	7
15413	17117	380
5829	3975	48
1946	3010	16
960	3264	18
26	50	0
5373	5104	40
49	26	0
1168	701	16
1927	5780	62
1214	6976	124
0	2	0
15	54	11
392	897	262
10	0	2
3	0	0
48	160	0
21888	27511	436
3	0	0
74	332	165
225	553	26
9589	13462	118
1306	3978	132
2552	8490	218
1815	759	34
9144	7306	130
11937	20875	187
1237	1391	18
3	221	0
0	0	0
3	7	2
689	1272	24
1261	5636	137
18939	14753	131
1	0	0
0	0	0
0	0	2
0	0	0
11	10	0
29532	179431	1638
158	35352	64
1	0	0
3939	3966	46
1598	4859	91
25496	57852	882
27341	19090	475
6430	11320	435
5734	8076	112
1481	2764	34
57894	183735	1783
994	2616	65
2526	4052	38
286	3414	277
0	1	0
3725	31988	192
67924	221279	5806
5	306	24
8171	12409	113
0	0	0
2	0	0
164	1293	2
851	1603	20
19645	11837	254
227	138	9
5882	3554	70
1747	661	10
969	2558	46
3517	5416	64
18	59	0
4956	4275	37
901	5391	122
3821	3779	40
33979	20211	219
15	415	14
0	0	0
2	2	0
0	2	0
19880	23604	436
6242	33569	330
3519	7130	110
0	8	0
73	123	0
9054	21711	307
7478	14134	176
7146	10472	210
33177	43503	434
7516	10833	168
743	500	2
641	1436	18
10703	17460	177
923	774	14
30	153	0
2415	3136	40
0	3	0
18	126	2
7	0	0
1789	14027	35
1507	11490	16
0	32	3
298	2990	121
6502	8345	153
97	30	0
3548	3521	88
36300	35961	608
46957	13831	92
12313	13335	89
0	242	283
3	8962	142
2876	7676	92
0	0	0
0	2	0
0	4275	54
0	0	0
17505	41472	274
6385	9573	176
242	3105	86
17735	6974	55
1660	2386	88
159	306	58
2944	3017	8
60259	77520	758
11	100	0
1251	2926	89
718	462	0
146	258	0
26616	8785	154
29	155	0
2924	1822	63
1296	2401	53
11414	19496	166
5450	6404	62
11	119	4
6	213	0
2149	328	33
503	156	6
44	43	4
98909	40095	532
1754	526	0
223400	82181	480
1627	512	6
341	84404	180
109	148	0
0	3	0
11850	35356	244
569	2376	42
5981	9447	91
35	8	23
51178	44438	480
0	1	0
11020	5422	12
648	1288	3
5847	468	21
55	470	8
808	1033	14
65469	64256	617
44411	43099	306
0	1	0
5115	2330	22
378	3585	136
66	269	16
81	88	54
9779	11158	126
158	1131	16
16585	13580	229
0	31	0
17641	10655	74
196	562	5
21	0	0
24	724	12
11	245	4
38	403	6
55	0	2
12	38	0
3820	3364	46
53	1898	33
15384	19851	274
8	169	68
0	119	60
11496	34595	476
227	565	20
9650	21654	440
11	18	0
4735	5100	73
220440	72633	2363
1	5	0
12243	13464	143
2970	3224	12
11878	13110	153
18	18	12
4838	6788	198
5623	6225	62
1925	1345	12
12470	11424	284
10103	11810	197
703	1141	7
84	242	2
0	0	0
7	15	0
0	0	0
0	0	0
0	0	0
0	0	0
275	135	18
300	230	12
7276	10083	174
2420	5725	80
28	15	0
10300	21516	488
3	0	0
1	1	0
1718	5954	208
71357	127924	2236
26	115	31
653	11849	186
6	14	0
3591	3556	101
78	2149	12
2241	11499	172
2024	3220	49
736	2566	88
271	705	24
4949	8281	104
0	651	330
5892	5930	97
24671	22174	243
2826	3474	105
886	1925	70
111	2878	113
24166	29467	288
42795	31236	716
1109	815	66
31004	25185	346
29400	26245	438
18068	21543	318
0	0	0
236	3540	6
88	862	86
2289	1530	28
704	598	54
2	18	0
12892	2824	276
12897	11771	308
14	223	117
12747	15806	100
2958	7075	50
6	18	0
31914	29672	230
6823	2233	41
66	5708	66
177	272	2
3387	4447	130
51265	27104	162
178775	135610	1248
68	41	0
25887	16187	194
31784	16544	1068
489	1261	6
4600	1130	32
12716	10889	156
37297	27340	220
250	306	12
1045	898	5
66	172	4
6784	9894	153
0	0	0
2	1	0
109	339	16
1333	3591	58
10088	9721	130
0	0	0
24	12669	118
4326	4219	62
0	2	0
6515	26590	582
0	1	4
293	2467	26
0	0	0
1719	1661	18
9813	6336	135
1	0	11
18062	26792	320
2132	6457	82
2111	3725	47
6361	7677	166
1	4	0
11535	9373	30
1908	4062	53
133625	71820	451
5259	7666	28
3649	4554	60
19954	15144	286
438	38	0
193	2679	47
1499	2692	18
0	0	0
25063	15087	50
0	2	0
1293	5496	56
6	19	52
3613	7150	108
80	33077	342
426	5745	142
5	48	0
84350	30039	401
26	1719	44
10087	11689	122
3346	18623	340
2	196	52
16	47	55
115	210	0
24846	111196	938
294	25906	112
12922	11047	113
7957	8687	154
35346	57380	389
1	3	0
1644	2499	20
59445	7411	47
56706	8387	70
2253	10267	109
26518	20867	182
2076	6370	195
2	0	0
1373	2530	40
11787	1144	258
13229	838	82
5365	1133	20
0	0	0
3350	20696	92
589	2214	28
16	260	38
0	4	0
46	25	212
180	2341	12
0	0	0
8	1548	70
0	0	0
0	0	0
6377	11964	96
18192	12164	212
574	1575	118
5577	8166	117
189	124	4
355	1388	10
1187	365	46
0	1	0
2071	1224	6
711	1163	12
15860	23629	412
4	10	0
29301	57064	508
106641	29770	173
11002	6447	92
802	7613	204
121305	286889	2330
3268	5881	53
1269	2213	27
14736	17235	172
401	735	4
1	1	0
56013	10555	72
2	3	0
1012	3227	60
2177	4746	84
10	15	0
121282	37962	310
2426	4440	50
13544	4528	66
35170	31583	388
2	0	0
10046	7212	40
479	326	17
5546	475	38
16030	16693	148
1195	2076	76
2	5	0
199	32	28
1557	7940	76
11544	11033	270
91	2	33
2413	1977	88
1304	0	4
2	139	10
655	1420	12
25280	11570	160
0	2	0
39	710	2
0	548	28
0	22	2
4	270	2
658	801	8
47741	17313	123
4	0	0
29453	28107	418
16416	11843	130
58	12	0
1	20	0
4302	5335	120
2360	2239	47
3493	3445	91
51	1066	38
14	40	68
48762	109377	1597
85	189	8
5817	10632	150
0	0	0
3965	6430	62
1692	963	7
12420	9634	278
763	2583	250
23	153	2
47010	65310	480
31320	43165	296
16876	16790	218
11829	14678	60
15	806	10
9	12	4
1847	2662	98
2761	3442	74
18951	14767	443
3327	3152	42
4408	6881	92
13	10	74
4489	5631	246
731	539	34
2906	422	20
44975	16249	188
5363	10061	84
73	1714	26
53	1506	2
13096	337338	1724
3841	8168	344
11032	10199	258
0	0	0
16	403	2
414	15	0
2	8	0
653	784	4
5196	4699	58
0	277	2
0	0	0
0	0	0
0	0	0
3916	3079	65
32316	24694	223
6398	9432	95
11451	10121	8
1	505	43
0	0	0
257	605	10
1202	2	24
15	1	0
8923	11376	52
995	2664	58
59936	78002	1052
234	537	8
0	11	0
411	585	6
1	1	0
26219	11795	301
21589	10141	161
4206	956	0
1731	8569	327
10372	444	4
32	25	0
1091	229	0
9	105	8
0	62	6
791	269	6
0	42	0
20976	24293	247
3368	3124	52
231	196	70
15041	14164	192
0	0	0
143	5764	78
0	0	0
11713	5231	131
4629	2011	34
27419	15664	144
6704	5283	48
4199	9732	247
1	19	0
1085	8709	106
1	18	144
1180	4753	46
1	0	6
417	1	0
347	6	1
22450	13407	230
2278	782	177
0	0	0
65	71	4
1	5	9
0	0	0
7	5	0
237	63	0
20	63740	38
10	510	78
5775	6347	54
4117	3310	34
6560	8498	70
757	5923	42
0	21	0
2	4	0
110	6176	70
22664	14943	196
13185	9129	134
306	628	10
7076	7899	137
8759	9781	129
7503	10327	89
5310	2909	46
20630	16226	241
38362	174481	1669
2	555	20
0	169	0
2039	1972	25
0	0	0
1	12	7
6316	32286	275
0	32	10
5	38	0
40	148	6
2	33	0
27224	31673	769
403	225	5
8131	6809	49
0	1	2
4	25	2
28	101	2
1	19	28
0	2	0
51544	85926	1069
566	574	14
11440	8780	168
35218	18717	203
3	41	38
0	31	4
2	124	42
0	0	0
124	425	5
0	22	39
11345	7817	96
85	34	32
3004	2900	78
0	1	0
16607	19429	216
936	660	32
17665	8316	176
0	0	0
0	0	0
3	146	0
32324	52364	616
6682	12560	54
1025	1061	50
9559	8238	277
3562	1945	103
15944	18422	345
6337	8288	104
1	4	8
0	0	0
10	3	0
11873	24374	260
50	431	32
0	0	0
0	0	0
6544	5625	94
0	3155	36
0	4	220
576	4121	116
4367	4973	95
5489	6246	78
209	102	0
102	8	1
140	294	15
2	4	0
0	2	0
21383	14801	56
64968	65402	906
4635	5030	64
1775	2722	116
534	614	14
4693	5317	92
73	228	0
1435	2525	10
36984	40989	488
163	333	2
13811	7553	137
1469	2923	46
7	12	2
1378	5138	99
59573	30945	208
4171	6695	118
3824	4421	115
83659	79378	1070
1680	1670	33
343	327	22
83	98	4
4688	4178	51
10	19	0
31305	26881	230
0	0	0
0	8	0
2	8	0
0	2	0
1586	2474	26
3	1	0
19	0	0
39	2	0
14175	7099	66
740	1247	8
10568	7158	92
2156	5970	80
12978	8063	156
1	2	0
10801	17758	207
8	4816	58
9	808	234
57	866	66
70532	92438	877
98878	53429	870
12456	29062	778
2718	2510	74
56124	5868	114
2	1	30
4	51	385
15887	8453	152
940	413	14
2767	2625	26
211	251	2
19106	6873	132
989	717	33
0	0	0
2152	8748	86
2162	5425	18
1892	3904	38
33120	31425	146
33442	30169	504
0	1	0
0	1	0
6	245	10
0	0	0
0	0	0
0	19	0
11	26	0
0	0	0
443	861	18
0	0	2
0	177	0
0	2	0
5	0	0
11493	735	54
0	0	0
1873	1874	82
11838	5508	88
1537	491	7117
5	8	0
4689	2126	356
3565	1378	16
0	1	0
7496	8703	172
3743	4476	101
16833	15352	186
17986	15918	212
397	1803	40
40261	34041	608
39	373	8
13339	26080	334
11939	16876	183
12441	11215	53
9582	7938	58
1470	765	2
664	768	14
50	795	14
2480	3140	86
59	51	34
2829	4164	212
266	3786	36
1406	396	56
154	176	2
13595	7081	56
25259	44144	232
3882	4361	54
39578	10039	104
13299	14938	235
12189	12329	38
16041	13218	410
2	2	4
25557	33048	751
24485	15838	534
2944	4578	155
2565	6034	166
6861	3803	76
301	827	4
8	39	0
7	4	0
2097	1544	17
90	13	48
14	129	0
0	4	2
4	7	1
2	0	0
4	14	0
0	2	30
2	2	0
1661	3883	91
0	82	6
4	1829	10
9263	8623	168
5946	3322	143
7887	12128	277
20	167	130
8622	9043	150
22607	21991	488
4964	3550	54
324	1700	70
13	44	4
0	0	0
1295	1255	48
2	115	0
55	0	0
0	5	0
3	7	170
148	45	16
7	0	1239
0	0	0
3	1	5
9542	13997	232
31	260	8
0	22	2
1	2	5
12	4	22
1092	2267	34
221	252	58
8952	43353	324
33746	50550	1625
133	4806	31
7	535	8
1585	3153	66
0	3	0
8952	7909	256
3495	2046	29
25	343	14
7	19	2
22054	20731	204
330	462	67
41329	80959	1661
5758	1768	20
6235	6824	67
19684	72501	909
8	42	10
15095	9163	22
22104	8017	94
22948	10444	92
54814	72562	642
3705	6044	73
5829	3440	39
4935	3707	35
2832	3797	42
2	230	14
11511	5514	69
152	748	10
824	4018	6
58	2578	154
9650	30568	303
148538	41358	413
2557	6045	42
15946	49825	686
18575	31043	211
7658	11024	150
74	16	0
9598	5935	121
20456	35602	568
11618	22600	203
38360	80960	1690
12752	7311	140
64267	136633	2511
78697	140443	2524
0	3	0
146	555	5
55	153	0
4569	4926	39
1490	2208	9
8	36	18
0	35	2
5247	4705	84
3762	3044	42
28025	19435	293
3018	21791	222
42771	50795	406
5294	5359	50
5567	7561	116
552	876	24
32779	36232	578
388	977	0
3877	3842	42
5384	4245	92
1	16	0
5634	6548	62
21385	28172	279
50	8	34
6235	4342	66
28193	52528	788
2	3	0
1963	1103	28
3	222	4
29	717	11
12512	25752	348
19126	14850	494
17996	14902	209
56634	14769	194
12516	21135	238
16957	26861	444
46919	38768	552
34503	33331	438
39448	28493	162
4475	5288	113
700	43	22
54646	52795	510
82988	12111	1134
2	6	0
76	449	8
9024	9441	136
27229	30402	250
0	343	12
7277	6657	64
1517	1431	50
94	284	16
4	6	0
11679	30137	282
18481	29444	312
2718	266	18
185	201	4
14678	21281	382
8	18	0
1244	1962	28
0	8	0
1	4567	0
502	369	1
2	6	0
0	0	2
39	7	0
1	5	0
32	30	0
6	4	1
1394	2619	34
259	1412	5
7114	6392	98
23465	45176	476
9982	7528	162
0	5	0
3	1	0
11	0	2
7788	12486	220
6444	4848	90
48804	41062	582
1636	333	3
4418	5540	110
3192	4437	24
3570	3176	32
43492	5161	170
5694	704	12
920	858	10
218	494	50
1299	2079	8
315	656	64
27664	15547	196
3114	3795	38
7241	5681	80
5290	1846	24
1753	2544	43
10	242	8
1038	3748	86
62984	6489	165
41470	30110	198
69108	43423	466
555	751	6
533	577	6
139	75	0
27	8	2
14	557	10
125	162	0
8932	8664	237
0	0	0
21802	25725	370
21756	25530	341
5869	6493	111
123	302	28
4431	5019	29
6563	7559	94
1696	2326	46
819	1981	72
88	79	74
651	402	2
513	1821	3
5014	5830	68
3521	4265	262
48909	61652	707
8643	9494	100
9057	5992	108
14221	19789	273
325	11	9
29	21	9
1199	890	46
204	281	3
5624	8575	134
24222	24535	184
3	5	10
7618	6701	60
5	0	0
14	477	60
22972	21636	346
2	72	0
10487	8054	56
382	83	545
16	84	4
4	4	0
62	18	0
2150	3155	40
567	401	3
4100	1738	134
1080	5727	74
6986	5794	88
3520	1950	99
1480	2232	18
8831	9660	117
94	1	0
22450	18370	218
15986	13856	95
11029	4600	129
1429	2057	233
17999	16624	181
16446	35910	283
8185	12205	141
15111	8258	98
3145	3280	52
5886	4761	83
11289	11297	213
4	56016	722
94	166	20
5	0	0
98	929	19
1700	124	7
775	55	2
1	0	0
35	114	7
0	0	0
0	1	0
0	0	0
0	0	0
0	6	0
0	4	0
0	0	0
283	202	0
0	4	0
0	0	0
0	0	0
1039	1383	6
1287	15210	846
2810	3468	20
212	1664	58
0	0	0
20049	9303	60
2703	7061	50
44	74	11
18	77	95
2	114	117
4	0	2
0	0	0
0	32	17
0	440	476
0	58	140
5429	4955	71
42	26	554
4393	18154	287
18	175	2
51	62	0
1091	2175	24
95365	38152	280
2510	2213	15
8240	12013	146
1268	1139	7
315	274	2
13868	22564	271
3294	15335	45
3094	7804	122
0	0	0
109	912	6
4803	3667	47
10622	10152	103
5331	9135	158
63823	131284	924
223	143	2
