/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174772.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174773.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/glumipatula/SRR1174777.sra.uniq.bam
4068	852	10
6674	1307	12
5784	2476	66
33938	20309	149
308	20	2
2	2	0
0	4	0
1781	220	2
0	0	0
2447	1736	15
40	156	0
0	3	0
4	12	2
0	4	0
13	62	0
13710	13467	239
4575	2261	44
38393	70481	544
45838	82014	841
3917	4529	28
16105	10631	104
4488	6575	392
4461	7253	102
10687	21991	144
4504	4838	120
111	311	2
34	32	2
1930	1538	10
10561	9414	106
14534	19891	96
301	418	14
26011	6459	74
35	12	12
123	762	8
0	0	0
1977	1281	27
969	498	2
22018	84536	963
123	156	8
16906	41395	762
21585	19244	427
3296	17016	228
383	24540	248
8534	13617	303
1061	963	44
87	6425	61
6869	8527	109
2	12973	5340
0	0	0
501	2900	176
13829	29186	444
3543	6517	84
7122	7438	302
0	1	1
2	2	0
227	1221	20
36361	29656	434
1960	722	14
0	0	0
0	0	0
22	6	0
1764	3107	40
67502	42493	578
0	330	16
22	167	2
213	344	0
3329	4029	26
15	12	0
146	756	3
2	2	0
32	6	0
44	34	6
1793	1875	316
206	148	0
3	1	0
8237	4535	52
0	0	0
452	562	12
0	0	0
0	0	0
0	0	0
24729	10291	210
2363	1583	22
50678	92383	326
8609	17331	222
2	10	1
2563	763	18
166	68	4
318	1039	12
16	46	10
3918	5462	86
48749	16651	400
40451	14441	329
30468	25243	466
169207	49244	604
0	71	0
0	5	0
14	9	0
1502	1066	8
5606	24781	152
4212	862	74
2295	193	88
5860	4891	89
153	176	7
262	627	18
2960	3693	162
139	403	6
159	101	2
950	462	20
47331	2209	75
6678	549	12
1141	555	14
8	104	0
874	1094	24
90	629	0
30007	21812	66
106	64	0
3912	8432	66
2258	574	12
7726	28095	428
70	356	6
14630	20955	352
16	168	2
298	1004	24
58	171	6
44536	118593	2744
37	4	0
476	1865	68
9993	16235	464
2493	1884	48
4677	3243	630
3089	5046	50
6771	2314	93
5675	16447	110
5	482	6
0	0	0
35	473	8
30515	9225	210
248	190	4
0	0	0
298	9451	2063
2549	2896	40
13173	30684	456
8163	7463	104
23793	30989	620
0	0	0
1453	416	21
352	8465	66
3197	5841	85
3192	12478	232
4	1196	10
13153	24722	336
20962	72581	608
504	5434	113
3468	19780	190
0	2	2
15733	2683	22
4854	10223	95
12753	19074	142
34625	10558	240
7	0	0
3982	11945	160
492	993	0
5273	19172	210
2	0	0
1	0	0
1025	1634	34
27	46	0
0	0	0
2	1	0
16794	27470	320
8946	12620	261
5712	8343	117
0	0	0
0	0	0
0	0	4
443	1549	29
15921	20561	335
3049	5212	168
153	107	2
18877	21865	540
154681	116414	782
193	280	30
960	733	28
11382	2356	158
1128	613	43
559	667	25
13250	12505	122
48	1249	12
14964	8403	47
0	6	0
5	190	107
11487	35205	243
25196	11738	318
0	1	8
0	0	1
27	17	2
79050	171801	932
5793	7232	122
39176	33564	629
488	475	4
158	13876	120
134	9732	68
9001	15500	281
167	226	25
38092	17365	93
783	933	20
90	648	484
6427	90769	952
17856	12776	274
3208	3816	40
2004	4345	49
48130	53496	662
10404	6860	96
19973	18536	294
3	94	2
0	3	0
2	39	0
22208	24873	202
34740	47491	822
394	1003	37
10948	6598	128
24490	28766	46
2280	1858	8
471	239	6
769	332	18
3892	430	23
4374	2422	14
49626	30638	168
19478	68473	351
7005	13067	198
131	168	8
6459	9211	56
20621	21251	262
45142	109880	1302
6	137	2
5039	4829	9
11050	18462	310
332	612	8
718	974	26
1736	1523	34
2399	2623	124
0	16	3
5871	10624	494
88918	33806	165
9	3185	44
14979	10989	28
20	73	0
6	38	0
6061	6091	80
4	1	0
39395	12250	108
66580	16570	165
312	339	2
5233	7164	54
5901	7484	76
2267	7192	56
12	67	0
0	0	2
0	3	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	0
13	27	0
0	0	0
2	11	39
14838	13035	209
39260	19980	44
294	150	0
113	111	2
5	10	0
25696	8956	48
0	0	0
0	1	0
567	66	2
0	0	0
18	9	0
2239	2208	8
303	856	18
66	283	8
3145	4384	58
8261	5099	96
12048	6327	93
2614	3684	54
0	2	0
47468	67179	414
189	868	4
184	1317	18
0	20448	227
61	21476	207
18656	5395	511
53061	85807	4084
117349	102090	1474
1391	323	44
21803	4377	30
2871	2431	18
7	6	0
6971	4312	83
11	4	0
9	14	0
75299	21365	230
2142	940	18
13	0	2
6	3	0
0	6	0
0	0	0
105	708	14
1856	250	2
14452	2131	94
671	1084	20
357	655	160
1	4	0
86	688	4
0	0	0
151	857	89
53	278	76
54	213	18
3242	10316	124
1434	1652	29
6	133	0
13852	16133	128
6483	1110	4
165	136	0
1843	1491	63
62	159	8
3	4	2
41316	24921	423
3534	4675	56
122	35	1
1176	760	8
240	37	0
1060	1169	0
2695	284	2
43	436	2
3463	3710	49
13287	15821	175
108850	33801	605
1618	1721	0
0	0	0
298	2295	28
678	267	10
4668	1417	67
61	154	5
688	454	14
14547	21656	474
614	286	33
6688	70	17
12980	8831	212
226217	29651	298
10521	14466	214
281	592	2
81	111	4
5	7	0
12792	15327	64
1775	166	0
95	217	5
1667	3784	17
6729	5022	65
0	0	0
3	127	24
65	253	2
88	331	8
20137	15811	452
2282	5210	76
244	25	10
6676	15062	397
0	0	0
6	6	0
4	16	0
5	8	0
2620	1479	98
14866	16879	190
2226	3229	12
513	2414	0
47936	39905	545
59878	49776	939
1076	248	6
26034	15806	182
708	110	4
135	2048	312
659	365	40
72888	8114	160
102	59	0
2413	1444	10
255	1160	10
14679	15738	248
13552	5976	45
763	3252	248
5570	4381	56
4	40	16
206	463	11
252	74	0
486	925	10
333	898	10
9957	4059	54
4	150	1
0	1927	58
0	4	0
86	67	0
39	203	10
393	1389	32
21190	34528	455
28330	16442	62
852	1957	20
37225	52966	660
1372	881	26
0	0	0
154	3631	22
359	1254	208
5862	4672	16
0	0	0
0	0	0
0	0	0
0	8	6
5358	6	60
52	1459	16
0	4	0
47082	61287	470
0	0	0
335	254	18
91522	22667	210
18847	1439	146
20647	22430	363
12708	10119	202
24789	40398	755
19739	11436	130
2200	1794	53
32231	43713	920
5351	12231	168
9184	5975	109
25524	21505	332
329	511	62
28812	13360	204
120	311	48
11661	8444	116
29042	11579	244
9198	10584	143
11202	26780	300
15049	38589	605
37524	7849	234
18638	3985	206
68800	14163	125
187	43	662
10200	7713	91
0	0	0
88	180	4
139	106	176
12185	15374	179
60	56	108
19228	14416	124
433	246	5
1	0	0
0	0	0
38311	51661	844
13429	30999	353
0	7	11
0	1	0
0	1382	674
0	0	0
0	0	0
0	0	0
9991	11177	206
1548	2083	22
55	4	0
52	0	0
10742	9164	114
466043	151376	1276
9	7	0
7154	4912	40
1	1	0
17998	8156	58
4428	5490	78
0	0	0
12	6	8
12704	13066	222
8586	5762	122
103	52	5
1360	791	124
15323	9697	151
5321	5893	50
52001	42501	1041
11637	6499	50
11827	10783	150
20549	8128	66
10375	13668	149
29727	12320	67
1263	4165	46
514	243	6
514	3109	315
9594	29525	539
0	9	0
0	0	416
0	0	0
1	0	619
3732	5554	36
9636	18354	594
3395	2437	28
9414	11373	234
798	4108	62
17968	10581	113
26141	34456	460
4607	3554	46
50885	63674	640
1	2	0
25	46	2
0	2	7
3	1	0
1712	11493	306
6021	7187	112
381	1614	40
20874	7691	30
50	50	5
56	53	2
158	10	0
25	13	0
215963	94344	442
340351	135235	736
5	3	0
657	8772	52
18458	80	50
4	0	0
24487	391	16
2758	891	5
5669	3469	4
2112	1140	6
3858	7481	102
1329	3881	75
8048	1793	50
489	155	2
12006	9052	374
29546	13673	150
604	50	2
17	0	2
0	0	0
1465	2813	22
9	992	18
8376	3341	12
12167	9007	177
56088	101927	1712
2595	2240	68
2086	3032	40
2994	15859	244
369	907	4
5562	1784	40
22587	27213	364
64	542	0
18967	15197	252
110	108	34
20781	32396	339
0	0	0
4	4	2
2	6	0
4	102	4
1025	9133	56
402	280	0
182	37	2
24138	14028	1504
166893	144343	888
4	18	2
809	570	0
5583	1665	14
47517	102566	824
3384	3157	36
7274	19501	146
0	1	0
1	5	0
17312	29867	614
2902	7826	54
110865	70924	84
10429	8714	42
29241	56752	686
34	54	18
50	586	50
106685	120553	866
68689	53668	868
22231	18137	446
1589	1704	45
3840	3429	42
18609	6712	14
4099	514	44
15833	26622	220
560	69	0
18038	18445	196
0	0	0
37	0	0
45	4	0
0	0	0
11	1	0
0	0	0
35	27	0
1	0	0
0	0	2
0	0	0
0	0	0
130	3	0
374	8	0
51	12	0
0	45	0
0	353	0
287	143	0
11450	2613	0
4875	734	0
5326	802	0
25	12	0
0	0	0
0	4	0
0	0	0
2	10	0
0	0	0
1	2	0
0	2	0
19	2	0
0	0	0
0	0	0
0	0	0
120	65	0
0	116	0
0	0	0
0	0	0
2	17	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	3250	12
24559	51524	615
15	11	12
6545	29496	293
264	865	130
4389	2446	12
7963	6259	62
8	14	0
15054	2825	50
1298	418	20
15058	12531	121
28244	45153	461
12	162	463
0	0	0
2	1031	54
2641	6235	245
0	0	0
27468	26195	586
21	392	0
2048	1921	42
9501	6343	125
13339	6721	107
5978	32169	118
137	81	46
216	549	26
1356	518	8
1742	1731	63
22947	28036	719
15168	5590	171
7623	7904	74
3117	6666	92
19303	1595	86
245	190	8
590	1150	40
1470	1701	46
3131	9578	64
6028	4674	97
11971	18869	331
2	2	0
52	2	0
249	20	2
3982	5913	55
3097	3383	74
25941	37934	498
10504	8672	132
0	71	0
774	6937	54
279	317	43
22105	15040	142
2919	2434	48
3938	4010	26
211486	70237	736
170905	99244	1677
4525	3878	22
0	0	0
69699	37665	1870
512	928	36
1007	7251	32
186	214	1
8372	15783	246
4942	4051	30
18383	8934	48
5	7332	49
319	977	6
11	49	2
825	1204	148
8354	2810	183
71	1288	18
2651	4849	65
343	798	18
3933	7815	94
407603	262284	2942
14166	18516	455
36895	71188	738
6779	9627	74
0	1	0
5362	10391	44
177	3351	10
1042	3035	13
52	267	8
96	272	6
8981	6921	94
30886	27691	316
0	8	172
0	1	0
0	0	0
0	2	0
0	0	0
196	344	142
7937	13072	187
2731	1264	31
4057	899	21
3	10	0
11180	11119	144
47363	14905	176
4022	3309	62
31203	31637	184
103	263	8
0	1	0
2653	10024	280
0	1	0
7119	6952	70
14	60	12
8477	12358	134
19133	12531	80
9838	15878	363
0	0	0
23668	33416	295
16408	24695	236
9201	10399	162
1	7	0
123	1154	18
0	0	2
0	0	0
0	0	14
0	0	0
0	1	0
0	0	0
7865	16245	160
892	839	152
13540	17480	278
38	0	0
5893	7202	141
2030	3729	14
285	506	10
16	416	106
0	0	0
823	2388	178
8245	4031	122
3727	900	56
728	411	2
10407	7979	152
18928	1065	80
1	0	0
0	75	10
1	6	1
0	0	0
0	0	227
0	2	6
45	3179	224
15	361	126
44	418	15
16	138	11
3599	853	15
17041	16777	136
450	341	6
6808	20500	704
8529	11639	86
17806	27428	231
7671	9978	84
31965	79378	783
17568	20391	381
60	226	0
13676	14807	127
31827	14274	66
29977	32118	492
2541	2497	26
0	0	0
26	6	48
0	4	0
3847	4039	34
6630	6616	66
2	22	162
3	4	125
178	1671	30
6	0	24
30	45	20
56	12	0
7	142	4
5836	2597	32
4	4	2
11518	3525	0
2806	794	8
1373	624	74
14164	8129	122
41985	19579	179
411	339	15
34	622	20
23	174	21
3070	571	10
6112	14450	70
1307	2081	35
161	719	8
10010	61892	138
20	368	0
9027	5744	99
2124	1525	36
55	199	11
627	46199	198
212	240	0
141	599	8
102	114	12
1881	2754	30
41	118	8
759	924	2
1655	653	18
46	109	8
7568	12485	144
30568	42578	476
14364	19501	229
101	584	160
20579	12772	190
84	44	6
5160	7318	79
103	45	183
3961	8673	214
3074	1225	46
0	0	0
5	8	0
4687	1213	65
11362	6159	68
1672	4484	80
5295	3802	44
3716	2837	30
35707	18644	293
6116	2856	26
124733	117229	2144
12064	13230	133
1998	2260	44
3867	2315	57
203	269	2
3082	3538	856
2911	614	12
12156	6322	36
53	841	3
2	1	0
179	1731	58
0	0	0
2	0	0
102	215	29
44914	60785	1088
8863	7461	85
7033	23328	192
5361	3578	34
12026	12379	293
291	859	12
1089	1223	26
6398	3600	113
34	31	0
0	0	0
0	4	0
18745	13183	267
4315	3212	17
855	1253	23
18877	8446	68
3097	3338	6
0	0	2
0	2	0
0	0	0
4763	13635	251
3	10	2
0	4	0
5940	7795	107
17346	21405	830
1548	20	0
0	0	0
325	415	8
4842	8120	88
70	67	2
2535	493	24
185	53	0
4000	2918	57
984	1031	22
343	275	16
555	539	8
6131	10278	108
1388	4833	36
574	1162	81
1213	2328	104
10	43	0
77	389	108
2290	4913	98
59	253	29
323	166	32
84	254	74
186	491	0
6724	5295	72
0	74	2
112	100	8
64256	17705	402
142	38	0
0	0	0
0	0	0
0	0	0
0	0	0
0	13	0
16	21	0
0	0	0
10	51	0
9	104	4
2	6	0
0	0	0
0	2	0
1	6	0
3371	4670	120
2970	3122	24
31	143	0
1	10081	22
5206	8437	52
9146	26601	204
3832	8289	353
2293	12382	283
3902	4377	40
7698	9629	170
454	1193	5
747	2133	12
7645	7744	125
15443	15937	220
2	584	2
994	4633	70
1524	2835	45
1737	784	29
172	111	10
1104	1052	0
52	98	9
3	6	0
26287	39701	328
7	2	0
12200	11267	220
4811	2009	10
5657	12654	108
367	179	34
1	3	0
7267	8230	92
46482	55396	554
12802	18280	389
1772	2960	58
3131	2811	72
265	243	6
14567	13816	332
46	0	0
3310	7714	126
0	2	0
0	2	0
2711	1859	19
11074	3753	68
1018	3206	188
10	169	8
13375	6777	120
438	864	20
27	12	6
1	3	0
2	0	0
13	18	0
0	0	0
425	395	2
0	0	0
4542	6075	152
2	8	1
0	3	0
0	2	0
0	0	0
0	0	0
0	0	0
981	767	8
4129	3655	42
1482	1552	32
3419	3224	54
31231	43585	407
3472	2561	21
15457	6743	166
47607	110253	1129
27	32	0
3025	4903	160
120	432	12
12100	21570	244
0	0	2
0	0	0
0	0	0
37	6	0
0	0	0
0	2	0
0	77	0
1	0	0
15213	4198	51
623	1856	25
20706	38600	422
117	380	0
6076	9293	108
33389	19655	405
0	2	0
62	127	16
249	512	12
11	24	0
2	10	0
0	3	0
360	1002	3
24	20	0
15	12	0
1	4	0
21	7	0
24	57	1
222	513	8
6	5	0
129	226	13
32	25	0
0	2	0
8	6	0
22	7	0
122	152	0
6266	41251	976
1123	7152	120
128	216	6
8144	10301	90
132	75	2
1	0	0
7009	4170	85
828	505	6
1675	1439	45
2933	3646	70
4	0	0
0	0	71
0	0	0
0	16	8
0	6	0
37	86	4
13130	7238	81
2	0	0
6823	11029	92
1582	1698	30
3095	2025	16
16	96	202
16576	43981	519
4	13	0
13	57	3
485	795	10
37	2121	76
9989	7637	106
7307	6805	120
3507	4688	32
229	141	0
271	107	2
1789	4762	22
15526	19979	236
3	68	0
1206	1403	30
43231	38988	1153
1882	1301	32
53	515	56
3505	3622	37
10948	9205	159
2213	1454	18
600	140	8
0	0	0
1495	575	15
15	0	4
0	0	0
88	24	8
893	665	5
644	424	6
116247	26904	306
141	9	0
3	4	9
17	4	6
42626	36200	370
6163	6109	105
11621	7087	218
1692	2065	14
154	0	0
7102	9503	169
0	0	0
170	654	104
61	148	3
4	28	15
1	31	13
1755	709	18
12586	10567	160
18200	12695	262
2264	4116	50
0	0	0
0	0	0
2316	3371	16
1	11	0
1214	698	3
4	0	0
0	0	0
2	1	0
0	7	0
0	10972	0
0	4	0
0	19	0
0	25625	0
81	344	0
2114	1220	4
0	0	0
1282	736	6
2636	3041	28
2	0	0
0	0	0
2217	2144	64
2126	3521	90
1	2	0
0	0	0
0	216	0
0	45	4
222	556	181
541	4569	63
24	124	4
3323	4059	70
8	202	96
24884	38951	445
0	0	0
175	1271	40
4317	11095	152
25336	23840	400
42	1147	32
7753	4495	174
18885	18820	166
0	1	2
83484	264123	1910
0	29	0
686	681	9
0	0	0
96492	213992	3418
0	143	2
10	69	2
31670	19822	315
1	0	0
1326	2141	18
14916	57385	550
962	225	12
78343	21707	242
88	23	0
4601	12241	384
1139	2327	129
3330	2986	45
153	144	1
0	0	0
0	0	0
0	0	0
0	0	0
2	2	0
0	3	0
2824	799	26
6440	1904	90
2911	4306	66
17932	22086	340
70	8	74
4068	3055	8
98506	52893	860
29531	59138	608
4206	8772	67
28	246	2
2306	3011	46
2	2	0
0	0	0
0	0	0
0	0	0
0	0	3
0	0	0
574	203	0
4	2	0
28	159	0
141	0	2
0	0	0
61	1128	2
38	0	0
28	407	0
0	0	0
272	107	2
40	467	2
215	169	0
5477	1768	10
5	2	0
3570	3957	90
196	1112	6
21	71	0
22	52	0
1392	1358	10
1421	3444	494
91	419	4
52	2076	26
0	0	0
0	0	0
2	2	0
15750	16077	126
62	783	4
91	267	0
54	109	2
3	7	0
0	0	0
3593	4941	33
4248	4279	33
12	12	2
0	0	0
2967	2182	45
1417	276	18
12520	12767	274
5072	4761	67
1	0	0
3	0	1
8368	6913	209
12694	9829	292
6103	14066	361
276	522	30
0	1	0
685	5166	36
1	6	0
12929	3796	53
23	314	0
4	369	2
80	342	7
33508	28058	446
3076	12628	60
3749	4421	42
85	325	6
0	0	0
45089	31127	379
24	9	0
2697	1813	24
0	0	0
72	767	6
6305	1483	30
13321	19692	290
13893	17453	212
74	84	10
1113	114	4
83	56	0
5078	15209	226
22	399	4
96	2	0
21	0	4
0	1	0
2485	7311	66
24238	81657	769
28	42	0
2	3	8
0	286	8
0	0	8
60	8	0
0	0	14
0	5	0
0	60	22
2	280	5
20	424	8
0	0	0
8824	6231	69
11	119	4
15707	8632	112
0	6	0
269	1581	32
5209	4834	52
3	4	0
879	439	6
5	4	0
5192	3646	133
7023	5141	211
15438	5731	40
1220	828	14
0	2	0
10881	11831	161
15304	10333	106
4807	2652	219
1465	96	4
261	12	6
0	0	0
10410	907	81
6	8	0
40	16	0
557	21	11
4670	266	27
41	106	4
28	63	4
0	2	0
1670	299	22
2443	5909	128
23235	689	4
7	0	0
4571	5829	98
25109	9257	152
0	0	0
1749	4728	24
879	957	20
10	15	0
12770	19381	290
3628	2150	62
9	0	0
2009	23669	93
6992	26941	138
2	44	6
69	87	17
0	0	0
0	4	0
3504	5206	109
576	1768	12
26466	23829	300
9911	6024	76
5104	6917	124
3	30	0
10270	4629	56
0	1	0
0	0	0
0	2	52
2	0	0
62	221	58
2	38	51
5817	7999	54
0	0	0
7703	1440	11
2	1	0
2	32	0
19128	12372	150
13302	46510	553
11855	42893	408
21	16	2
2	257	18
1	1	0
3442	5095	506
0	0	0
3	2	0
1213	1188	14
2	33	24
0	6	0
0	2	0
0	32	4
2	275	12
87034	14221	472
9182	39996	1042
0	24	0
0	0	0
2774	4838	40
925	4440	118
2222	2463	18
242	459	8
642	3189	39
643	829	14
1408	2686	26
176	174	4
1447	1093	20
3793	12082	47
4232	2512	23
1583	1411	14
0	4	0
1020	1610	36
4432	4599	108
0	0	0
0	0	137
367	367	6
0	1	0
58	3786	41
11497	10414	114
102	62	2
0	0	0
1107	1001	78
8609	7952	206
0	32	3
774	7706	115
0	36	2
0	2	0
50465	28798	269
3844	4033	16
74	83	2
0	0	0
2	3097	14
723	762	6
105	600	20
132	18	8
11095	6869	323
7749	8699	122
422	109	20
0	0	0
2	13	0
10	486	2
0	4	0
273	347	5
0	8	0
125	8041	79
34	484	0
0	12	0
21250	29960	316
3951	1652	6
0	2	0
669	207	32
7	7	0
61145	72038	878
7042	4834	199
15942	9990	120
1497	1879	116
327	0	0
51342	13692	72
3637	2595	28
4145	4033	74
3912	3188	88
37222	57493	575
0	0	0
31	153	1
5881	3126	68
0	1	0
7322	7011	110
4543	7821	58
11	44	0
525	771	0
4	396	2
31	82	4
0	0	0
1	2	0
111	598	1
716	999	40
4715	6503	120
5933	5771	50
10	9	0
0	95	0
188	194	7
121	445	2
30	33	8
807	1550	8
3167	1885	76
23	6	8
3646	8115	102
2837	2068	6
1354	1729	17
11894	25005	292
6	825	132
5710	3977	54
5326	11362	206
342	3277	35
4427	1083	50
225	43	5
11906	19940	118
1154	1401	30
630	469	4
52	650	4
0	0	0
5011	8313	84
4436	2688	28
39	138	10
1566	462	78
17	26	0
1657	1403	26
1771	2550	34
10773	3631	36
163	79	0
0	0	0
0	0	0
2	45	4
196	26	0
0	2	0
6981	1939	3
986	179	0
0	2	0
9	6	0
3	14	0
0	12	0
2	64	0
0	5	0
92	1111	0
1363	76519	465
17	3	2
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	4	0
3144	2464	8
6682	6469	50
751	406	11
0	2	0
909	14618	182
2	4	0
0	2	0
930	644	36
16375	24475	286
65526	14365	163
18	94	26
106368	113366	1526
265	220	0
14	8	0
25	19	6
6877	4832	50
6	0	0
0	0	0
854	1485	58
0	4	2
0	0	0
25111	56655	2937
27849	26690	470
1325	1039	55
0	2	0
2	4	0
3697	3027	79
466	226	22
23	78	0
0	3	0
0	0	0
16	108	16
195	334	15
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
8462	14179	258
3317	5219	69
3330	1399	10
815	4441	88
2	1	0
10026	17231	322
0	0	0
5	14	0
189	550	340
6237	10011	126
29	132	1
0	0	0
0	172	0
14	34	2
763	468	4
4	3	10
8	320	28
529	510	0
189818	791	271
1	8	2
4863	11066	196
9400	11431	173
2	2	0
3269	3240	50
9735	8163	113
4714	5873	128
13686	9785	47
6850	6627	32
96	144	24
12849	11018	202
1185	942	60
0	0	0
13524	20810	889
0	1	0
1092	1503	28
52	23288	144
6465	15555	190
0	0	0
0	0	0
13552	12312	84
2	0	0
1	6	0
0	0	0
0	0	0
1063	418	6
3	0	0
0	0	0
23844	19614	242
11163	21050	440
34	55	47
7654	5725	71
0	0	0
0	0	0
0	3469	24
0	0	0
0	1	0
66	44	0
4	0	0
0	54	0
0	0	0
1516	4059	6
0	0	0
0	0	0
0	0	0
9	116	0
8	9	0
1522	10082	64
35710	68047	943
6366	33418	208
1290	1331	53
1242	1639	32
242544	133956	1322
971	745	12
21819	14467	595
0	0	0
0	0	0
22	96	2
0	2	0
258	558	4
155	398	2
2	4	0
0	0	0
0	172	2
0	42	0
268	79821	782
0	0	0
10	276	4
8196	9631	158
6	91	2
467	832	4
9	4	0
19424	14992	174
21633	9068	77
0	0	0
2838	1201	12
1289	2280	30
79	17	0
0	0	0
0	0	0
1434	2679	54
3	15	0
144553	210052	950
4	1170	6
9	13	0
0	0	0
1016	14	12
0	4	17
1110	514	14
0	0	0
2	0	0
0	2	0
0	4	1
0	14	5
6	14	12
0	0	0
20	54	36
1	11	0
975	1537	54
113	84	14
20725	33045	314
12136	14894	155
5281	4455	79
5143	15908	168
898	376	0
2707	1721	16
5	6	0
1033	562	10
0	18	0
1884	1323	2
68	1017	34
1554	4134	200
3500	5712	79
3092	4696	153
33115	14866	157
7904	7027	58
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	16	2
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
4	0	0
0	0	0
7	0	0
381	85	0
192	43	0
0	0	0
13427	6485	60
0	0	0
0	2	0
1441	82	76
1	2	0
156	37	0
4	15	0
0	0	0
14	2	0
23	3	0
5	0	2
50	2	2
95	6	2
0	3	0
4343	2423	20
8773	7545	99
1580	5562	88
0	0	0
3161	11089	196
12	23	0
2867	1190	0
5	0	0
6015	19302	136
10	969	1560
0	0	0
0	0	0
0	0	0
11	198	48
14	0	0
0	0	0
30	0	0
7705	8	0
2	3	2
0	0	0
0	0	0
0	0	0
0	0	0
16	10	0
0	0	0
0	1031	2
803	983	10
26270	15967	362
0	0	0
26	0	0
31781	30534	344
0	2	0
121	21	0
432	86	5
0	0	0
221	46	1
29	0	0
796	12	23
0	0	0
15564	868	32
18	8	0
0	0	1
6526	1347	18
13574	7541	106
251	541	4
0	0	0
0	0	0
465	1356	8
16	41	0
2	0	2
21076	22109	88
188	358	4
0	0	0
1036	231	11
0	8	0
5001	356	8
813	1886	71
1071	522	22
0	0	0
694	319	2
38	32	0
445	1372	11
20	48	0
0	0	0
442	0	10
26	0	6
5	0	0
14287	471	0
10	0	0
179	4	2
1	0	0
0	13	0
0	0	0
74	704	78
463	7	4
3	2	8
0	0	0
293	344	13
362	407	19
212	616	0
271	388	2
24	119	1
110	138	1
953	481	13
0	0	0
0	5	0
1	29	0
1499	1816	87
1054	2094	22
2715	2827	81
5618	3141	46
127	56	0
0	8	0
680	4525	60
14	2	2
8004	7620	119
2391	4867	72
0	26	7
0	16	0
10	24	2
0	114	2
46	58	0
18	9	2
0	0	0
1869	2064	58
0	2	0
2	188	4
4390	5319	78
57	397	10
3127	5579	57
11202	10573	107
23326	21613	266
0	2	0
18134	22489	312
11399	13978	272
0	2	0
30428	20276	516
0	9	0
96	52	44
0	0	0
0	0	2
2	63	0
0	0	0
0	2	0
0	0	0
16	0	2
0	1656	4
6637	6975	181
22533	44355	178
0	0	0
0	0	0
21	177	0
1888	1701	16
2090	4178	46
2	25	3
0	3	0
0	0	0
11	7	1
9546	6435	154
0	0	0
0	0	0
0	0	0
58	114	0
0	1	2
79	156	4
0	4	0
2	29	2
5307	2881	20
196	31	2
84	23	0
0	0	0
1	0	2
3	4	0
33094	15880	68
8	0	0
6141	9312	153
1106	999	10
1187	8551	242
0	0	1
5871	5349	138
4291	3642	64
5599	2673	36
0	0	0
2577	2659	38
0	0	0
0	0	0
20	0	10
26	28	0
4	8	0
0	0	0
0	6	8
5490	4038	58
785	4875	68
1	2	1
0	0	0
112	336	0
1	1	0
0	450	2
332	1128	7
0	0	0
659	603	6
955	1103	2
524	9	4
0	0	0
160	10295	0
3781	2022	19
0	1068	2
0	2	0
6486	4733	54
66355	56288	150
10083	11938	146
93919	92965	58
76367	3889	2
18	6	0
13254	6691	0
5739	124304	214
12	361	2
3	666	16
0	0	0
1	4	0
0	0	0
11755	8619	47
2808	3599	28
82	1288	6
151	2	2
214058	12825	229
8134	13282	181
140	18459	5559
13659	11061	147
9566	23785	340
2622	2030	8
94	124	2
12708	13724	74
10833	16476	193
353	25	11
5524	5476	104
473168	326724	2668
26030	14459	118
2203	2111	20
0	0	0
2	1	0
6	0	0
5	0	0
304	4	0
0	0	0
0	0	0
422	6	0
22	0	0
15	24	0
0	0	0
6	4	0
10	4	1
4	10899	72
0	0	10
0	8	0
0	28	12
0	0	0
12379	2860	332
47	0	0
44	13	0
12	89	10
8071	3435	14
0	250	10
34941	19775	178
6855	12155	175
14855	9964	102
84	139	48
2	6	0
13811	13510	243
0	5	4
2	0	0
0	0	0
0	0	0
0	0	0
0	33	28
490	1555	20
2725	1657	8
1	61	0
18	31	2
0	56	0
733	1563	16
3927	2891	44
1581	7213	0
0	0	0
0	0	0
0	0	0
635	377	13
0	0	0
0	0	11
196	195	0
0	0	0
1	0	0
6	86	0
5303	4903	37
0	3	0
0	0	0
0	0	0
0	0	0
0	0	0
7249	7362	186
2572	4074	86
1243	2717	24
2888	2412	20
0	2	0
60016	62051	399
6911	6044	59
10	0	0
3	0	0
3113	11473	170
7528	14269	168
3529	3361	12
2939	3877	58
0	0	0
6137	50461	543
0	0	0
7	4	2
0	1	0
0	0	0
99	13	0
47580	123415	882
64	18	0
368	12	16
0	0	0
0	0	0
2	8	0
181	375	15
2	4	0
0	0	0
6	4	0
1319	974	16
75	475	3
0	0	0
11240	12618	129
30	37	0
296	344	8
2	4	12
2	0	0
11671	3640	21
49185	56834	724
0	1	0
0	0	0
0	0	0
434	7184	2
321	922	4
1552	2737	26
50	5	0
103	11	9
