/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170742.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170744.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170762.sra.uniq.bam
LOC_Os06g40090.MSUR7	14	274	25
LOC_Os06g40110.MSUR7	191	145	1360
LOC_Os06g40120.MSUR7	2777	351	5891
LOC_Os06g40130.MSUR7	0	0	0
LOC_Os06g40140.MSUR7	0	0	0
LOC_Os06g40150.MSUR7	0	7	2414
LOC_Os06g40160.MSUR7	3	17	214
LOC_Os06g40170.MSUR7	78	59	1511
LOC_Os06g40180.MSUR7	214	73	643
LOC_Os06g40190.MSUR7	1122	820	7857
LOC_Os06g40200.MSUR7	2164	408	5136
LOC_Os06g40210.MSUR7	994	490	4242
LOC_Os06g40220.MSUR7	0	0	60
LOC_Os06g40230.MSUR7	0	0	1
LOC_Os06g40320.MSUR7	10	0	93
LOC_Os06g40330.MSUR7	259	270	1698
LOC_Os06g40360.MSUR7	910	4516	7694
LOC_Os06g40370.MSUR7	1430	1284	27406
LOC_Os06g40390.MSUR7	0	0	3
LOC_Os06g40415.MSUR7	0	0	0
LOC_Os06g40420.MSUR7	2	0	64
LOC_Os06g40430.MSUR7	2	0	5
LOC_Os06g40440.MSUR7	23677	298	17588
LOC_Os06g40450.MSUR7	3236	2243	31219
LOC_Os06g40460.MSUR7	455	318	3583
LOC_Os06g40490.MSUR7	1049	507	8306
LOC_Os06g40500.MSUR7	589	6	2372
LOC_Os06g40510.MSUR7	1314	137	3212
LOC_Os06g40550.MSUR7	4	0	8
LOC_Os06g40560.MSUR7	1245	570	7645
LOC_Os06g40570.MSUR7	8	6	1094
LOC_Os06g40580.MSUR7	18	0	9895
LOC_Os06g40590.MSUR7	21	46	1700
LOC_Os06g40600.MSUR7	2055	1092	11488
LOC_Os06g40609.MSUR7	0	2	28
LOC_Os06g40620.MSUR7	6529	2240	30515
LOC_Os06g40630.MSUR7	292	194	1745
LOC_Os06g40640.MSUR7	11943	204	20373
LOC_Os06g40650.MSUR7	4868	4018	19025
LOC_Os06g40670.MSUR7	0	0	0
LOC_Os06g40680.MSUR7	0	0	0
LOC_Os06g40700.MSUR7	0	0	190
LOC_Os06g40704.MSUR7	822	394	4451
LOC_Os06g40710.MSUR7	3712	792	18380
LOC_Os06g40720.MSUR7	3666	854	15576
LOC_Os06g40730.MSUR7	2979	1074	10023
LOC_Os06g40740.MSUR7	450	486	4072
LOC_Os06g40750.MSUR7	13	2	316
LOC_Os06g40760.MSUR7	0	0	93
LOC_Os06g40770.MSUR7	0	0	19
LOC_Os06g40780.MSUR7	0	6	288
LOC_Os06g40784.MSUR7	0	0	2
LOC_Os06g40790.MSUR7	1	31	241
LOC_Os06g40809.MSUR7	0	0	0
LOC_Os06g40818.MSUR7	10	317	274
LOC_Os06g40840.MSUR7	238	316	3954
LOC_Os06g40850.MSUR7	191	207	3185
LOC_Os06g40860.MSUR7	10	59	382
LOC_Os06g40870.MSUR7	0	8	11
LOC_Os06g40880.MSUR7	0	0	20
LOC_Os06g40890.MSUR7	0	0	27120
LOC_Os06g40910.MSUR7	0	4	3
LOC_Os06g40920.MSUR7	1	0	22
LOC_Os06g40930.MSUR7	0	0	8
LOC_Os06g40940.MSUR7	63121	1231	45056
LOC_Os06g40950.MSUR7	1077	647	7616
LOC_Os06g40960.MSUR7	53	2	2760
LOC_Os06g40970.MSUR7	0	0	37
LOC_Os06g40990.MSUR7	0	0	4524
LOC_Os06g41000.MSUR7	0	0	0
LOC_Os06g41010.MSUR7	10982	20253	114697
LOC_Os06g41020.MSUR7	328	279	2166
LOC_Os06g41030.MSUR7	9	11	16956
LOC_Os06g41040.MSUR7	7	33	229
LOC_Os06g41050.MSUR7	0	8	125
LOC_Os06g41060.MSUR7	202	22	5593
LOC_Os06g41070.MSUR7	0	10	8
LOC_Os06g41090.MSUR7	78	51	504
LOC_Os06g41100.MSUR7	169	311	352
LOC_Os06g41110.MSUR7	463	590	7194
LOC_Os06g41120.MSUR7	0	0	9
LOC_Os06g41150.MSUR7	0	0	0
LOC_Os06g41160.MSUR7	0	0	0
LOC_Os06g41210.MSUR7	0	0	14
LOC_Os06g41240.MSUR7	0	0	4
LOC_Os06g41260.MSUR7	0	0	0
LOC_Os06g41270.MSUR7	0	0	0
LOC_Os06g41280.MSUR7	0	0	0
LOC_Os06g41290.MSUR7	0	0	0
LOC_Os06g41300.MSUR7	0	0	0
LOC_Os06g41310.MSUR7	0	0	0
LOC_Os06g41330.MSUR7	0	0	1
LOC_Os06g41360.MSUR7	1315	334	6914
LOC_Os06g41380.MSUR7	2	0	223
LOC_Os06g41384.MSUR7	1090	284	5261
LOC_Os06g41390.MSUR7	338	357	3290
LOC_Os06g41410.MSUR7	349	126	4655
LOC_Os06g41440.MSUR7	1951	840	9028
LOC_Os06g41450.MSUR7	2948	1091	7397
LOC_Os06g41480.MSUR7	86	306	441
LOC_Os06g41490.MSUR7	2	2	2
LOC_Os06g41500.MSUR7	0	0	0
LOC_Os06g41510.MSUR7	0	0	0
LOC_Os06g41520.MSUR7	2	0	18
LOC_Os06g41540.MSUR7	4	10	205
LOC_Os06g41550.MSUR7	2	2	8
LOC_Os06g41560.MSUR7	0	0	16
LOC_Os06g41570.MSUR7	0	0	0
LOC_Os06g41580.MSUR7	0	0	6
LOC_Os06g41590.MSUR7	312	432	5157
LOC_Os06g41600.MSUR7	9	72	23
LOC_Os06g41630.MSUR7	0	0	0
LOC_Os06g41640.MSUR7	135	215	475
LOC_Os06g41650.MSUR7	0	0	3
LOC_Os06g41660.MSUR7	45	185	159
LOC_Os06g41670.MSUR7	0	0	4
LOC_Os06g41680.MSUR7	0	0	0
LOC_Os06g41700.MSUR7	24	102	506
LOC_Os06g41710.MSUR7	64	36	1282
LOC_Os06g41720.MSUR7	21	5	103
LOC_Os06g41730.MSUR7	1942	900	6685
LOC_Os06g41750.MSUR7	806	447	4484
LOC_Os06g41770.MSUR7	651	1330	8272
LOC_Os06g41780.MSUR7	2310	1236	10811
LOC_Os06g41790.MSUR7	2078	1066	9796
LOC_Os06g41800.MSUR7	0	0	69
LOC_Os06g41810.MSUR7	2886	314	13185
LOC_Os06g41820.MSUR7	0	0	2
LOC_Os06g41830.MSUR7	0	0	0
LOC_Os06g41840.MSUR7	930	928	3149
LOC_Os06g41850.MSUR7	0	0	0
LOC_Os06g41860.MSUR7	0	4	7
LOC_Os06g41870.MSUR7	0	4	0
LOC_Os06g41880.MSUR7	56	100	2171
LOC_Os06g41890.MSUR7	0	0	0
LOC_Os06g41910.MSUR7	6	14	2785
LOC_Os06g41920.MSUR7	0	0	0
LOC_Os06g41930.MSUR7	4608	1396	8500
LOC_Os06g41940.MSUR7	10	0	11
LOC_Os06g41950.MSUR7	1	0	1
LOC_Os06g41960.MSUR7	0	0	2
LOC_Os06g41980.MSUR7	16	4	57
LOC_Os06g41990.MSUR7	32467	2849	37642
LOC_Os06g42000.MSUR7	1002	548	11129
LOC_Os06g42020.MSUR7	38	4	2317
LOC_Os06g42030.MSUR7	595	491	20545
LOC_Os06g42040.MSUR7	0	0	17
LOC_Os06g42050.MSUR7	0	0	6
LOC_Os06g42060.MSUR7	330	77	717
LOC_Os06g42070.MSUR7	0	0	1
LOC_Os06g42100.MSUR7	137	48	1133
LOC_Os06g42110.MSUR7	2	4	112
LOC_Os06g42120.MSUR7	10	2	1114
LOC_Os06g42130.MSUR7	0	4	266
LOC_Os06g42140.MSUR7	0	5	162
LOC_Os06g42150.MSUR7	0	2	137
LOC_Os06g42164.MSUR7	38	92	2918
LOC_Os06g42180.MSUR7	1	12	57
LOC_Os06g42205.MSUR7	3	2	102
LOC_Os06g42210.MSUR7	0	0	0
LOC_Os06g42220.MSUR7	0	0	23
LOC_Os06g42270.MSUR7	0	0	5
LOC_Os06g42310.MSUR7	0	0	552
LOC_Os06g42320.MSUR7	0	0	2
LOC_Os06g42330.MSUR7	0	0	2
LOC_Os06g42340.MSUR7	0	0	3
LOC_Os06g42390.MSUR7	0	0	2
LOC_Os06g42410.MSUR7	0	0	0
LOC_Os06g42430.MSUR7	810	425	4956
LOC_Os06g42440.MSUR7	0	4	82
LOC_Os06g42450.MSUR7	0	0	0
LOC_Os06g42460.MSUR7	0	2	32
LOC_Os06g42470.MSUR7	10	2	125
LOC_Os06g42480.MSUR7	0	0	0
LOC_Os06g42490.MSUR7	886	695	3965
LOC_Os06g42530.MSUR7	0	0	0
LOC_Os06g42540.MSUR7	8	2	293
LOC_Os06g42550.MSUR7	0	0	1
LOC_Os06g42560.MSUR7	942	596	9976
LOC_Os06g42610.MSUR7	0	0	0
LOC_Os06g42620.MSUR7	0	0	110
LOC_Os06g42630.MSUR7	5	0	186
LOC_Os06g42660.MSUR7	2	58	1169
LOC_Os06g42680.MSUR7	0	14	62
LOC_Os06g42690.MSUR7	3	3	203
LOC_Os06g42700.MSUR7	473	283	2959
LOC_Os06g42720.MSUR7	48124	17166	196573
LOC_Os06g42730.MSUR7	118	84	1705
LOC_Os06g42740.MSUR7	0	0	4
LOC_Os06g42754.MSUR7	6	48	134
LOC_Os06g42770.MSUR7	74	30	535
LOC_Os06g42780.MSUR7	0	0	6
LOC_Os06g42790.MSUR7	9450	841	14176
LOC_Os06g42800.MSUR7	44	563	3578
LOC_Os06g42810.MSUR7	139	423	2328
LOC_Os06g42824.MSUR7	0	0	2
LOC_Os06g42840.MSUR7	7	5	33
LOC_Os06g42850.MSUR7	1902	118	3359
LOC_Os06g42860.MSUR7	0	0	467
LOC_Os06g42890.MSUR7	0	17	71
LOC_Os06g42910.MSUR7	0	0	92
LOC_Os06g42920.MSUR7	0	0	1
LOC_Os06g42930.MSUR7	0	0	0
LOC_Os06g42990.MSUR7	0	0	117
LOC_Os06g43000.MSUR7	0	108	2524
LOC_Os06g43010.MSUR7	0	0	0
LOC_Os06g43020.MSUR7	8	27	371
LOC_Os06g43030.MSUR7	182	38	562
LOC_Os06g43044.MSUR7	120	16	1077
LOC_Os06g43060.MSUR7	0	2	14493
LOC_Os06g43070.MSUR7	0	0	2
LOC_Os06g43080.MSUR7	33	46	123
LOC_Os06g43090.MSUR7	508	308	6377
LOC_Os06g43100.MSUR7	0	0	0
LOC_Os06g43120.MSUR7	517	695	3401
LOC_Os06g43130.MSUR7	777	245	3776
LOC_Os06g43140.MSUR7	8393	172	7893
LOC_Os06g43160.MSUR7	57	57	415
LOC_Os06g43180.MSUR7	216	111	1395
LOC_Os06g43210.MSUR7	7212	6883	42429
LOC_Os06g43220.MSUR7	0	4	501
LOC_Os06g43230.MSUR7	0	0	2
LOC_Os06g43250.MSUR7	37	20	357
LOC_Os06g43260.MSUR7	0	2	10
LOC_Os06g43270.MSUR7	1203	551	20271
LOC_Os06g43280.MSUR7	1281	487	19706
LOC_Os06g43304.MSUR7	5	1	110
LOC_Os06g43320.MSUR7	0	0	2
LOC_Os06g43350.MSUR7	165	4	1006
LOC_Os06g43360.MSUR7	0	0	0
LOC_Os06g43370.MSUR7	57	18	134
LOC_Os06g43384.MSUR7	6	41	181
LOC_Os06g43410.MSUR7	0	82	1
LOC_Os06g43420.MSUR7	0	0	4
LOC_Os06g43430.MSUR7	704	728	3483
LOC_Os06g43440.MSUR7	0	72	6
LOC_Os06g43470.MSUR7	0	11	2
LOC_Os06g43480.MSUR7	0	0	0
LOC_Os06g43490.MSUR7	0	0	0
LOC_Os06g43500.MSUR7	0	0	0
LOC_Os06g43510.MSUR7	0	16	8
LOC_Os06g43520.MSUR7	0	5	200
LOC_Os06g43530.MSUR7	0	0	1
LOC_Os06g43550.MSUR7	1481	1820	18899
LOC_Os06g43560.MSUR7	1244	852	8104
LOC_Os06g43570.MSUR7	3913	1252	23492
LOC_Os06g43580.MSUR7	0	0	1
LOC_Os06g43590.MSUR7	5961	3359	40311
LOC_Os06g43600.MSUR7	4	190	2005
LOC_Os06g43610.MSUR7	1300	410	7799
LOC_Os06g43620.MSUR7	256	105	3397
LOC_Os06g43630.MSUR7	2376	4177	10557
LOC_Os06g43640.MSUR7	3024	2276	20479
LOC_Os06g43650.MSUR7	13741	7730	90589
LOC_Os06g43660.MSUR7	18051	9969	38188
LOC_Os06g43670.MSUR7	447	1814	1759
LOC_Os06g43680.MSUR7	1586	895	4936
LOC_Os06g43690.MSUR7	826	468	5076
LOC_Os06g43700.MSUR7	434	994	6178
LOC_Os06g43710.MSUR7	2239	1446	12686
LOC_Os06g43720.MSUR7	0	0	4
LOC_Os06g43730.MSUR7	0	0	0
LOC_Os06g43740.MSUR7	0	0	0
LOC_Os06g43750.MSUR7	0	0	6
LOC_Os06g43760.MSUR7	1450	1300	10446
LOC_Os06g43770.MSUR7	0	10	102
LOC_Os06g43780.MSUR7	13	122	15
LOC_Os06g43790.MSUR7	1240	1200	7210
LOC_Os06g43800.MSUR7	10509	333	15935
LOC_Os06g43810.MSUR7	1139	98	2304
LOC_Os06g43820.MSUR7	2	0	8
LOC_Os06g43840.MSUR7	1908	1378	12637
LOC_Os06g43850.MSUR7	13490	3563	125477
LOC_Os06g43860.MSUR7	40274	5750	34595
LOC_Os06g43870.MSUR7	818	505	2336
LOC_Os06g43880.MSUR7	2	0	1051
LOC_Os06g43890.MSUR7	0	2	1
LOC_Os06g43900.MSUR7	6823	556	33842
LOC_Os06g43910.MSUR7	0	14	17
LOC_Os06g43920.MSUR7	6	17	26
LOC_Os06g43930.MSUR7	1354	1844	3172
LOC_Os06g43940.MSUR7	222	301	1997
LOC_Os06g43950.MSUR7	57	211	1967
LOC_Os06g43960.MSUR7	64	168	2721
LOC_Os06g43970.MSUR7	4	8	285
LOC_Os06g43980.MSUR7	113	105	1077
LOC_Os06g43990.MSUR7	354	454	916
LOC_Os06g44000.MSUR7	0	0	0
LOC_Os06g44010.MSUR7	162	146	25
LOC_Os06g44020.MSUR7	0	0	0
LOC_Os06g44030.MSUR7	1459	698	5867
LOC_Os06g44034.MSUR7	826	673	3286
LOC_Os06g44040.MSUR7	66	152	714
LOC_Os06g44050.MSUR7	60	32	2644
LOC_Os06g44060.MSUR7	68	361	1057
LOC_Os06g44080.MSUR7	2375	948	14067
LOC_Os06g44090.MSUR7	0	0	0
LOC_Os06g44100.MSUR7	2	45	14
LOC_Os06g44140.MSUR7	479	1502	3740
LOC_Os06g44150.MSUR7	1200	272	3581
LOC_Os06g44160.MSUR7	6130	98	4960
LOC_Os06g44170.MSUR7	985	282	2239
LOC_Os06g44180.MSUR7	342	92	6310
LOC_Os06g44190.MSUR7	125	13	1586
LOC_Os06g44200.MSUR7	228	198	938
LOC_Os06g44210.MSUR7	2089	1577	9609
LOC_Os06g44220.MSUR7	0	0	0
LOC_Os06g44230.MSUR7	5407	826	10734
LOC_Os06g44240.MSUR7	0	2	27
LOC_Os06g44250.MSUR7	68	31	512
LOC_Os06g44260.MSUR7	260	0	6379
LOC_Os06g44270.MSUR7	2137	948	21458
LOC_Os06g44275.MSUR7	0	10	70
LOC_Os06g44300.MSUR7	2	0	10468
LOC_Os06g44310.MSUR7	32	132	7987
LOC_Os06g44320.MSUR7	14	14	815
LOC_Os06g44330.MSUR7	0	0	0
LOC_Os06g44350.MSUR7	0	0	0
LOC_Os06g44360.MSUR7	0	7	20
LOC_Os06g44370.MSUR7	1147	690	8282
LOC_Os06g44374.MSUR7	1600	971	15491
LOC_Os06g44380.MSUR7	1059	733	5606
LOC_Os06g44390.MSUR7	0	0	0
LOC_Os06g44400.MSUR7	0	0	2
LOC_Os06g44410.MSUR7	26	137	150
LOC_Os06g44420.MSUR7	154	81	1603
LOC_Os06g44430.MSUR7	5	0	8
LOC_Os06g44450.MSUR7	7940	148	32243
LOC_Os06g44460.MSUR7	911	80	4581
LOC_Os06g44470.MSUR7	0	0	14888
LOC_Os06g44490.MSUR7	0	0	0
LOC_Os06g44500.MSUR7	1910	390	9097
LOC_Os06g44510.MSUR7	0	0	2
LOC_Os06g44540.MSUR7	357	30	3453
LOC_Os06g44550.MSUR7	0	0	0
LOC_Os06g44610.MSUR7	330	0	11300
LOC_Os06g44620.MSUR7	1890	579	19616
LOC_Os06g44630.MSUR7	0	0	0
LOC_Os06g44640.MSUR7	9	19	1346
LOC_Os06g44650.MSUR7	0	0	4
LOC_Os06g44660.MSUR7	0	0	2511
LOC_Os06g44670.MSUR7	0	0	2
LOC_Os06g44680.MSUR7	0	0	0
LOC_Os06g44750.MSUR7	0	22	21
LOC_Os06g44760.MSUR7	2	1	16
LOC_Os06g44770.MSUR7	0	2	0
LOC_Os06g44780.MSUR7	0	0	0
LOC_Os06g44790.MSUR7	0	0	6
LOC_Os06g44810.MSUR7	12	8	3072
LOC_Os06g44820.MSUR7	0	0	36
LOC_Os06g44830.MSUR7	0	0	1
LOC_Os06g44840.MSUR7	4655	444	28782
LOC_Os06g44860.MSUR7	0	0	101
LOC_Os06g44870.MSUR7	87	26	712
LOC_Os06g44880.MSUR7	62	94	640
LOC_Os06g44890.MSUR7	2840	1485	12932
LOC_Os06g44900.MSUR7	6	2	1288
LOC_Os06g44910.MSUR7	2114	1847	14461
LOC_Os06g44920.MSUR7	0	1	6
LOC_Os06g44930.MSUR7	0	14	449
LOC_Os06g44970.MSUR7	0	93	406
LOC_Os06g44980.MSUR7	0	0	525
LOC_Os06g45000.MSUR7	1421	898	15776
LOC_Os06g45010.MSUR7	4	8	148
LOC_Os06g45020.MSUR7	533	1161	1989
LOC_Os06g45040.MSUR7	191	38	1026
LOC_Os06g45050.MSUR7	120	71	4269
LOC_Os06g45060.MSUR7	1078	288	6993
LOC_Os06g45070.MSUR7	1190	264	7689
LOC_Os06g45080.MSUR7	246	444	2467
LOC_Os06g45090.MSUR7	1550	727	10182
LOC_Os06g45100.MSUR7	1595	300	8274
LOC_Os06g45110.MSUR7	300	1064	2002
LOC_Os06g45120.MSUR7	15187	5210	115992
LOC_Os06g45130.MSUR7	18	9	110
LOC_Os06g45140.MSUR7	422	1280	1511
LOC_Os06g45150.MSUR7	0	0	6785
LOC_Os06g45160.MSUR7	0	0	3109
LOC_Os06g45180.MSUR7	0	0	15876
LOC_Os06g45190.MSUR7	0	0	21304
LOC_Os06g45200.MSUR7	1	0	288
LOC_Os06g45210.MSUR7	0	0	19258
LOC_Os06g45220.MSUR7	0	0	5
LOC_Os06g45230.MSUR7	0	0	35267
LOC_Os06g45240.MSUR7	0	4	2127
LOC_Os06g45250.MSUR7	384	138	3510
LOC_Os06g45280.MSUR7	1046	747	6570
LOC_Os06g45290.MSUR7	0	0	29764
LOC_Os06g45300.MSUR7	4262	1846	24374
LOC_Os06g45310.MSUR7	318	228	2126
LOC_Os06g45320.MSUR7	26	13	387
LOC_Os06g45330.MSUR7	153	174	802
LOC_Os06g45340.MSUR7	1572	156	8490
LOC_Os06g45350.MSUR7	4297	689	13465
LOC_Os06g45360.MSUR7	1784	476	8866
LOC_Os06g45370.MSUR7	1093	66	3581
LOC_Os06g45380.MSUR7	4900	2062	24829
LOC_Os06g45390.MSUR7	578	394	7408
LOC_Os06g45410.MSUR7	76	38	556
LOC_Os06g45420.MSUR7	0	0	0
LOC_Os06g45430.MSUR7	3285	2575	17910
LOC_Os06g45440.MSUR7	3030	1026	21265
LOC_Os06g45450.MSUR7	0	4	2
LOC_Os06g45460.MSUR7	0	2	32
LOC_Os06g45470.MSUR7	0	0	0
LOC_Os06g45480.MSUR7	1311	2816	9192
LOC_Os06g45490.MSUR7	0	0	0
LOC_Os06g45500.MSUR7	188	1551	4641
LOC_Os06g45510.MSUR7	2250	698	15091
LOC_Os06g45540.MSUR7	0	0	356
LOC_Os06g45570.MSUR7	1095	478	1394
LOC_Os06g45580.MSUR7	40	22	188
LOC_Os06g45590.MSUR7	64	16	5661
LOC_Os06g45600.MSUR7	0	0	0
LOC_Os06g45610.MSUR7	0	14	267
LOC_Os06g45620.MSUR7	0	0	2
LOC_Os06g45630.MSUR7	6	24	18
LOC_Os06g45640.MSUR7	278	256	1037
LOC_Os06g45650.MSUR7	4	6	44
LOC_Os06g45660.MSUR7	1796	412	15940
LOC_Os06g45670.MSUR7	318	581	6992
LOC_Os06g45680.MSUR7	4	8	3
LOC_Os06g45690.MSUR7	47	153	673
LOC_Os06g45710.MSUR7	710	1448	44245
LOC_Os06g45720.MSUR7	0	0	0
LOC_Os06g45730.MSUR7	0	2	74
LOC_Os06g45770.MSUR7	0	0	3
LOC_Os06g45780.MSUR7	2	7	75
LOC_Os06g45790.MSUR7	0	0	0
LOC_Os06g45800.MSUR7	226	418	1658
LOC_Os06g45820.MSUR7	137816	3353	100781
LOC_Os06g45830.MSUR7	748	832	5030
LOC_Os06g45840.MSUR7	1444	548	6647
LOC_Os06g45850.MSUR7	722	1153	10293
LOC_Os06g45860.MSUR7	1008	642	5637
LOC_Os06g45870.MSUR7	32	26	462
LOC_Os06g45890.MSUR7	410	291	2930
LOC_Os06g45900.MSUR7	29	76	361
LOC_Os06g45910.MSUR7	1637	557	6934
LOC_Os06g45920.MSUR7	0	0	5508
LOC_Os06g45930.MSUR7	0	0	0
LOC_Os06g45940.MSUR7	308	207	2826
LOC_Os06g45950.MSUR7	2	2	1415
LOC_Os06g45960.MSUR7	148	2	8
LOC_Os06g45970.MSUR7	53	12	7
LOC_Os06g45990.MSUR7	9522	4318	137788
LOC_Os06g46000.MSUR7	9702	5009	140178
LOC_Os06g46010.MSUR7	0	2	114
LOC_Os06g46020.MSUR7	0	0	105
LOC_Os06g46030.MSUR7	20	247	2785
LOC_Os06g46050.MSUR7	1	1	5
LOC_Os06g46060.MSUR7	1978	1423	26308
LOC_Os06g46065.MSUR7	279	342	1934
LOC_Os06g46070.MSUR7	0	0	0
LOC_Os06g46080.MSUR7	0	0	0
LOC_Os06g46090.MSUR7	0	0	0
LOC_Os06g46100.MSUR7	0	2	0
LOC_Os06g46110.MSUR7	0	0	4
LOC_Os06g46120.MSUR7	600	618	5308
LOC_Os06g46140.MSUR7	21	71	86
LOC_Os06g46149.MSUR7	782	1384	114
LOC_Os06g46160.MSUR7	0	0	0
LOC_Os06g46190.MSUR7	0	0	0
LOC_Os06g46200.MSUR7	0	0	0
LOC_Os06g46210.MSUR7	0	4	0
LOC_Os06g46230.MSUR7	0	0	4
LOC_Os06g46240.MSUR7	408	371	2488
LOC_Os06g46250.MSUR7	0	24	248
LOC_Os06g46260.MSUR7	0	0	0
LOC_Os06g46270.MSUR7	364	785	13369
LOC_Os06g46284.MSUR7	183	220	4923
LOC_Os06g46310.MSUR7	522	1303	8729
LOC_Os06g46330.MSUR7	269	479	2190
LOC_Os06g46340.MSUR7	54	180	108
LOC_Os06g46350.MSUR7	0	22	247
LOC_Os06g46360.MSUR7	0	0	0
LOC_Os06g46366.MSUR7	2014	1545	12701
LOC_Os06g46372.MSUR7	1020	625	5963
LOC_Os06g46380.MSUR7	1213	594	5588
LOC_Os06g46390.MSUR7	72	42	618
LOC_Os06g46400.MSUR7	1090	495	5479
LOC_Os06g46410.MSUR7	526	980	16156
LOC_Os06g46420.MSUR7	1	0	57
LOC_Os06g46430.MSUR7	0	0	6
LOC_Os06g46434.MSUR7	283	96	1139
LOC_Os06g46435.MSUR7	221	59	669
LOC_Os06g46436.MSUR7	7	3	36
LOC_Os06g46438.MSUR7	0	0	0
LOC_Os06g46440.MSUR7	0	6	0
LOC_Os06g46450.MSUR7	1859	1231	9252
LOC_Os06g46460.MSUR7	615	0	565
LOC_Os06g46470.MSUR7	2	0	559
LOC_Os06g46475.MSUR7	22	3	1612
LOC_Os06g46480.MSUR7	14	2	307
LOC_Os06g46500.MSUR7	18	352	2586
LOC_Os06g46540.MSUR7	181	100	1252
LOC_Os06g46550.MSUR7	4	0	30
LOC_Os06g46560.MSUR7	0	0	7141
LOC_Os06g46570.MSUR7	34	56	908
LOC_Os06g46580.MSUR7	0	0	65
LOC_Os06g46590.MSUR7	980	251	3499
LOC_Os06g46600.MSUR7	941	674	7803
LOC_Os06g46640.MSUR7	0	0	0
LOC_Os06g46650.MSUR7	0	0	0
LOC_Os06g46670.MSUR7	1296	180	2717
LOC_Os06g46680.MSUR7	2	0	1120
LOC_Os06g46690.MSUR7	34	32	299
LOC_Os06g46700.MSUR7	464	191	4142
LOC_Os06g46730.MSUR7	4	0	79
LOC_Os06g46740.MSUR7	209	4	2439
LOC_Os06g46754.MSUR7	86	59	1537
LOC_Os06g46770.MSUR7	78085	24372	276277
LOC_Os06g46780.MSUR7	0	0	3
LOC_Os06g46799.MSUR7	214	364	18991
LOC_Os06g46820.MSUR7	1311	619	4269
LOC_Os06g46830.MSUR7	0	0	0
LOC_Os06g46840.MSUR7	0	0	0
LOC_Os06g46860.MSUR7	0	0	2
LOC_Os06g46870.MSUR7	1	0	36
LOC_Os06g46880.MSUR7	482	294	2812
LOC_Os06g46890.MSUR7	1370	658	6279
LOC_Os06g46900.MSUR7	72	194	7003
LOC_Os06g46910.MSUR7	612	8	924
LOC_Os06g46920.MSUR7	1210	4	1668
LOC_Os06g46930.MSUR7	8289	917	52070
LOC_Os06g46940.MSUR7	324	550	8487
LOC_Os06g46950.MSUR7	233	214	1293
LOC_Os06g46960.MSUR7	3	0	236
LOC_Os06g46970.MSUR7	63	296	808
LOC_Os06g46980.MSUR7	6	20	240
LOC_Os06g46990.MSUR7	2	62	428
LOC_Os06g46995.MSUR7	22	54	874
LOC_Os06g47000.MSUR7	622	308	4254
LOC_Os06g47020.MSUR7	0	0	1
LOC_Os06g47030.MSUR7	0	0	6
LOC_Os06g47050.MSUR7	0	0	1
LOC_Os06g47060.MSUR7	0	0	3
LOC_Os06g47100.MSUR7	0	0	92
LOC_Os06g47110.MSUR7	0	0	16090
LOC_Os06g47120.MSUR7	4	0	13
LOC_Os06g47130.MSUR7	1084	159	4974
LOC_Os06g47140.MSUR7	0	0	0
LOC_Os06g47150.MSUR7	3793	628	11787
LOC_Os06g47160.MSUR7	0	0	0
LOC_Os06g47200.MSUR7	343	785	12459
LOC_Os06g47210.MSUR7	158	114	1089
LOC_Os06g47220.MSUR7	1288	1066	28074
LOC_Os06g47230.MSUR7	32803	16116	192392
LOC_Os06g47250.MSUR7	4	42	2025
LOC_Os06g47260.MSUR7	0	0	455
LOC_Os06g47270.MSUR7	0	2	162
LOC_Os06g47280.MSUR7	0	0	6
LOC_Os06g47290.MSUR7	249	228	2726
LOC_Os06g47294.MSUR7	367	329	7036
LOC_Os06g47300.MSUR7	1089	331	4338
LOC_Os06g47310.MSUR7	448	44	5519
LOC_Os06g47320.MSUR7	2190	2467	18185
LOC_Os06g47330.MSUR7	2064	831	9723
LOC_Os06g47340.MSUR7	3166	2388	37645
LOC_Os06g47350.MSUR7	6755	10953	43933
LOC_Os06g47360.MSUR7	1711	0	110
LOC_Os06g47390.MSUR7	0	0	2
LOC_Os06g47400.MSUR7	0	0	0
LOC_Os06g47410.MSUR7	0	1	2
LOC_Os06g47430.MSUR7	0	4	12
LOC_Os06g47440.MSUR7	0	0	0
LOC_Os06g47450.MSUR7	0	0	0
LOC_Os06g47460.MSUR7	0	0	0
LOC_Os06g47480.MSUR7	0	0	0
LOC_Os06g47490.MSUR7	0	0	0
LOC_Os06g47520.MSUR7	0	0	6
LOC_Os06g47530.MSUR7	0	0	6
LOC_Os06g47540.MSUR7	0	0	0
LOC_Os06g47544.MSUR7	0	0	2
LOC_Os06g47550.MSUR7	2986	669	4735
LOC_Os06g47560.MSUR7	2	1	1
LOC_Os06g47570.MSUR7	40	78	329
LOC_Os06g47580.MSUR7	1628	567	3736
LOC_Os06g47590.MSUR7	210	180	3258
LOC_Os06g47600.MSUR7	2	64	6853
LOC_Os06g47620.MSUR7	86	64	1309
LOC_Os06g47630.MSUR7	0	0	0
LOC_Os06g47640.MSUR7	1041	364	826
