/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170742.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170744.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/barthii/SRR1170762.sra.uniq.bam
LOC_Os02g24920.MSUR7	0	0	0
LOC_Os02g24930.MSUR7	0	0	2
LOC_Os02g25010.MSUR7	0	0	0
LOC_Os02g25020.MSUR7	6	438	14
LOC_Os02g25050.MSUR7	0	0	1
LOC_Os02g25060.MSUR7	3207	1378	13869
LOC_Os02g25080.MSUR7	132	118	1289
LOC_Os02g25150.MSUR7	2	1	32
LOC_Os02g25230.MSUR7	18	107	1061
LOC_Os02g25240.MSUR7	2	1	3
LOC_Os02g25270.MSUR7	0	0	0
LOC_Os02g25300.MSUR7	0	0	0
LOC_Os02g25410.MSUR7	0	0	0
LOC_Os02g25449.MSUR7	28	24	224
LOC_Os02g25580.MSUR7	1748	1510	7130
LOC_Os02g25590.MSUR7	0	0	7
LOC_Os02g25600.MSUR7	0	0	12
LOC_Os02g25610.MSUR7	0	0	9
LOC_Os02g25620.MSUR7	0	0	0
LOC_Os02g25624.MSUR7	0	0	17
LOC_Os02g25630.MSUR7	2	13	18
LOC_Os02g25640.MSUR7	4	0	2082
LOC_Os02g25650.MSUR7	51	27	213
LOC_Os02g25680.MSUR7	0	2	16
LOC_Os02g25690.MSUR7	0	0	0
LOC_Os02g25700.MSUR7	0	20	91
LOC_Os02g25755.MSUR7	0	0	5
LOC_Os02g25780.MSUR7	106	376	503
LOC_Os02g25820.MSUR7	0	0	74
LOC_Os02g25830.MSUR7	0	0	3
LOC_Os02g25840.MSUR7	84	272	944
LOC_Os02g25860.MSUR7	0	0	114
LOC_Os02g25870.MSUR7	21	352	1939
LOC_Os02g25890.MSUR7	0	0	0
LOC_Os02g25900.MSUR7	542	1592	26948
LOC_Os02g25910.MSUR7	0	0	103
LOC_Os02g25940.MSUR7	1	0	25
LOC_Os02g25960.MSUR7	19	20	1242
LOC_Os02g25980.MSUR7	0	0	0
LOC_Os02g26014.MSUR7	0	14	39
LOC_Os02g26080.MSUR7	0	0	1
LOC_Os02g26120.MSUR7	0	0	0
LOC_Os02g26130.MSUR7	0	0	0
LOC_Os02g26140.MSUR7	0	3	110
LOC_Os02g26150.MSUR7	0	0	4
LOC_Os02g26160.MSUR7	41	4	245
LOC_Os02g26170.MSUR7	0	0	0
LOC_Os02g26200.MSUR7	0	0	0
LOC_Os02g26210.MSUR7	11582	24	11518
LOC_Os02g26220.MSUR7	0	0	0
LOC_Os02g26260.MSUR7	4	2	20
LOC_Os02g26290.MSUR7	0	0	42193
LOC_Os02g26294.MSUR7	908	377	4152
LOC_Os02g26300.MSUR7	254	161	1927
LOC_Os02g26310.MSUR7	1	2	86
LOC_Os02g26320.MSUR7	0	0	5203
LOC_Os02g26330.MSUR7	16	25	325
LOC_Os02g26370.MSUR7	572	364	8663
LOC_Os02g26380.MSUR7	0	0	9
LOC_Os02g26390.MSUR7	136	39	4465
LOC_Os02g26400.MSUR7	947	53	1650
LOC_Os02g26404.MSUR7	247	290	1825
LOC_Os02g26430.MSUR7	27	12	58
LOC_Os02g26440.MSUR7	1480	882	12471
LOC_Os02g26460.MSUR7	1	0	2
LOC_Os02g26470.MSUR7	7	5	143
LOC_Os02g26480.MSUR7	4	0	712
LOC_Os02g26490.MSUR7	0	0	0
LOC_Os02g26530.MSUR7	0	0	0
LOC_Os02g26540.MSUR7	0	0	7
LOC_Os02g26550.MSUR7	234	84	962
LOC_Os02g26560.MSUR7	260	138	1198
LOC_Os02g26570.MSUR7	0	0	0
LOC_Os02g26580.MSUR7	0	0	2
LOC_Os02g26590.MSUR7	0	0	0
LOC_Os02g26600.MSUR7	0	0	294
LOC_Os02g26640.MSUR7	0	0	0
LOC_Os02g26650.MSUR7	4416	1498	17106
LOC_Os02g26660.MSUR7	359	250	2602
LOC_Os02g26670.MSUR7	20	84	2274
LOC_Os02g26680.MSUR7	0	0	0
LOC_Os02g26700.MSUR7	5351	3541	78985
LOC_Os02g26710.MSUR7	0	0	1
LOC_Os02g26720.MSUR7	31	10	765
LOC_Os02g26730.MSUR7	0	0	2
LOC_Os02g26770.MSUR7	0	18	0
LOC_Os02g26790.MSUR7	0	0	0
LOC_Os02g26794.MSUR7	0	0	0
LOC_Os02g26800.MSUR7	0	0	0
LOC_Os02g26810.MSUR7	6	100	16
LOC_Os02g26814.MSUR7	1069	460	5383
LOC_Os02g26840.MSUR7	28	0	176
LOC_Os02g26850.MSUR7	450	162	3875
LOC_Os02g26860.MSUR7	2984	576	7735
LOC_Os02g26890.MSUR7	30	46	253
LOC_Os02g26900.MSUR7	0	0	2
LOC_Os02g26940.MSUR7	85	70	680
LOC_Os02g26950.MSUR7	0	0	0
LOC_Os02g26960.MSUR7	1037	472	4893
LOC_Os02g26970.MSUR7	0	0	0
LOC_Os02g26984.MSUR7	2647	2006	15429
LOC_Os02g27000.MSUR7	66	65	7865
LOC_Os02g27030.MSUR7	60810	14148	247313
LOC_Os02g27040.MSUR7	1	0	1
LOC_Os02g27060.MSUR7	2280	253	4762
LOC_Os02g27070.MSUR7	453	148	1962
LOC_Os02g27080.MSUR7	0	0	2
LOC_Os02g27100.MSUR7	2	0	6
LOC_Os02g27110.MSUR7	2228	2972	11515
LOC_Os02g27130.MSUR7	93	357	1129
LOC_Os02g27140.MSUR7	0	0	2
LOC_Os02g27150.MSUR7	0	0	0
LOC_Os02g27170.MSUR7	0	0	10
LOC_Os02g27190.MSUR7	2	0	45
LOC_Os02g27200.MSUR7	5	2	149
LOC_Os02g27220.MSUR7	452	1242	6310
LOC_Os02g27250.MSUR7	0	0	0
LOC_Os02g27260.MSUR7	0	0	0
LOC_Os02g27290.MSUR7	0	0	0
LOC_Os02g27300.MSUR7	0	0	0
LOC_Os02g27310.MSUR7	49	142	95
LOC_Os02g27340.MSUR7	0	0	9
LOC_Os02g27350.MSUR7	6	21	33
LOC_Os02g27360.MSUR7	1248	1264	4543
LOC_Os02g27370.MSUR7	0	0	0
LOC_Os02g27400.MSUR7	0	0	8
LOC_Os02g27430.MSUR7	0	0	0
LOC_Os02g27440.MSUR7	544	311	2310
LOC_Os02g27450.MSUR7	0	0	5
LOC_Os02g27470.MSUR7	1338	1164	10118
LOC_Os02g27480.MSUR7	1332	889	4016
LOC_Os02g27490.MSUR7	1787	42	2229
LOC_Os02g27500.MSUR7	0	0	0
LOC_Os02g27540.MSUR7	0	2	4
LOC_Os02g27550.MSUR7	0	0	0
LOC_Os02g27560.MSUR7	0	0	0
LOC_Os02g27580.MSUR7	0	0	0
LOC_Os02g27590.MSUR7	0	0	0
LOC_Os02g27592.MSUR7	0	0	2
LOC_Os02g27600.MSUR7	0	0	0
LOC_Os02g27610.MSUR7	0	0	0
LOC_Os02g27620.MSUR7	168	263	1904
LOC_Os02g27660.MSUR7	0	0	0
LOC_Os02g27674.MSUR7	2	0	10
LOC_Os02g27680.MSUR7	0	0	0
LOC_Os02g27690.MSUR7	0	4	0
LOC_Os02g27710.MSUR7	0	4	0
LOC_Os02g27730.MSUR7	0	0	0
LOC_Os02g27740.MSUR7	338	148	2442
LOC_Os02g27760.MSUR7	6925	3518	71164
LOC_Os02g27769.MSUR7	385	475	5198
LOC_Os02g27780.MSUR7	0	0	3
LOC_Os02g27790.MSUR7	5	2	105
LOC_Os02g27800.MSUR7	0	0	31
LOC_Os02g27810.MSUR7	54	90	1417
LOC_Os02g27820.MSUR7	0	0	28
LOC_Os02g27830.MSUR7	0	0	11
LOC_Os02g27840.MSUR7	0	0	0
LOC_Os02g27880.MSUR7	4	1	138
LOC_Os02g27900.MSUR7	0	0	4
LOC_Os02g27910.MSUR7	0	0	0
LOC_Os02g27940.MSUR7	0	0	1
LOC_Os02g27950.MSUR7	2546	1475	13644
LOC_Os02g27960.MSUR7	1126	377	11683
LOC_Os02g27970.MSUR7	0	0	0
LOC_Os02g27990.MSUR7	0	0	2
LOC_Os02g28030.MSUR7	1	0	23
LOC_Os02g28040.MSUR7	571	355	3623
LOC_Os02g28050.MSUR7	0	0	2
LOC_Os02g28074.MSUR7	290	396	897
LOC_Os02g28100.MSUR7	0	0	2
LOC_Os02g28110.MSUR7	0	0	2
LOC_Os02g28130.MSUR7	0	0	0
LOC_Os02g28140.MSUR7	0	0	0
LOC_Os02g28170.MSUR7	665	41	464
LOC_Os02g28200.MSUR7	198	1	12
LOC_Os02g28210.MSUR7	0	0	13
LOC_Os02g28220.MSUR7	237	0	571
LOC_Os02g28230.MSUR7	0	0	1
LOC_Os02g28240.MSUR7	1	16	0
LOC_Os02g28270.MSUR7	0	0	0
LOC_Os02g28280.MSUR7	0	0	0
LOC_Os02g28290.MSUR7	0	0	4
LOC_Os02g28300.MSUR7	0	2	14
LOC_Os02g28310.MSUR7	8	12	143
LOC_Os02g28334.MSUR7	0	382	253
LOC_Os02g28340.MSUR7	58	99	3774
LOC_Os02g28360.MSUR7	1	1	9
LOC_Os02g28410.MSUR7	0	2	0
LOC_Os02g28430.MSUR7	0	0	0
LOC_Os02g28450.MSUR7	0	0	0
LOC_Os02g28460.MSUR7	0	0	5
LOC_Os02g28465.MSUR7	16	0	48
LOC_Os02g28470.MSUR7	2	6	92
LOC_Os02g28490.MSUR7	0	0	0
LOC_Os02g28530.MSUR7	5	11	51
LOC_Os02g28560.MSUR7	0	0	0
LOC_Os02g28570.MSUR7	9	0	128
LOC_Os02g28580.MSUR7	0	0	1302
LOC_Os02g28590.MSUR7	0	0	0
LOC_Os02g28600.MSUR7	0	0	45
LOC_Os02g28660.MSUR7	0	0	258
LOC_Os02g28670.MSUR7	0	0	0
LOC_Os02g28680.MSUR7	0	0	25
LOC_Os02g28700.MSUR7	0	0	0
LOC_Os02g28720.MSUR7	1894	1028	12194
LOC_Os02g28730.MSUR7	0	0	0
LOC_Os02g28800.MSUR7	0	0	0
LOC_Os02g28810.MSUR7	5500	2010	57119
LOC_Os02g28820.MSUR7	94	15	534
LOC_Os02g28830.MSUR7	2451	1177	18957
LOC_Os02g28850.MSUR7	6	60	704
LOC_Os02g28860.MSUR7	1	13	122
LOC_Os02g28870.MSUR7	6	24	111
LOC_Os02g28880.MSUR7	0	0	0
LOC_Os02g28900.MSUR7	110	82	56
LOC_Os02g28910.MSUR7	0	0	0
LOC_Os02g28930.MSUR7	0	0	0
LOC_Os02g28970.MSUR7	0	0	14
LOC_Os02g28980.MSUR7	1312	1441	27073
LOC_Os02g28990.MSUR7	0	0	0
LOC_Os02g29000.MSUR7	0	0	0
LOC_Os02g29020.MSUR7	0	0	4
LOC_Os02g29040.MSUR7	2	0	244
LOC_Os02g29070.MSUR7	0	0	0
LOC_Os02g29080.MSUR7	0	0	0
LOC_Os02g29090.MSUR7	0	0	14
LOC_Os02g29110.MSUR7	0	0	115
LOC_Os02g29120.MSUR7	2	0	19
LOC_Os02g29130.MSUR7	4	0	1448
LOC_Os02g29140.MSUR7	2	4	5221
LOC_Os02g29150.MSUR7	45	6	5825
LOC_Os02g29160.MSUR7	6	0	415
LOC_Os02g29170.MSUR7	0	0	0
LOC_Os02g29180.MSUR7	0	0	0
LOC_Os02g29190.MSUR7	0	0	0
LOC_Os02g29200.MSUR7	0	0	0
LOC_Os02g29210.MSUR7	0	0	3
LOC_Os02g29220.MSUR7	93	0	1303
LOC_Os02g29230.MSUR7	2	1	57
LOC_Os02g29240.MSUR7	0	0	5
LOC_Os02g29250.MSUR7	0	0	4
LOC_Os02g29290.MSUR7	0	9	31
LOC_Os02g29300.MSUR7	0	0	3
LOC_Os02g29310.MSUR7	0	0	4
LOC_Os02g29320.MSUR7	828	371	8677
LOC_Os02g29340.MSUR7	904	580	3328
LOC_Os02g29350.MSUR7	0	0	0
LOC_Os02g29380.MSUR7	575	586	5641
LOC_Os02g29390.MSUR7	0	1	2
LOC_Os02g29400.MSUR7	414	400	9869
LOC_Os02g29440.MSUR7	0	0	0
LOC_Os02g29450.MSUR7	0	10	22
LOC_Os02g29464.MSUR7	540	850	9085
LOC_Os02g29480.MSUR7	834	563	8282
LOC_Os02g29490.MSUR7	0	0	2
LOC_Os02g29500.MSUR7	287	280	1342
LOC_Os02g29510.MSUR7	934	14	2667
LOC_Os02g29520.MSUR7	0	0	2
LOC_Os02g29530.MSUR7	1068	1518	8801
LOC_Os02g29540.MSUR7	0	0	0
LOC_Os02g29550.MSUR7	8254	735	6461
LOC_Os02g29590.MSUR7	2	0	0
LOC_Os02g29600.MSUR7	0	0	3
LOC_Os02g29610.MSUR7	0	0	0
LOC_Os02g29620.MSUR7	0	0	0
LOC_Os02g29720.MSUR7	0	0	2
LOC_Os02g29774.MSUR7	94	38	2157
LOC_Os02g29800.MSUR7	0	0	2
LOC_Os02g29860.MSUR7	0	0	1
LOC_Os02g29890.MSUR7	1176	842	4982
LOC_Os02g29900.MSUR7	0	0	0
LOC_Os02g29910.MSUR7	0	0	0
LOC_Os02g29940.MSUR7	0	0	0
LOC_Os02g29960.MSUR7	1079	174	4925
LOC_Os02g29970.MSUR7	0	0	0
LOC_Os02g29980.MSUR7	0	4	67
LOC_Os02g30050.MSUR7	3531	1445	46761
LOC_Os02g30060.MSUR7	0	0	4
LOC_Os02g30070.MSUR7	0	0	2
LOC_Os02g30080.MSUR7	0	1	1274
LOC_Os02g30090.MSUR7	2	0	52
LOC_Os02g30100.MSUR7	41	39	20013
LOC_Os02g30110.MSUR7	4653	95	32778
LOC_Os02g30114.MSUR7	11	2	112
LOC_Os02g30140.MSUR7	356	396	4468
LOC_Os02g30150.MSUR7	16	173	617
LOC_Os02g30170.MSUR7	0	0	0
LOC_Os02g30180.MSUR7	2300	2080	21280
LOC_Os02g30190.MSUR7	2	201	16
LOC_Os02g30200.MSUR7	0	3	202
LOC_Os02g30210.MSUR7	1387	2895	8145
LOC_Os02g30219.MSUR7	0	0	0
LOC_Os02g30230.MSUR7	944	520	4322
LOC_Os02g30240.MSUR7	2	18	1161
LOC_Os02g30250.MSUR7	0	0	2
LOC_Os02g30270.MSUR7	2	5	31
LOC_Os02g30280.MSUR7	10	98	690
LOC_Os02g30300.MSUR7	5	0	136
LOC_Os02g30310.MSUR7	1247	1567	13507
LOC_Os02g30320.MSUR7	40516	644	37746
LOC_Os02g30330.MSUR7	3	50	2
LOC_Os02g30380.MSUR7	4	6	1587
LOC_Os02g30410.MSUR7	10285	959	30900
LOC_Os02g30420.MSUR7	58	10	1875
LOC_Os02g30440.MSUR7	0	0	8
LOC_Os02g30450.MSUR7	0	0	0
LOC_Os02g30460.MSUR7	1743	592	19474
LOC_Os02g30470.MSUR7	78	102	1528
LOC_Os02g30540.MSUR7	0	2	0
LOC_Os02g30550.MSUR7	14	0	18
LOC_Os02g30560.MSUR7	0	0	0
LOC_Os02g30590.MSUR7	0	0	0
LOC_Os02g30600.MSUR7	23	89	970
LOC_Os02g30610.MSUR7	26	10	524
LOC_Os02g30620.MSUR7	1891	1347	10712
LOC_Os02g30624.MSUR7	6770	1526	37586
LOC_Os02g30630.MSUR7	6681	1969	36055
LOC_Os02g30640.MSUR7	204	258	1721
LOC_Os02g30650.MSUR7	820	134	11685
LOC_Os02g30660.MSUR7	3	4	21
LOC_Os02g30670.MSUR7	0	0	2
LOC_Os02g30690.MSUR7	0	0	3
LOC_Os02g30700.MSUR7	0	0	11
LOC_Os02g30714.MSUR7	14	66	2322
LOC_Os02g30730.MSUR7	3183	1610	18450
LOC_Os02g30760.MSUR7	0	0	0
LOC_Os02g30780.MSUR7	2	0	325
LOC_Os02g30790.MSUR7	0	0	581
LOC_Os02g30800.MSUR7	55	166	1020
LOC_Os02g30810.MSUR7	4	3442	559
LOC_Os02g30820.MSUR7	0	10	1
LOC_Os02g30830.MSUR7	0	0	4
LOC_Os02g30840.MSUR7	904	213	3290
LOC_Os02g30850.MSUR7	2	8	62
LOC_Os02g30860.MSUR7	0	0	0
LOC_Os02g30870.MSUR7	0	0	0
LOC_Os02g30890.MSUR7	0	0	0
LOC_Os02g30900.MSUR7	844	925	6886
LOC_Os02g30910.MSUR7	143	0	15217
LOC_Os02g30920.MSUR7	0	0	0
LOC_Os02g30930.MSUR7	0	0	0
LOC_Os02g30940.MSUR7	0	0	2
LOC_Os02g30955.MSUR7	4	0	36
LOC_Os02g30974.MSUR7	565	168	2917
LOC_Os02g31030.MSUR7	334	1693	3680
LOC_Os02g31040.MSUR7	0	4	79
LOC_Os02g31050.MSUR7	0	0	1
LOC_Os02g31060.MSUR7	0	0	0
LOC_Os02g31070.MSUR7	4518	490	6074
LOC_Os02g31074.MSUR7	117	84	264
LOC_Os02g31080.MSUR7	396	921	1544
LOC_Os02g31090.MSUR7	0	0	0
LOC_Os02g31100.MSUR7	1559	510	6611
LOC_Os02g31140.MSUR7	8	26	513
LOC_Os02g31150.MSUR7	2080	1267	14236
LOC_Os02g31160.MSUR7	90	62	1265
LOC_Os02g31200.MSUR7	0	0	2
LOC_Os02g31210.MSUR7	0	0	0
LOC_Os02g31220.MSUR7	2517	2054	11589
LOC_Os02g31230.MSUR7	2	0	8
LOC_Os02g31240.MSUR7	0	0	0
LOC_Os02g31280.MSUR7	2	0	23
LOC_Os02g31290.MSUR7	2429	3062	37622
LOC_Os02g31300.MSUR7	0	0	0
LOC_Os02g31830.MSUR7	0	2	30
LOC_Os02g31840.MSUR7	0	12	6
LOC_Os02g31845.MSUR7	4	16	52
LOC_Os02g31860.MSUR7	749	3	45
LOC_Os02g31867.MSUR7	236	22	136
LOC_Os02g31874.MSUR7	1152	436	7558
LOC_Os02g31890.MSUR7	7	15	35
LOC_Os02g31910.MSUR7	147	8	539
LOC_Os02g31920.MSUR7	11	34	165
LOC_Os02g31922.MSUR7	17	21	209
LOC_Os02g31924.MSUR7	30	48	207
LOC_Os02g31926.MSUR7	78	62	819
LOC_Os02g31940.MSUR7	0	2	1531
LOC_Os02g31950.MSUR7	0	0	14
LOC_Os02g31960.MSUR7	604	623	3047
LOC_Os02g31980.MSUR7	0	0	0
LOC_Os02g31990.MSUR7	0	0	0
LOC_Os02g32000.MSUR7	0	5	0
LOC_Os02g32009.MSUR7	116	41078	240
LOC_Os02g32020.MSUR7	5	1	430
LOC_Os02g32030.MSUR7	14811	14059	126399
LOC_Os02g32040.MSUR7	0	0	0
LOC_Os02g32060.MSUR7	10	442	3880
LOC_Os02g32070.MSUR7	0	0	1
LOC_Os02g32080.MSUR7	0	0	2698
LOC_Os02g32110.MSUR7	685	664	9858
LOC_Os02g32120.MSUR7	4811	2369	40475
LOC_Os02g32130.MSUR7	0	0	2
LOC_Os02g32140.MSUR7	41	170	297
LOC_Os02g32160.MSUR7	1722	1459	7167
LOC_Os02g32180.MSUR7	0	2	25
LOC_Os02g32190.MSUR7	0	0	18
LOC_Os02g32200.MSUR7	546	270	5497
LOC_Os02g32210.MSUR7	0	0	8
LOC_Os02g32270.MSUR7	0	0	0
LOC_Os02g32280.MSUR7	67	266	1959
LOC_Os02g32290.MSUR7	178	211	2075
LOC_Os02g32310.MSUR7	0	0	10
LOC_Os02g32320.MSUR7	18	30	45
LOC_Os02g32340.MSUR7	1217	730	4690
LOC_Os02g32350.MSUR7	6192	5428	52058
LOC_Os02g32370.MSUR7	589	183	5601
LOC_Os02g32400.MSUR7	2	0	7
LOC_Os02g32410.MSUR7	0	0	0
LOC_Os02g32420.MSUR7	36	74	750
LOC_Os02g32430.MSUR7	992	530	5552
LOC_Os02g32440.MSUR7	2	41	193
LOC_Os02g32450.MSUR7	482	432	5092
LOC_Os02g32460.MSUR7	1072	409	4330
LOC_Os02g32465.MSUR7	41	34	93
LOC_Os02g32469.MSUR7	6477	11261	47442
LOC_Os02g32480.MSUR7	1	0	0
LOC_Os02g32490.MSUR7	1178	5693	14171
LOC_Os02g32504.MSUR7	428	220	5183
LOC_Os02g32520.MSUR7	4590	970	8836
LOC_Os02g32530.MSUR7	639	376	4699
LOC_Os02g32540.MSUR7	138	48	591
LOC_Os02g32550.MSUR7	4	40	486
LOC_Os02g32580.MSUR7	736	222	1743
LOC_Os02g32590.MSUR7	1363	115	2322
LOC_Os02g32600.MSUR7	8	6	2547
LOC_Os02g32610.MSUR7	446	659	1749
LOC_Os02g32615.MSUR7	0	8	60
LOC_Os02g32620.MSUR7	12	144	107
LOC_Os02g32630.MSUR7	0	0	0
LOC_Os02g32650.MSUR7	0	50	300
LOC_Os02g32660.MSUR7	290	49	48050
LOC_Os02g32680.MSUR7	0	0	0
LOC_Os02g32690.MSUR7	46	520	148
LOC_Os02g32700.MSUR7	33	22	96
LOC_Os02g32710.MSUR7	0	0	0
LOC_Os02g32720.MSUR7	0	1	0
LOC_Os02g32730.MSUR7	13082	730	20989
LOC_Os02g32740.MSUR7	0	2	30441
LOC_Os02g32750.MSUR7	738	782	8830
LOC_Os02g32760.MSUR7	1516	575	17566
LOC_Os02g32770.MSUR7	0	535	2
LOC_Os02g32780.MSUR7	357	40	582
LOC_Os02g32790.MSUR7	0	0	3
LOC_Os02g32814.MSUR7	52995	4065	63004
LOC_Os02g32840.MSUR7	30	320	1201
LOC_Os02g32850.MSUR7	0	0	7
LOC_Os02g32860.MSUR7	186	117	2650
LOC_Os02g32900.MSUR7	0	0	0
LOC_Os02g32920.MSUR7	0	0	2
LOC_Os02g32930.MSUR7	898	139	2625
LOC_Os02g32940.MSUR7	0	0	0
LOC_Os02g32950.MSUR7	0	62	80
LOC_Os02g32960.MSUR7	0	0	1
LOC_Os02g32970.MSUR7	298	279	5073
LOC_Os02g32980.MSUR7	644	28	3294
LOC_Os02g32990.MSUR7	1753	36	5496
LOC_Os02g33000.MSUR7	8545	381	9196
LOC_Os02g33010.MSUR7	10274	657	11342
LOC_Os02g33020.MSUR7	3203	110	5316
LOC_Os02g33030.MSUR7	1284	34	1976
LOC_Os02g33040.MSUR7	0	1	0
LOC_Os02g33050.MSUR7	0	0	2
LOC_Os02g33060.MSUR7	64	111	446
LOC_Os02g33070.MSUR7	3061	5033	19729
LOC_Os02g33080.MSUR7	1708	2716	16499
LOC_Os02g33090.MSUR7	57	4	51
LOC_Os02g33100.MSUR7	0	0	0
LOC_Os02g33110.MSUR7	5929	1276	43490
LOC_Os02g33120.MSUR7	0	0	20
LOC_Os02g33130.MSUR7	0	0	22
LOC_Os02g33140.MSUR7	5525	2440	62208
LOC_Os02g33149.MSUR7	1434	414	8957
LOC_Os02g33170.MSUR7	0	0	569
LOC_Os02g33180.MSUR7	1366	654	8087
LOC_Os02g33220.MSUR7	0	54	6
LOC_Os02g33230.MSUR7	1943	802	9582
LOC_Os02g33240.MSUR7	6	69	184
LOC_Os02g33250.MSUR7	0	0	1
LOC_Os02g33290.MSUR7	262	149	1185
LOC_Os02g33300.MSUR7	0	0	0
LOC_Os02g33310.MSUR7	135	36	1214
LOC_Os02g33320.MSUR7	350	286	3178
LOC_Os02g33330.MSUR7	2818	44	14159
LOC_Os02g33335.MSUR7	0	0	4
LOC_Os02g33380.MSUR7	0	0	112
LOC_Os02g33390.MSUR7	0	0	131
LOC_Os02g33400.MSUR7	1	2	21
LOC_Os02g33410.MSUR7	0	0	20
LOC_Os02g33420.MSUR7	0	0	126
LOC_Os02g33430.MSUR7	229	118	1384
LOC_Os02g33440.MSUR7	2	0	0
LOC_Os02g33450.MSUR7	31612	1716	76852
LOC_Os02g33490.MSUR7	2219	2193	16425
LOC_Os02g33500.MSUR7	6193	732	16400
LOC_Os02g33540.MSUR7	0	0	0
LOC_Os02g33550.MSUR7	28	246	3430
LOC_Os02g33560.MSUR7	63	144	6320
LOC_Os02g33570.MSUR7	0	2	0
LOC_Os02g33580.MSUR7	3804	403	9418
LOC_Os02g33590.MSUR7	4	36	18
LOC_Os02g33600.MSUR7	15	56	117
LOC_Os02g33610.MSUR7	8113	2118	28955
LOC_Os02g33630.MSUR7	0	0	149
LOC_Os02g33640.MSUR7	23	74	240
LOC_Os02g33650.MSUR7	0	0	0
LOC_Os02g33660.MSUR7	0	1	2
LOC_Os02g33670.MSUR7	42	110	1629
LOC_Os02g33680.MSUR7	45	77	243
LOC_Os02g33690.MSUR7	0	0	0
LOC_Os02g33700.MSUR7	73	12	346
LOC_Os02g33705.MSUR7	416	68	1864
LOC_Os02g33710.MSUR7	13086	2794	53429
LOC_Os02g33720.MSUR7	0	12	80
LOC_Os02g33730.MSUR7	708	554	15183
LOC_Os02g33740.MSUR7	0	0	53
LOC_Os02g33770.MSUR7	1000	461	11900
LOC_Os02g33780.MSUR7	0	234	272
LOC_Os02g33790.MSUR7	3	8	157
LOC_Os02g33800.MSUR7	1	1	6
LOC_Os02g33810.MSUR7	0	0	0
LOC_Os02g33820.MSUR7	4063	8760	36068
LOC_Os02g33830.MSUR7	4	6	219
LOC_Os02g33840.MSUR7	0	1	11
LOC_Os02g33850.MSUR7	2	0	8
LOC_Os02g33860.MSUR7	996	259	5571
LOC_Os02g33890.MSUR7	0	0	6
LOC_Os02g33980.MSUR7	0	0	0
LOC_Os02g34060.MSUR7	0	0	2
LOC_Os02g34070.MSUR7	0	0	0
LOC_Os02g34090.MSUR7	0	0	0
LOC_Os02g34100.MSUR7	0	0	0
LOC_Os02g34140.MSUR7	0	0	0
LOC_Os02g34150.MSUR7	0	0	18
LOC_Os02g34190.MSUR7	92	57	683
LOC_Os02g34220.MSUR7	0	0	2
LOC_Os02g34250.MSUR7	0	0	11
LOC_Os02g34260.MSUR7	0	0	0
LOC_Os02g34270.MSUR7	0	0	0
LOC_Os02g34280.MSUR7	0	0	0
LOC_Os02g34310.MSUR7	0	0	0
LOC_Os02g34320.MSUR7	0	0	492
LOC_Os02g34360.MSUR7	0	0	3
LOC_Os02g34370.MSUR7	0	0	127
LOC_Os02g34390.MSUR7	0	2	0
LOC_Os02g34400.MSUR7	0	0	0
LOC_Os02g34410.MSUR7	1	74	335
LOC_Os02g34430.MSUR7	34	362	3373
LOC_Os02g34460.MSUR7	1317	564	15063
LOC_Os02g34470.MSUR7	6	2	32
LOC_Os02g34490.MSUR7	83	92	103
LOC_Os02g34500.MSUR7	1458	1009	7288
LOC_Os02g34510.MSUR7	2280	585	12987
LOC_Os02g34530.MSUR7	187	521	2220
LOC_Os02g34540.MSUR7	165	67	1164
LOC_Os02g34560.MSUR7	1975	1946	14178
LOC_Os02g34570.MSUR7	907	350	5255
LOC_Os02g34580.MSUR7	62	97	174
LOC_Os02g34600.MSUR7	2286	749	6705
LOC_Os02g34610.MSUR7	0	0	1
LOC_Os02g34620.MSUR7	0	0	0
LOC_Os02g34630.MSUR7	740	564	5247
LOC_Os02g34640.MSUR7	1	2	25
LOC_Os02g34650.MSUR7	267	929	1457
LOC_Os02g34680.MSUR7	2060	1327	9498
LOC_Os02g34690.MSUR7	1086	825	8647
LOC_Os02g34700.MSUR7	10	16	122
LOC_Os02g34710.MSUR7	18	13	421
LOC_Os02g34750.MSUR7	1021	83	1408
LOC_Os02g34770.MSUR7	6	0	0
LOC_Os02g34780.MSUR7	0	0	0
LOC_Os02g34790.MSUR7	46	0	2
LOC_Os02g34800.MSUR7	0	0	0
LOC_Os02g34810.MSUR7	28198	642	42831
LOC_Os02g34820.MSUR7	0	0	2
LOC_Os02g34830.MSUR7	1039	429	7240
LOC_Os02g34840.MSUR7	1773	585	13972
LOC_Os02g34850.MSUR7	350	654	2655
LOC_Os02g34860.MSUR7	838	6	27017
LOC_Os02g34870.MSUR7	6	1	198
LOC_Os02g34884.MSUR7	1155	1153	8944
LOC_Os02g34910.MSUR7	0	0	0
LOC_Os02g34930.MSUR7	144	36	1095
LOC_Os02g34940.MSUR7	32	219	197
LOC_Os02g34950.MSUR7	1212	845	8614
LOC_Os02g34960.MSUR7	30	94	713
LOC_Os02g34970.MSUR7	10	886	3303
