baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ChrUn.fgenesh.mRNA.32,145.299806237892,-5.57040411572851,1.00546626605092,-5.54012034397421,3.02263857317512e-08,2.80759182006156e-06
ChrUn.fgenesh.mRNA.59,44.4621137496339,-3.79289481247442,1.09914369420058,-3.45077248087479,0.000558984584523965,0.0193216228929308
ChrUn.fgenesh.mRNA.79,78.2933762359885,-3.81016410543073,1.09516984929031,-3.47906227321707,0.000503171646180919,0.0178308809407137
LOC_Os01g02490.1,214.351835573913,-4.50928299335526,1.02806691964219,-4.38617652917448,1.15360509511757e-05,0.000620504169146786
LOC_Os01g02560.1,1540.75266202755,2.84566177774218,0.629941080367419,4.51734593349971,6.26195583589287e-06,0.00036778088802173
LOC_Os01g02810.1,644.727134935693,-7.41651826635338,0.812198510655705,-9.13141081773946,6.76123512413389e-20,2.74155081908391e-17
LOC_Os01g02830.1,933.570655640361,-3.4673315361307,0.959238456575327,-3.61467110952762,0.000300729144518708,0.0113839748872118
LOC_Os01g02930.1,126.638412954799,3.67344548843752,0.94430379064742,3.89010986169925,0.000100198848750461,0.00437410502257449
LOC_Os01g02940.2,194.14111337987,2.98961718993091,0.911798812591948,3.27881233079521,0.00104244936044106,0.032854929823866
LOC_Os01g03410.1,98.9473415555937,-4.72483517562243,1.0482777000979,-4.50723617909755,6.567751497294e-06,0.00038254431027747
LOC_Os01g04070.1,644.157578015228,3.74948580218984,0.796222064907214,4.70909557452012,2.48818386645257e-06,0.000158979869164098
LOC_Os01g04370.1,116.74423618738,3.83895266876024,1.03810774630536,3.69802911347414,0.00021727997320628,0.00859540006576815
LOC_Os01g05460.1,192.312977556995,3.21718604008852,0.843331063929271,3.81485537257328,0.000136262714775297,0.00571745659191997
LOC_Os01g05530.1,370.28130779313,-8.08481280559117,0.949791464697697,-8.51219778876875,1.70667132202812e-17,5.06833307393845e-15
LOC_Os01g07170.1,313.128666433301,-7.79569856100292,0.963001247992128,-8.09521127543403,5.71650473278401e-16,1.41802943871472e-13
LOC_Os01g07620.1,159.550913891316,-2.90896726548255,0.876899173942681,-3.31733379608896,0.000908809687521652,0.0293000799103884
LOC_Os01g08880.1,253.070117623776,3.67184105170756,1.0616351163514,3.45866578370812,0.000542858069238215,0.0189195965665802
LOC_Os01g09500.1,75.9195006478795,3.4560853521353,1.01129003869641,3.41750162652677,0.000631987164549028,0.0215001929752435
LOC_Os01g10700.1,188.114962176669,3.00512397967759,0.910022484551198,3.30225245056406,0.000959117057598206,0.0306375710649448
