/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171629.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171630.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171631.sra.uniq.bam
8	336	3693
9025	13526	14949
2095	2901	6180
5022	5583	13330
19081	25949	58870
633	94	6413
3902	7904	14711
7454	14926	30122
14073	31715	40158
1229	6820	9512
2703	978	2194
8768	16097	14532
699	4108	4084
18788	16033	18734
34	89	274
153	787	1727
0	2	2
951	1	73
91	0	17
15	0	9
14949	3570	42963
12	24	26
1480	2140	1512
9	102	92
14712	3690	3228
312	1130	971
172044	12979	56398
198646	7635	56888
831	1163	1230
346	307	2396
6172	9863	6803
25	181	83
275	1723	1737
78	735	1562
169	559	1363
0	0	0
3	0	3
0	0	1
0	1	2
17262	1050	1425
18259	9232	22974
130	321	932
27742	31545	68212
3204	6424	4520
508	43794	3
752	34531	17
13809	134765	1781
2	9	4
16508	2589	864
0	9	11
13	0	62
0	0	1
0	5	102
4978	8060	11083
14555	16998	33767
451	1117	7964
300	3310	1320
170	455	142
3532	2413	1476
4095	25335	5280
9421	14653	14932
0	0	0
573	1075	926
10	40	0
348	11194	18953
14220	1313	10096
4696	16398	22268
4	6	23
0	7	397
228	1580	2571
44112	5017	13257
8371	11240	20788
9	59	225
0	2	163
9	62	308
0	0	6
13026	19111	8184
15398	9229	41317
10022	9794	21434
7696	15775	25650
90	16	7788
23495	3223	11390
1306	2071	1783
54	107	1041
40513	89374	194438
2433	2801	9606
0	0	1
720	5286	9272
770	1411	18642
4318	8609	13393
224	1296	71
2	42	1340
1524	8075	5102
4263	1002	5157
7636	4034	7319
67233	92708	78881
6577	2884	6644
5315	8987	9272
0	0	0
26	917	191
411	848	988
132	357	253
235	276	818
8265	11267	430
3310	9569	26461
1604	10	131
0	0	0
751	2551	10001
6877	10879	17585
11070	26496	77801
50	3	1378
3251	5526	22929
6843	27742	13539
1060	5925	8972
0	0	0
101	7	374
7359	11163	20400
12376	12211	20148
480	933	2603
6036	8410	8990
1	0	0
4398	4754	13488
9262	13408	36186
3720	8035	8292
4425	7220	8958
4794	7494	3203
936	3015	1109
0	9	0
0	16	2
31	600	274
1	0	0
1205	934	1454
0	0	146
0	0	0
0	0	0
0	0	0
2130	924	3176
352	533	236
1550	2934	6003
114	644	346
2260	3896	6117
1464	21	1182
4375	605	810
125	17	10
42	2	21
4	0	1
10	8	29
2236	1207	2419
1084	928	990
26	6	3
2294	6901	14516
1329	4	207
249	828	916
3884	8695	13818
610	107	34524
0	0	1
29	55	251
1437	3969	13033
2895	7197	5161
3	32	4
2	8	44
55	6	22
5716	6338	11159
116877	4848	14674
10498	5588	4270
290	143	339
1559	9545	1519
4789	6510	10401
470	1494	951
0	0	0
24415	880	2736
346	12	197
942	71	793
14	300	2034
1	319	12
5611	359	749
1521	3983	3565
14760	22048	36453
112	402	11168
3	26	411
0	0	0
0	3	28
1385	2231	4442
49	130	100
6	183	175
1086	2500	44771
0	0	2
1	3	8
0	0	0
1095	658	8163
15	4	1565
0	0	1
0	0	0
0	0	1669
20	2782	2274
166	555	983
6	0	76
30	155	570
2138	3894	5406
4928	4847	5838
1842	1894	2392
6873	10859	15966
7710	2451	8271
1	1	0
0	0	0
0	6	12
1120	2054	2935
23	17	861
28	17	1093
1549	51822	13444
1291	598	2670
114	2396	328
633	1167	3518
48	224	111285
0	2	2
24549	36925	41680
1700	2582	4351
51	43	53
3024	2404	8825
4981	5899	12979
3061	5354	8734
2	6	5
0	0	9
4406	5132	1705
3	2	22
0	0	26
1	4	178
1	1	4
90	391	113
13011	21338	5968
11487	18578	5435
48	132	583
4652	7393	8100
8	0	7512
0	96	85866
0	0	12
310	0	31656
303	16	39
122003	74	56933
260255	150	370026
165	0	88
39594	87	211263
16927	15565	97684
2176	51	4188
280	257	2208
2252	3196	13373
37	104	85
2373	11705	2353
0	2	0
155	53	79
21737	1776	2226
753	19	44
3801	3426	3684
216	4770	2537
14	160	3276
98	216	657
6204	768	1391
283	92	1726
1014	3583	5453
0	2	4
1690	444	2594
27	281	16
133	235	304
1187	278	9555
60	28	1207
414	501	3903
1641	3560	6917
150	59	29
21	231	217
63	447	13253
12	30	819
2057	4777	11738
641	825	14006
373	969	16289
37	83	947
1	1	21
0	0	0
21	24	4867
4	0	38
0	0	0
0	0	2
8575	3869	12121
1440	4560	7934
0	2	1062
0	1	0
1146	1195	1307
3	0	2
289	1131	1704
0	0	2
240	193	4393
4	0	0
145	40	263
2229	5712	6184
0	1	6
144	71	373
289	20	1041
199	9	105
2	8	3586
0	70375	331
138	6780	373
4	18	10
16	24	236
0	0	1
276	1693	117
18050	26790	48075
28754	215	8790
15087	34360	58586
2550	4434	5570
336	1792	19307
10	23	387
0	37	156
61	184	296
298	6327	5087
2736	5103	11160
217	17	589
1207	629	1237
2	4	2
4	20	40
33	153	81
2	138	484
982	2634	1589
0	0	3
3694	4126	5762
5916	525	1038
96	390	830
67	1410	201
219	1502	1347
1759	2447	2313
923	636	1029
76	185	592
10	104	208
253	427	587
587	1749	3094
903	3654	3767
46	209	304
14	16	11
1807	2227	6202
270	513	1592
2677	12960	26029
1460	2022	2374
140	106	442
16	1	32
4079	6708	12036
0	0	12
2640	6192	23042
3557	9837	21388
0	5	17
258	8522	63
188	891	2023
3	9195	6
0	70	239
0	2536	80
5019	6090	10326
1508	5175	4245
195	491	845
402	1315	3883
0	0	0
6391	3390	18760
61	23	367
3915	4489	5851
1	12	1467
13	249	11754
0	16276	170
918	1832	458
2	1	3
54	135	133
1395	7071	11565
4911	6714	11227
0	0	43
0	0	70
62	4	770
3627	2	1062
286	2225	785
97	208	7177
2949	7078	10856
1030	2523	3159
3	7	52
3414	3617	9352
4112	5375	16741
1094	2595	1934
0	0	15
18	134	61
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
182	498	640
294	601	710
0	7	3
139	150	241
26	41	638
0	0	0
0	1984	954
0	35	89
2272	4970	14649
3	146	2060
1817	4910	5836
4	41	111
12542	35343	13141
5119	12381	11240
1403	2656	4916
6	0	7
3145	19743	17176
18	4	50
14149	16021	36745
4462	272	1299
13338	3319	5734
1127	1537	1632
4446	5619	5783
3	345	32
0	1864	33
0	106	4
536	4139	1353
11	318	1114
0	0	4
0	0	0
0	2	8128
0	0	2
0	0	46
22	5	4262
4538	12777	16082
8	42	37
0	0	11
1	15	145
208	214	1215
15212	7504	8156
573	1739	3395
6844	1653	7916
235	52	24
76	2	39
39	8	2
0	0	1
28	10	2016
0	0	5
0	0	0
128	140	34
68	313	4555
532	1721	1620
485	3821	48
7	60	30
48971	49206	75674
228	802	589
1189	2198	3067
55	329	835
121	3126	741
0	0	6
2022	2645	7103
8	26	45
0	1	2
6412	9952	13474
65	402	521
0	11	90
0	0	0
7114	12545	7939
1713	2896	7617
27	532	1393
17	1083	20121
0	2	0
41471	48161	56153
7	2	68
73	596	644
854	2527	8868
3263	7378	10658
2353	5383	7454
35219	30259	66353
4534	5097	14069
5463	5124	10668
1221	2468	5675
3	20	60
425	810	1350
8	94	156
627	1424	1455
42	7456	2996
0	0	0
0	4	40
1	67	2
1	0	0
26555	887	10542
117	23	114
106	241	560
20	65	10461
197	370	2806
64	498	264
4	72	290
0	0	0
7918	13968	31217
430	62	558
79	2886	89
2102	2757	2305
5596	159	5316
101	26	2058
2	2	2325
0	0	188
0	33	44
1	34	9
0	0	52
4	1826	1025
160	26862	3790
2555	15357	1897
0	0	6
1	6	2
6	3	2231
4	1	2687
1025	3472	4209
3948	732	10409
2335	103	2354
7243	1954	9532
24220	1907	10098
13371	14539	51559
2364	3128	3465
0	25	7
6	1	14
15	155	911
270	104	26
0	0	8
4	44	159
5084	11618	20334
149	685	370
0	0	0
222	432	2650
9994	5416	4818
184	298	1658
22	42	1614
16	12	130
0	94	19484
8	28	114
1398	412	9486
4	0	2
602	1428	99
688	576	131
0	0	0
16943	18757	31779
1092	3983	62698
607	1298	11006
1230	1145	5498
15167	32513	17190
87	102	127
264	12	556
3	0	75
0	0	0
1	0	2339
190	208	384
6249	7793	6962
0	1	0
3928	16256	9005
36202	7278	63354
410	281	1293
4381	9003	10410
2	0	45
14	12	1941
0	0	47
0	2	16
35	17	144
2444	3728	6849
6	1488	3280
54	1980	12
5510	7506	9841
179	130	878
1864	3394	3799
27	119	156
279	1470	691
503	1361	930
760	1361	1216
150	441	284
3459	6379	29056
771	508	1635
1033	5772	737
23	12	16
2322	4531	5197
3	3	124
7063	17475	37427
1	0	3
0	0	0
1411	3120	12233
52016	71968	124365
1638	2142	9594
1779	2094	7315
4144	2615	9368
24	1	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
329	1197	1190
2	64	47
5	0	78
2	1	1
0	0	0
1676	3754	8441
152	60	128
686	4011	4112
547	1587	3199
2199	334	2780
31	4	5157
1	2	1
356077	522554	1146213
30	95	175
1341	6169	22319
34280	69693	86890
18222	26603	24720
10	17	352
1457	1694	501
2465	3480	5958
0	20	49
0	0	0
4	20	99
0	0	0
1552	4083	4313
2	9	11
7	119	7408
26545	74045	105258
576	2638	7311
1112	1366	21015
803	410	5184
19	90	40
0	0	0
0	0	0
4	144	160
16	274	298
7	216	447
1661468	923	299558
2419	3950	5041
11275	25556	41337
54	197	1614
252	4600	720
29	47	215
0	42	0
384	1391	759
76	9697	885
657	7589	3696
116	1860	826
0	14	5
2275	751	2
21	0	0
0	610	39
15	0	6
104	918	32
20	22	22
4257	2881	1866
32	190	98
25	170	305
76	299	1011
949	10	101
12457	28027	57169
15	29	43
2	0	4
0	0	2
0	0	121
0	0	2
0	0	0
12	0	4
26	14	65
3	0	28
0	0	0
0	6	2
0	0	19
0	0	6
1	4	38
802	4342	5783
144	2047	1951
6	0	479
4377	8845	13909
5	3	308
4204	7710	7466
271	556	1794
0	0	0
0	0	0
0	0	0
0	0	3
16	3	15
4348	2959	5844
10	35	658
1161	2531	1292
1	2	55
0	0	0
95	311	313
0	0	2
848	5837	10965
14	3515	271
0	420	0
0	51	16
0	0	0
0	0	0
0	0	0
0	0	10
0	2	0
0	0	0
0	0	0
2	4978	4861
0	149	655
4217	8797	6227
0	0	1
16	4	156
5	12	39
5342	12013	23718
13	2	2449
18	1160	15205
30375	11295	16454
2798	83	5214
17643	262	8891
770	1320	3667
386	4963	273
24	4753	177
3345	3370	2869
265	1	2
1	0	0
7	21	0
4485	6669	7852
836	6528	21933
17648	72056	4691
1506	2876	5199
0	12	0
0	2	30
0	0	0
2	2	0
46	427	4842
10697	32243	7997
0	10	252
0	0	5
0	0	292
0	0	117
0	0	197
0	0	530
0	0	1059
0	0	542
0	0	485
0	0	0
22205	70691	51116
2177	1315	5157
3771	3321	2734
0	2	0
0	0	5
0	0	0
404	553	2397
5	4318	144
0	17	397
0	2	68
0	0	1
0	0	4
0	83	1544
0	107	327
0	7	696
2	2065	991
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
264	1717	1987
509	4561	3470
1352	2032	1386
74909	6623	8224
0	0	16936
0	0	911
0	0	0
5	0	13045
0	0	0
0	0	2
0	0	5575
677	7	217
81	26	111
0	0	13647
0	0	0
2	0	3048
0	0	37
0	0	313
972	4083	3546
2313	8288	5094
1	1	4
1702	1389	1602
1	1	0
6590	4904	5686
1561	80	7348
205	16	3772
12	0	712
0	0	0
0	1	0
2	1	0
0	0	0
0	2	0
898	664	609
40	513	508
7565	641	12995
879	580	18296
2686	5068	9880
2337	5898	13413
122	989	1984
0	0	0
0	0	2
0	0	0
0	0	0
0	0	2
1	2	1
3	0	0
40064	129759	186396
7669	13149	17702
4700	12876	9845
3468	7055	1606
8	16	86
0	17	32
19	274	260
0	0	43
890	605	1230
210	115	173
535	1074	1210
13	135	506
10	10	169
0	2	8
0	0	44
2	0	117
0	0	41
0	0	11
1	1	245
1397	3176	3164
22	172	1354
1298	1174	2149
0	0	0
15	11	24
8	79	2
0	2	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	0	2
60	19	14
0	0	0
2	0	0
0	0	0
0	0	0
1	1	1
97	165	136
573	1563	4216
4883	6083	7008
808	1060	3367
38	311	1574
0	1	0
0	0	0
127	550	869
7876	11301	18596
5912	10645	9208
6536	10187	11517
0	0	0
13037	18994	11636
108	730	530
519	4719	151
62	2471	459
0	0	0
2	1	68
0	0	3
614	772	666
0	6	240
50	398	1439
42	1233	269
117	9	71
2239	94	1394
949	39	134
23917	6	673
186291	74	12654
16	44	346
367	1481	2834
4	4	47
42	506	789
9198	13559	24238
44	505	2289
7	2	9235
3770	5949	184
4147	16150	117238
66	439398	4958
803	78968	11413
31	86	59
12	10	18
3	7	0
0	0	0
32	6	916
346	527	1039
160	1114	1844
302	506	751
20	0	20
0	0	0
2	0	105
20	1143	152
0	0	5
55	414	170
699	404	2596
1672	2464	3229
418	827	975
2670	2327	6681
11	1	0
52	0	1
50	0	3
812	9	46
151	16	15772
2	0	4
0	0	6
0	0	4275
0	0	1988
0	0	12
0	0	0
55033	7141	30637
61101	4754	26793
127158	6122	12464
4623	6241	19608
0	0	4
38	24	6
12430	11200	17410
3416	5301	5047
14043	11573	20544
0	0	1
2	0	0
10904	8046	16902
1655	2633	7724
13	4	491
0	0	2
0	0	15
9457	621	5507
0	0	0
5132	5565	16980
49	35	289
0	0	2
0	0	0
1087	2163	2844
1	2	4
0	0	0
1816	2630	15206
27397	42209	84266
0	0	0
6	36	775
1	0	19
1	0	2339
5	3	7
0	0	1
0	0	0
1281	1732	4441
603	1388	2299
0	0	0
2	0	749
0	0	672
0	0	1
0	0	0
0	0	0
0	0	0
4	47	0
0	0	0
32	26	567
0	0	0
0	2	0
5	6	28
0	0	29
0	0	45355
1	2	93
0	0	49440
0	1	1
4	4	31
0	0	36
600	1992	1087
158	460	33
1983	7041	5052
1651	5655	3655
3402	4291	2877
6	1	9
2060	4721	5398
0	0	0
1361	7414	1272
239	1263	717
7517	9434	342
2652	1056	63
10700	7130	8492
232	918	250
2018	5015	1367
0	1	0
43	53	30
49	34	50
2	5	0
0	2	0
0	0	0
0	0	0
1	0	0
64	66	74
283	148	85
2361	6074	2654
864	880	1125
7	41	32
0	0	0
0	0	26
0	0	16
12	20	1352
3	273	248
1	0	24
0	3	52
0	0	1019
0	2	32
2	0	2
0	0	3
3992	12940	1244
0	0	0
0	62	60
0	0	0
1065	1532	1511
0	0	0
0	0	2
40	172	2470
2456	3737	4914
0	0	0
260	11376	1975
0	20107	0
2	2	31
1179	2446	5386
8173	160	3851
712	190	8
10	0	70
1757	3291	3739
9108	4731	7193
0	0	0
0	0	0
0	0	0
1	0	0
0	1	0
14	54	108
0	1	1
0	0	71
0	2	4
0	0	35
440	10825	1486
2	0	2
2	3	88
7	11	26
0	0	275
0	0	1
3858	1771	25225
861	155	241
3056	2884	8868
8	1	277
0	56	960
2	0	6554
0	0	4
3994	6512	10494
8770	9578	18394
76	567	10
0	0	0
2	0	3
98369	723	13826
80	110	15142
4374	6215	18940
291661	174	335705
0	0	0
0	0	0
203	0	360
0	0	36
370	1282	1594
0	0	0
4	1296	3
0	0	0
76	792	3608
132	141	126
12977	15163	30801
8	123	66
76	5237	993
1334	18751	3673
12	266	137
15	99	2285
0	2	4
447	1519	620
3	3	5
658	2995	5785
13476	43832	83265
487	1268	3293
12258	19848	40931
452	10636	5144
0	0	0
0	0	8
9515	76578	512403
2749	3439	4385
3	11	366
4	2	5
8	10	12
0	0	661
10063	19576	18803
0	0	0
0	0	0
0	0	0
977	4008	433
4	5	175
0	0	1121
0	0	0
6996	24946	14525
8558	27319	26656
71	25	29
0	0	0
0	0	0
0	0	0
8	75	187
0	0	1
6	18	1286
170	2062	120890
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
47	1018	945
0	0	0
0	19	39
3	2	11
0	0	0
0	0	0
0	0	9
0	0	596
0	0	2
0	4	82175
0	1598	11
12	10	10
0	2	189
4705	7880	14048
208	458	976
1499	4339	6935
0	0	0
0	0	0
8	60	0
6311	27570	256
8	114	5
0	10	0
0	0	0
0	0	8
0	1	0
200	1357	1633
2	13	2
0	93	436
0	2	4
0	23188	6
2	122	0
0	97	0
356	3987	59
0	0	8
3	0	53
0	0	4
0	0	0
0	0	0
0	0	0
0	9	2
2	13	82
6735	4233	973
106	135	2
0	0	0
310	3620	1293
0	0	0
2	6	6
0	0	0
0	0	0
2	0	238
2	35	2
599	2740	411
316	614	113
0	0	0
2	0	0
0	0	0
0	0	0
971	754	8
2113	6059	5472
10319	18303	19042
56	121	60
613	458	370
9290	12054	28304
2119	5484	4968
0	1	0
0	0	1
2356	2852	11147
0	0	0
11343	9109	28084
15	273	110
15204	20111	28213
863	3481	3381
2087	2783	3909
3	0	9
1561	1820	3216
571	43	52
262	28	48
0	0	2
1280	4501	1111
4257	4046	4610
46919	2079	30691
532	790	1536
1	0	2
19475	3326	9337
191	344	2887
0	0	0
0	0	0
0	0	63
0	0	3
0	0	4
0	0	2
0	0	0
0	0	143
0	0	2
0	0	4
61	31	75
0	0	0
1	7	1
6	8144	42
0	3203	224
0	1258	81
136	1499	765
0	0	0
0	0	2
0	0	0
218	63	931
1141	168	3101
0	0	0
0	0	0
0	0	0
2	0	0
62	20	47
0	0	0
332	1	189
0	0	2
0	0	0
0	0	15
4	481	10
0	4	0
6	45	7
4696	4585	7487
0	0	1
0	11	5
469	512	5893
2404	7417	6349
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	1
3	2	6
6028	11100	7963
0	0	1
744	33	4690
2	2	3
0	2	0
0	0	0
0	0	128
6157	25142	11812
7	0	21
716	2	1445
0	0	150
1	0	1
3823	3837	13072
1478	2	589
0	0	0
0	2	0
0	0	0
0	0	6
1	14	2
8011	3388	46076
0	0	24
0	0	0
3	0	6
790	4	83108
0	0	0
9	0	2099
0	36	0
0	0	0
0	91	17
10	255	32513
0	0	0
0	2	6
0	0	0
3080	5593	7405
593	1884	3159
2	0	0
0	1022	95
8968	19104	20603
0	0	1
0	0	5
1	7	146
2	0	42
86	214	4583
5193	23054	11862
0	0	2
0	13	6
3361	5146	8456
0	0	0
0	0	0
1	0	3
0	8	20
0	0	0
14231	18395	29831
2	1	152
0	0	2
1	42	55385
1	0	0
2	2	38
1161	3416	4020
4414	7641	8586
96	0	6
6637	8339	9081
0	0	0
0	0	4
0	0	0
2	6	1
0	0	2
2	0	0
0	0	0
0	0	0
66	10	4
4316	2520	6242
14	47	13
8	37	150
27	95	512
0	0	4
0	0	3
3936	4482	13924
0	0	4
1900	3826	4380
4	0	510
0	0	0
0	0	0
6495	7564	12543
0	0	1
0	6	20
939	2414	2895
1822	2048	2869
11725	10341	19858
6	516	6
0	0	2
0	0	577
252	1471	1978
0	272	0
0	0	0
0	60	4
2	89996	0
10	418	2
0	0	0
0	287276	2
1101	2193	3562
1771	4208	3344
2	7	104
0	0	0
9297	14434	21440
0	1	4
6	8	1718
0	0	0
4	26	2445
8	0	18
94	95	23643
27	0	0
728	847	1766
26	34	76
0	2	2
0	0	0
0	0	0
0	0	0
1563	2156	10631
0	0	0
0	0	0
23	39	65
0	2	0
0	0	0
65257	69857	195576
0	2	3
0	0	0
0	0	0
398	792	1691
3109	320	3781
0	0	0
377	1867	2474
446	255	5087
0	0	0
0	0	0
1	0	0
20	0	19
0	0	0
0	1	42
2	0	1
0	0	0
0	0	0
26	612	3293
0	1	1
0	3	33
0	0	0
0	0	0
0	0	6
106	75	15
663	20	5035
0	1	1
4324	3926	80447
1	0	0
18700	1917	9984
1	0	0
8367	6297	7798
1	0	37
0	0	0
0	19094	6
3	4032	12
242	204	852
1	0	2
4	6	222
10	78	59
26	531111	2
527	1585	1373
6	1	11551
1	0	0
0	0	2
0	0	0
0	4	15
0	10	0
0	6	2
0	1710	0
0	4318	0
0	2	0
20	6510	93
0	0	14
0	0	1
1	8	2
61566	60	9790
4	0	0
4	4	4307
332	1051	1514
9998	24266	31794
0	0	0
29	75	221
13517	26073	38220
1	951	1195
8491	15413	40931
2622	4428	10582
2	11	10
4558	20509	13719
29	124	71
1028	1817	1495
0	0	0
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
0	1377	0
0	1289	4
3	2214	2
185	72	164
134	237	1634
13	2	941
0	0	193
1	2	183
0	2	27
0	0	0
0	0	8
0	0	0
0	44	0
4211	3	301
4933	3660	4
0	22	0
0	0	1
0	1	15
1	0	15
11	2	16
0	0	0
18133	2631	4392
21	48	30
13	2	3
151	2	2317
151	0	3544
1	1	0
0	2	34
779	4588	837
2	9	9
0	0	0
0	920	4
0	3	3
36	307	389
0	0	0
626	2071	4005
0	0	0
0	0	0
0	0	69
0	0	0
114	7931	562
187	2396	487
0	0	0
62	0	4
1	2	2
31993	2971	1199
0	1	3
631	7035	13035
0	0	0
0	0	0
0	0	3
0	0	1
0	0	2
142	2940	1114
0	1	0
6359	6231	8130
2	0	2
0	0	0
428	1492	1904
1628	690	7364
6	0	3
767	1609	1586
8216	1598	6721
4	254	6438
0	0	2
0	0	0
0	0	0
0	0	5393
0	0	0
0	0	2
34	74	338
0	0	766
2723	7392	5417
0	0	572
1	0	10
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	3454
52	258	201
0	0	2668
0	0	0
50	16	224
161	0	727
340	10	730
700	86	1244
0	0	43
2	220	332
2	5	5
59989	173778	1033199
12208	46310	226011
0	0	1
772	37	13951
26182	4146	9860
983	1576	4529
61421	93085	161236
24	14	6718
0	0	0
6	6	15066
0	0	0
0	0	0
6	0	1708
0	2	12
83	398	399
0	0	5
13	20	6
0	0	2
41	127	80
244	475	418
0	0	0
34	0	50
901	59	1876
24	490	347
0	0	0
2	65	884
1	0	0
174	200	728
356	1489	826
0	0	376
0	0	6
0	0	2
744	769	1501
736	292	10105
14	0	39
3	0	0
0	0	0
0	0	0
0	0	608
0	0	8
0	0	0
2	157	24
747	728	1957
0	76	2
0	22	0
0	2	0
0	73	2
0	55	7
0	0	0
11	8	12
1	2	0
0	0	5
2236	5760	2941
14	12	64
0	14	146
2	3	20
1	0	2
16680	13147	34894
0	0	0
8080	14556	22176
68	24	317
8	19	12
0	0	0
8865	17115	21276
4310	13157	9060
464	851	595
4460	5101	8794
2	0	6
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	2
0	25	4
0	2	0
0	0	0
25	10363	1
2	0	30
0	8	17430
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	64	1265
50	33	3
69	333	280
3973	6523	11213
4124	4291	7718
0	0	0
0	0	0
0	0	0
0	0	0
726	2045	1564
0	0	0
44	141	590
5975	6216	19421
0	0	2
0	0	0
0	0	0
37055	57245	150775
6839	10354	18024
139	1590	85
0	0	0
3363	424	1473
3217	3060	5731
0	0	2
0	0	232
146	1751	673
1	0	0
3409	4119	8403
601	1389	6001
39	156	143
24960	57951	36911
20	599	3286
3608	4420	14646
12367	39362	33322
100	28	29
0	228	0
0	0	2
6	4	1329
0	1	1
938	1105	3071
2948	1332	5106
127	853	450
257	1136	640
0	0	0
2	15	0
0	2	0
36	1830	71
373	1114	112
98	2676	2937
1147	1333	2491
7448	8069	17091
1131	9734	2431
1735	4454	245
0	6	246
3	10	142
0	0	0
112	60	3096
152	263	119
27	54	51
1851	2998	1704
0	0	0
0	2	0
8	114	152
5351	2724	4070
0	0	0
2826	11080	58
11360	3845	3236
0	2	9
5	2	75
0	1	2
3	0	29
2370	25	94
0	0	0
326	8	69
0	571	10
0	628	1
0	58	19
4	2524	91
0	0	0
0	1723	22
0	0	1
152	121	250
2	6	16
414	496	1002
0	0	157
0	0	75
0	0	0
22	29	8
0	0	2
0	1	0
11	3	0
0	0	0
0	0	1428
4	194	20919
96	1282	320
2	6	184
5399	9509	14845
8	178	1922
0	0	0
4436	21212	10042
539	6646	40620
0	42	7
0	1	11
34	1192	5604
0	2	1
0	1	292
0	8	2082
4	57	4
0	0	6
0	0	2
1130	10201	1838
0	2	2
24	183	110
1583	3602	5361
40	1832	130
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
38	142	788
0	837	44
44	3811	430
0	7	12
256	1052	1910
0	0	0
0	2	3
0	0	0
348	5218	1358
2	0	4
0	0	0
0	0	2
0	0	6754
0	0	501
0	0	1186
0	0	2
0	0	35
0	0	6
0	0	33150
0	75	2380
0	9	1671
2	4	2912
20	128	11382
119	1203	9698
0	10	2148
3409	257	6
7434	129865	65
6	1069	1
0	154	4
24	2487	1127
17	1187	1811
0	0	2
5528	8182	10824
530	842	913
12532	13333	16296
3324	3944	15603
75	1043	435
2	713	3924
0	164	534
0	0	0
0	4	70
0	0	0
34	221	31924
14	0	138
0	0	252
2	0	586
2	0	5
1058	1563	5275
8555	12051	16488
5691	3005	14871
0	0	0
16	1120	70
3606	11843	3576
0	271	510
0	0	0
0	0	0
0	94	1427
0	0	4
0	0	6
0	0	16
0	0	60
2	14	6
75	4	2829
24740	27384	57096
5618	4117	7354
0	673	713
0	418	677
0	0	0
0	0	3
5312	5630	37917
0	0	12
6129	28634	25584
1292	3129	3513
18	244	8
91	60	141
0	0	352
48053	10367	23710
0	0	0
0	0	2
1816	2096	3578
0	0	6
0	0	0
0	0	0
0	0	1
0	0	0
0	0	1
0	0	1
81	205	11
8564	10883	22362
8255	11207	29946
164	149	4810
33656	487	21687
25	95	63
2	26	3
0	0	0
0	0	0
0	0	0
0	0	2
0	0	5268
0	0	0
0	0	1356
0	9	4
0	0	8
0	0	5
2984	32	153445
0	0	0
0	0	0
0	0	0
1425	11015	2231
2	4	59
4405	3057	3150
3324	2068	2734
225	0	272
0	0	0
1	18	20
0	0	0
3467	2354	4735
45	12	607
0	0	0
0	2	0
271	276	352
0	14	40
6230	6388	13628
37	31	121
0	0	0
8	107	91
5912	9495	13761
2	51	333
12	275	898
0	0	1
0	0	21693
1	0	0
2347	1957	1344
987	5902	1972
5715	3212	8520
124	53	241
15699	35196	19282
2	0	2280
0	8	9
4	263	30
2	423	109
0	454	134
0	0	0
0	6	2
43	28	8
2	2	6
2925	6495	19331
37	0	654
0	12	2828
32	2	4
0	0	4
2057	82	194
11018	23761	27719
2	0	0
0	0	0
6	0	2
8745	16	1406
0	0	0
0	0	0
4	14	10
2	0	0
0	0	0
0	0	2
2	0	0
12	0	0
180	0	3
2	0	0
0	0	0
0	0	0
142	3951	1540
0	0	0
3	0	0
719	3006	4262
9	493	56
1	0	0
2649	4721	1375
1889	2966	2389
4048	896	11541
1274	1194	8606
2016	1538	2761
29	51	69
11181	2852	14174
11377	13379	26843
12498	25070	23167
6543	4084	13404
731	857	801
19092	18885	27220
7988	4817	6856
7518	8852	16466
4096	3902	7019
900	1075	2343
0	5	2
0	0	0
20194	47200	52269
5082	11299	27523
1136	2029	3209
4468	2072	3098
10	56	2224
5	130	25
60431	53364	262486
1861	12075	27457
7	7	31
9	315	1
1	11	4
39	1247	3
62	1014	23
1	80	13
449	599	1179
62	34	99
0	0	2906
54	762	427
85	181	176
0	2	3901
2	2	3178
3	0	12
0	0	3
2829	3837	5082
2189	3478	4094
2821	2487	4683
0	0	0
4733	9514	13153
1389	6419	11221
0	0	16
0	0	564
6	17	17
78	123	125
1920	755	1703
8399	21948	19093
17327	1528	2456
0	0	0
0	0	0
0	0	0
289	1037	1056
0	2	0
1824	82	2874
554	2348	1614
0	0	0
0	0	0
171	816	267
0	0	26
0	0	24
4675	11804	17630
171	1129	2075
3532	4998	3908
14	705	4672
35	281	2945
0	0	9
10	157	506
176	1650	1412
0	0	0
0	0	0
478	13645	1090
4	4	10
0	0	2
38	68	36
0	4	20
0	18	24
549	2081	8310
1594	3578	8031
69	909	66
