/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171629.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171630.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171631.sra.uniq.bam
8141	23371	5124
0	2	4781
5	2	32368
12108	15902	9797
1417	2585	1166
1754	1599	2397
183	370	168
5945	2392	11157
321	1742	1708
0	0	2
1460	4687	9988
1638	630	3657
3668	2102	3005
49509	7648	32876
17131	28234	48828
3	1	148
1	1	117
38	181	92
20	31	14
0	0	3
2	4	0
38	90	84
2	1	0
205	471	231
694	971	1516
0	0	6364
0	0	247
0	0	434
3155	6288	8262
0	0	0
1300	751	1524
5512	19587	12701
47	186484	571
0	16	16
2905	9476	9021
1370	1937	1687
0	3	0
3862	5006	14717
2010	4287	4796
9992	14888	24276
10527	15392	24846
777	379	5282
21146	31725	58030
1	0	841
8407	11356	27041
6532	9826	12805
11037	1569	11714
11136	2123	7969
692	250	973
422	641	743
20	328	1646
1254	1710	7497
46	607	1901
596	2927	9335
38	20	5269
362	107	531
107	103	257
9327	3234	10478
9923	17261	19065
1709	2954	8015
20994	2822	10556
6111	17020	21927
10225	4722	9242
11592	9940	33577
1	1	13
9962	24925	56970
16292	45465	22689
1287	10068	7317
613	22134	2677
3664	1130	6312
208	144	221
0	0	0
2	1	3
1044	544	1298
3	9	5
138	192	122
1736	1073	2204
0	0	2
0	0	0
0	0	1
0	6	97
3	2	11
219	2353	9731
0	0	886
0	141	3639
167	76812	58646
164	40478	8593
5515	13765	18402
144	197	1455
4074	7129	15117
15410	19995	36296
4854	5618	3860
130	1012	5699
73	9	697
0	0	0
148	763	6475
1	14	274
84	2022	63
0	0	2
4	15	32
42	2	36
0	18	24
0	0	0
3	2	76
7628	10822	15353
56	1308	1185
0	2	58
0	26	6
17	112	39
154	2779	1764
21	437	294
6623	13370	67799
25630	40531	56253
24	22	659
9	0	132
1506	218	6538
1	2	22
4056	2214	14174
2309	1967	2362
24	6	2610
18	29	68
5512	5460	14224
161	1061	431
49005	70506	116559
1237	270	1349
3661	3094	6840
20199	36875	58859
16	4	234
9607	14	9938
13602	19	9206
34337	364	12207
30458	21651	93240
3011	3501	5544
3767	1918	2308
2075	2793	2675
2399	2351	6198
2	4	685
6053	1195	5432
51	13	991
1074	170	5581
96	113	7698
3771	12383	27829
105522	5723	15875
1705	1707	7056
8610	21129	50918
13257	10994	21034
3819	8353	12248
5	228	20
2943	5701	8555
3474	1265	72963
9953	6471	47958
37559	66893	61097
6041	5145	9972
252045	4744	227507
255912	5283	230660
29	6	22
75	162	104
33	82	61
955	1154	1543
840	1449	1081
112	144	79
8	1	375
4082	4316	8592
1896	2874	4978
24594	20936	23299
1144	5630	18823
29344	17107	30042
2742	9606	6195
4435	5303	6926
190	2765	712
17564	41194	51041
315	601	2084
1433	2348	3060
554	1846	6056
2	387	4
3461	6314	4932
9636	16297	36132
4	2699	14
4331	10028	4101
29072	45364	80067
0	37	0
518	1922	498
13	13	142
53	25	866
11333	14456	28905
11108	30336	18405
16393	15529	16792
52652	4996	21221
9580	14463	20871
11722	16186	49365
33963	32150	39525
31631	33377	30467
14788	90	22798
3629	7636	10533
45	1936	17
47769	44746	50078
29344	345668	12444
4	0	10
177	240	1216
8593	4800	15803
12646	17858	42696
2	3	1294
4092	5857	6821
1452	238	1052
183	563	506
2	39	2
5518	10347	32933
19321	20300	40986
200	268	1334
40	122	201
8720	17917	37639
2387	5082	9024
241	678	1400
3	7	119
315	516	2088
20	45	484
4	0	10
0	0	0
238	356	1424
0	0	0
121	259	785
24	39	65
1721	1429	4699
27	147	399
3511	10045	8946
27830	40718	54647
2049	5363	11418
0	0	182
0	1	0
0	0	0
3296	4097	19785
3462	3985	7457
25455	61997	53871
2498	14	15
4874	5800	8289
2245	837	5758
3679	8325	3269
16280	1174	10874
1694	195	1051
219	582	943
362	223	2054
38	48	8502
303	372	1939
16366	5025	13837
2379	1708	3480
8221	12010	8261
20553	2415	1893
1488	2274	4067
11	10	1318
550	1416	9008
49042	26	1043
23507	7095	26440
44208	16650	36761
218	859	1416
478	2623	1153
49	8	12
13	2	7
4	7	1592
31	85	204
5983	8093	14916
0	0	0
9697	17634	21005
9514	16690	21133
3099	3309	8805
31	143	956
3458	1920	4717
3337	4830	6553
832	1535	4758
268	4450	2827
26	56	3912
107	1537	282
326	3762	1057
2228	4419	9776
2081	7549	4627
18464	45426	65249
5397	4138	10860
5857	6447	9596
11237	19842	26089
235	215	97
2	2	401
517	973	1208
108	108	156
3176	6436	10847
12842	5307	18742
1	0	587
5138	5576	6293
0	0	0
0	4	1378
12991	22493	36607
30	10	819
7424	4	9006
222	0	14686
6	20	190
11	2	2
229	2	27
729	8494	1962
257	273	248
1862	120	4047
271	1613	5567
3290	5724	5306
1872	6515	1940
292	649	3061
4582	9861	10780
1	1	2
12101	22903	21646
7969	10022	16937
4380	2034	5147
502	3577	4149
6184	18273	18390
8840	39378	34846
4283	10695	17823
4807	2678	8934
2633	2390	6208
2383	1955	10014
5538	9109	19216
0	267	9697
4	3182	1629
10	24	28
0	40	1609
3097	57271	396
169	487	220
1978	3582	608
16718	29212	4389
676	1347	479
24	125	75
5796	8436	17753
0	0	0
0	3	0
0	0	0
3	0	0
0	0	0
0	0	0
3602	6704	7955
2	3	5
18	92	102
1568	3862	22604
1247	1810	4305
46	909	3205
0	0	2
4387	1013	9863
2708	6739	9913
30	25	443
1131	4919	3043
0	1	33145
4	0	4
0	0	1
0	0	862
0	0	37213
0	0	15434
3563	2632	6751
6	143879	350
1965	13287	33173
23	1302	363
61	111	233
704	2881	1129
41097	32506	56152
809	1253	2261
2659	10562	11826
747	1308	1079
107	129	7341
10265	25207	37486
20	4	4163
421	2252	4220
0	0	0
0	0	876
5500	625	4603
2995	11868	10784
2368	5096	9721
27725	44241	97381
2	1	26
14747	1895	11258
13890	20428	32993
4439	6973	10714
4	8	4029
752	2460	10779
8716	9084	11037
50514	244	19833
2974	19331	14210
30	1657	83781
4	4	46719
0	0	4
1963	31511	20118
5860	3056	4022
1970	3002	3957
1946	4377	6088
2013	4460	4524
10665	20136	23953
8762	20526	21386
1247	5987	8285
0	7	842
15	2975	21556
5481	8482	11125
11	2	388
0	5	0
39	9	7823
0	0	221
7138	18833	28996
4563	7251	21273
12	335	1281
31	76	2631
109	186	832
2649	3727	4858
6223	7481	21984
1876	8881	955
1200	25049	25732
5311	5787	19239
54	90	1761
4771	9855	10657
13467	66469	25077
245	289	511
4415	5765	6131
2692	2376	7937
10	6	8237
0	0	9
2076	3932	10537
3401	2681	24517
165	925	9906
11099	14200	27521
99	338	1125
1761	3584	1932
6764	3362	15480
77	279	454
497	1656	14948
227257	4573	71364
3585	3697	6612
66	857	2049
1	0	0
5281	1195	7881
55	30	136
23	8	1276
1665	684	4361
2482	8382	9736
9659	8105	9123
3898	842	5187
11	4	24
319	60	14386
921	1115	2928
3585	6462	9446
100	105	4178
1731	495	27767
357	500	1240
326	391	1078
256	242	4148
5	21	66
86	217	1601
944	91	2441
6250	55	7625
1106	4420	5374
3797	3745	8100
2943	1660	1873
0	14	365
558	3077	1695
0	3	42
424	1643	36022
0	30	82
12917	4389	32765
5006	5902	4290
0	0	78
0	0	312
10719	796	31042
1865	12975	8865
14852	30606	6827
53	20	52
1293	5311	546
0	0	0
23862	37769	58822
2414	3487	6869
3436	3748	12785
36	3213	14947
7638	23210	33980
2	2	2
1655	15249	3971
3501	1968	932
0	1	4118
1266	3794	760
12187	15037	24642
34	8	14
381	1235	1748
0	0	1
5	122	355
0	1	11
182	393	16875
10826	1329	49165
1469	3849	5576
26955	88636	59302
1557	2584	4724
7752	21733	21424
944	6814	8087
5440	26369	18555
14060	27527	19592
15632	42997	21136
6329	16108	33087
5507	264	8319
0	81	426
0	0	13
52	1361	25211
18923	10111	21873
153	4988	431
1737	6959	4995
18	363	207
22	13	931
693	2997	9298
3	116	3628
14255	5896	17212
51	679	30292
26490	41076	31638
30	106	658
2879	1219	6464
528	2918	3439
1	2	10
12124	23462	31629
22701	78	3117
113	4	3712
7551	9780	6968
7445	10087	6039
9575	9730	11177
476832	278	168802
15735	4953	14407
435	2377	321
23	276	12
0	2	13
8124	19413	62483
1179	48	1753
0	3	5
126	676	123554
13773	17309	35777
9945	21740	25496
0	0	0
0	5	18
239	1406	4673
6537	4777	11677
3200	2661	11504
643	1587	373
10794	5158	2333
424553	405	35747
9356	10931	22235
1781	4622	3623
14062	5231	9827
261	72	706
3666	35	5165
3047	10755	12315
9	1	0
11590	10207	20181
506	2166	2144
0	0	954
5644	15745	8502
6487	324	646
5184	1758	241
100	18	39
2248	1488	7851
20662	15063	12704
488	1785	5196
1412	1178	3866
10856	6641	9804
54615	14492	34496
20	1026	2
0	0	21
0	6	41
20	11	876
42	28	1086
224	490	503
2866	2022	11387
1438	4550	6589
6226	2098	5150
1	600	130
6	131	299
0	0	0
10550	9351	45628
4	2	43
2	18	15108
1003	2948	2350
3529	1832	5168
3835	1999	5403
4511	5989	6366
19524	48987	116290
0	2	0
4274	32898	30466
49516	12117	33191
3592	7011	8585
3981	19934	11175
3632	470	8723
45	321	545
395	853	3173
3985	3635	6720
6424	9633	9722
0	51	307
0	1	0
3220	3738	7190
43	49	1896
13	0	3155
6493	173	1582
3482	145	2215
100249	103826	190986
1977	8305	5540
5948	1960	6245
164	23	10076
12	0	6
0	0	1
2794	2495	15431
950	4763	21443
2	0	6
1208	4293	11583
322	2348	4425
2618	1580	10175
41	165	304
19102	34838	80658
1	1	0
14107	553	163389
14	2	5
0	0	0
14	317	8225
0	3	399
0	0	0
4	6	95
62	448	4027
0	29	15
7240	11051	81590
12553	29159	19540
2642	4133	3598
0	79	250
10609	15862	30133
4393	8679	12795
5464	6733	10563
2847	5950	37138
3139	14758	56544
38	50	539
1353	1732	2165
0	0	36
0	69	11
0	30	88
0	0	4
134	643	299
338	2225	11407
2	0	120
0	0	1
0	17	42
0	0	0
565	288	1195
3	0	6
803	899	8998
5041	9363	9987
74	269	797
1211	3542	7016
1264	317	1405
41	125	49
12519	28776	36825
1770	1529	4648
10265	10809	32048
36029	75092	115847
554	2708	7520
13790	3092	10940
16704	3648	8921
2550	7648	7257
4	328	1208
0	0	6
1	1	0
103279	118846	151230
1965	6577	7759
336	507	597
27	118	259
13	29	1274
241	695	2464
5321	6170	2174
1020	1578	3063
0	5	0
0	14	381
0	114	94
1738	2458	16139
2617	48649	2909
1780	2599	3856
41	116	59
71	31	2957
39	1608	4846
0	0	0
0	4	0
0	0	1
0	10	1264
9545	26493	10716
1426	3018	2800
63	214	114
4	1	16
3530	3021	9452
339	393	396
8796	6128	13059
52	791	315
225	2082	4410
3911	8931	9787
36085	59490	85236
8908	10972	22651
683	739	4051
2680	1881	3807
1	1	100893
8485	8084	27442
17870	998	4750
5968	1659	8518
4543	9623	18229
784	4863	1605
62	0	8
157	0	32
4051	1209	1917
200	8	375
30	45	9
804	904	98
696	10021	522
3054	2943	3750
0	0	0
57060	72160	146402
13	12	54
0	2	1953
0	19	252
6	8	50
0	0	0
0	108	3
0	0	40
1	3	3
9575	11950	47580
23	4	23
2724	7591	8606
3807	4100	22096
20042	435	4536
5294	9623	9621
1047	182	669
31	2	180
10309	8719	13798
2845	16688	55876
53	14	34
19273	6254	23118
49897	303845	104149
160	3586	687
2892	10704	2220
2917	3341	5103
352	428	2231
4	4	568
751	1723	2452
2363	7135	6143
20040	17606	7739
1623	356	745
11382	18375	17565
18284	29657	40816
7	2	103
1057	2699	10474
828	2428	2335
13	24	17
8465	7691	21948
4146	6628	15821
131	271	14757
24228	1442	19074
0	0	0
16	40	2303
2630	3877	6752
25	58	80
10	456	1952
40515	49802	70253
14236	732	5137
118	1661	793
2	150	2915
0	1	4
9025	7187	103090
0	0	2
0	0	0
52	26	77
717	275	1291
1958	3309	4784
409	1156	1768
9034	2613	11768
35	82	491
782	1060	10437
2	14	0
2	12	0
2	5	0
29	36	0
17	17	0
0	0	0
1053	2013	3363
153	8	210
908	878	1594
1	0	0
8188	2841	10397
22	128	1337
1442	3376	5782
139	358	485
11636	11995	28437
29	288	17482
4339	10676	9421
0	4	21139
12	0	86
1466	6252	18060
2	7	246
25	317	923
0	21	1
7349	8813	16499
0	0	2
2	24	5818
3253	9468	17664
111	1285	3915
5004	11046	10147
11137	12857	58650
14820	20392	53263
2211	2139	5548
120	7238	1888
111	3848	1557
16239	5308	15802
10740	2986	34419
1046	1377	952
2110	1827	2725
2	41	89
8	14	13516
13	25	118
5	4	1
2135	7702	14173
230424	12616	97336
1926	1570	6545
32	111	162
907	569	522
157	463	251
56556	9588	7678
10730	2712	6139
15265	5905	11458
2	1	17
103	462	399
4	3	12
3796	2808	6576
8024	41522	24540
2515	54	2156
78	88	6278
0	0	2
1389	2344	12928
0	0	1
0	0	0
4	12	3905
14395	24266	53520
0	0	484
0	0	5
2411	12214	65635
5077	11540	15825
266	756	4491
366	950	18686
0	2	0
0	4	1
0	0	0
0	11	0
0	1	0
0	0	1
0	0	0
0	0	0
2	3	2
2621	3291	5708
316	1723	1843
1	2	1
86	619	5951
5571	11110	14651
5	38	1155
1314	3650	2628
0	2	28
4488	18090	39817
3274	2182	3629
2195	7825	6667
3636	53477	13695
1285	1968	1165
4036	7134	9418
118	374	3848
0	0	44
0	0	2
18475	88	1385
98	90	539
1547	606	873
4616	3557	3936
1296	1849	3658
3602	4784	5669
48507	95691	165227
22130	55419	89437
4	10	16
6	20	14
73274	130386	233009
38554	5905	8222
4973	36	10927
4845	104	11124
1790	664	8237
961	256	8212
0	0	8
1	0	51
1512	6985	5934
69	171	157
359	7767	9560
4	9	22
0	23	11
139	397	374
3	2	3
4798	6386	12377
2349	3996	7849
0	0	0
1821	18943	10758
1	3	1
44025	29363	33027
15567	38242	70619
15145	12356	17034
1864	1910	3844
3110	4407	5690
251	102	20437
2360	2120	2769
3222	1648	2324
0	5	12
2711	6	60755
41	93	113
3352	2406	7225
55	24	25
0	13	10
48387	18994	25769
22639	52074	76754
11907	24694	41561
616	35010	504
2004	147478	23048
5390	12316	10668
3368	89891	3113
17243	100872	26410
0	0	0
1216	348	101
16	1038	479
4	16	1864
889	3953	17845
845	2098	14397
22317	9475	35794
1432	12902	17661
97	549	1333
82	3985	33589
14	29	6501
6	20	4714
1659	5146	532
2532	10792	4092
1285	4775	4322
17	97	7
3	1	4
358	588	890
34	355	1284
1964	1756	4709
936	2965	7833
8	790	107
6893	2486	8627
3754	7467	11953
14234	26822	6306
4560	5468	6572
22	146	13631
1092	3248	3172
7805	18682	30792
3410	9019	5887
2656	7518	5916
78	30	18
2279	6180	5923
3635	8725	13599
19588	12275	8068
6192	6448	10613
8	420	16
0	0	0
1055	2817	2372
97	2018	203
0	422	394
795	576	1262
1621	6806	8679
3794	5774	5538
23	184	1750
5681	16594	3156
138	2383	4833
28	96	41
0	0	0
5474	782	2648
591	3568	990
2334	3618	17625
3841	3865	7009
9597	21196	16206
11944	4461	8616
2450	38	6953
1	0	2
1923	9217	3091
8	1	1270
3	11	1024
310	694	5058
1979	3713	8368
2	116	6592
2	201	5893
21226	24742	79447
55292	6544	24884
736	3957	10442
32413	15230	23093
266	578	346
5378	5447	10188
2384	6173	9187
2449	8796	18709
6	25	218
1327	2757	3605
1	16	46
0	0	6
277	600	620
1577	10572	9002
642	1635	1831
2921	7275	8253
3783	4557	8974
2220	3016	1834
1795	14980	1655
445	235	192
3987	4803	7083
578	3273	3933
6033	718	4174
70	7409	374
64	1211	1096
85	62	242
5069	4941	31235
22	40	374
2854	690	889
24003	4390	31939
2597	3269	4647
29512	9339	10810
60256	10474	283133
11709	21416	123
29650	8654	19930
26524	17656	25242
2731	6397	4635
57	4	120
27	12	15
1	6	25
35980	5765	9187
4073	11821	11296
1015	4541	6104
30	1441	374
680	1036	1348
930	2019	2003
1703	2078	2308
147	2590	20200
190	835	823
2	6	1399
0	0	0
25	38	53
0	0	5
707	3791	7556
0	1	0
6	20	2797
66793	79413	143128
40446	37288	106644
819	2323	3733
12474	22779	30367
1	0	1
478	589	10003
5847	5781	7755
2862	2900	4777
615	809	1081
105	165	114
363	1253	2461
6598	3884	6535
2622	7277	22601
2189	5221	25844
66	1429	1174
2629	1279	8997
11609	46910	89776
1236	1146	3101
0	0	0
2965	4530	5327
2	3	236
77	1357	3754
2755	4279	8965
3750	4679	7172
34628	55758	25024
0	0	1
604	931	6217
1285	3232	5485
0	0	0
0	0	0
117	1098	3533
0	4	12
0	18	285
2	42	401
52	951	1432
3512	6921	7505
4054	6452	6901
212	693	331
0	0	1
3096	5285	4289
2739	4163	3840
171	123	3493
112	618	9527
0	0	9
0	2	14
1410	1086	4263
1612	8898	11132
1812	2146	7165
7938	720	2112
4072	4890	7704
37	192	418
8	308	52
170	265	2105
3731	7553	17201
3056	6783	14153
2387	6563	6808
2	0	3
37	192	216
0	508	33
3949	4562	13394
6236	11989	14892
104	575	562
9	7	55
38	73	142
4594	7220	13818
1930	1480	34162
0	39	95
5962	7777	16204
350	379	3499
10704	6135	12653
33	541	269
0	11	11681
3	0	1
175	0	9
10	0	718
98	54	2347
10	198	478
10662	13752	18191
2396	97	8382
16657	35092	43994
37241	2733	12870
6778	7731	16080
2404	312	1831
3508	5569	5440
0	0	2
1	0	1
459	4835	4691
2950	3119	2185
4151	524	2183
1812	2834	12049
2131	3461	20996
3	4	48
1347	10382	23751
0	1	3263
1789	2502	4113
16	11	12984
914	720	6348
0	0	1
6	33	1071
16393	33370	100149
108	452	13261
0	0	88
12678	26860	55051
534	1726	1339
19729	22277	34602
4301	8213	7182
1294	1249	8671
2084	2937	3660
1336	2774	4880
10567	10721	17333
1033	6504	6457
18	151	2360
1546	2232	9160
2310	3718	8995
8669	18868	27291
5134	5727	10876
5134	24313	23043
24	2	18216
82	154	242803
0	0	2
269	2490	22881
4450	6803	6532
1093	456	1243
65	127	398
238	1297	836
24	154	508
0	54	93
12614	21858	40766
239	50522	3874
0	0	0
2	12	16
88	42	767
9340	6760	14072
2904	5202	4262
0	0	1
0	0	0
0	0	0
0	0	0
45	260	801
12175	12649	11925
49561	15091	16511
2176	1657	8522
0	0	0
46	46	423
45168	38939	46358
16983	25896	20320
4757	3375	5616
9153	9610	12606
4589	5814	10689
13092	680	29306
2885	728	14871
1	0	9
222	423	1139
4399	10088	12046
193	5898	7351
4539	3496	6221
0	0	0
6	86	2991
7515	5374	11628
9166	8369	14803
0	0	2
2	2	29446
0	0	9
0	2	5
44	183	452
78	128	6505
921	1043	2507
1818	3368	6605
183	1257	16741
3545	118	4920
40	1191	888
0	3	2
7415	75301	13723
8733	15378	17365
534	3769	3778
0	1	0
11287	12756	14180
3328	5550	28709
5824	4035	6365
7	0	6
2337	1253	3253
435	208	310
1532	2591	6529
40	4	57
3743	6812	8093
5458	12428	15757
1777	8536	496
145	1	18
2095	6671	2092
1631	14624	238
639	183	18771
28810	4070	37850
118	1	93
13251	15109	16155
5371	1234	6013
15	1	8306
0	0	2
10780	19408	41655
5991	4984	5350
4681	2872	4257
2381	3749	5471
0	2	2
3433	23618	943
110653	164024	233628
151	108	10010
2	6	4
22794	11	1180
5409	6144	14032
2128	5290	7884
16	120	4585
64	39	53
0	8	32
0	0	0
3355	815	384
14809	1741	13530
1	0	9
3676	4335	4580
4	0	1
20000	3230	5951
15	9	0
208	3611	613
0	2	0
0	1	4
6452	15484	8303
5504	9341	10837
30379	9882	34468
1	0	0
4617	3054	5627
6160	5094	12667
2	0	0
0	47	190
0	0	0
0	0	0
0	0	0
20425	21	7056
4530	2145	8289
7450	984	12894
3	2	6
2954	87	6454
1319	3180	13972
455	714	348
6	374	144
0	23	368
2	576	37
4419	6061	11359
9	4	130
335	1028	9127
126	27776	22
1	32	10
2	8	2
113887	123225	223836
6	652	163
5	13	21182
262	66264	297
6774	10770	17834
70	161	429
2527	5881	5242
602	5662	3707
2274	6278	10745
12	122	83
1135	7749	350
1	24	59
1	1	16
0	0	0
0	0	8
2189	3943	5143
22566	40520	96809
3039	18386	1611
0	28	734
719	940	3427
4983	7494	29586
0	0	2
1068	1591	2031
924	1623	1185
0	0	0
3938	13154	1601
2	20	2
14606	82362	111193
6773	37950	43687
2429	4649	15988
12	20	458
7	9	14
9513	29325	20093
1100	7442	1794
5273	6057	6055
2	1	2
12	2	128
2	0	0
930	2117	2410
502	839	1308
12380	8960	26073
289	860	1710
18327	17113	39254
7449	13531	23568
6514	9808	10719
11072	9267	17003
31719	41270	79846
23860	18815	35734
16988	17875	37029
277	462	843
6372	10218	24003
1244	2027	2569
1227	2609	7484
16506	7168	31035
853	1594	8292
12261	36832	31258
444	926	412
17738	32785	52819
1	0	6
38	247	154
3518	11988	16164
21	487	1725
608	1251	2622
15	1355	35290
29630	110	22276
419	6029	25417
0	0	0
0	2	83
65	4212	1025
0	0	0
3033	5183	1968
3278	7259	8989
473	1058	2370
2	1	16
0	13	2
0	0	0
3737	1578	10977
12	10	415
0	0	25
20	72	114
2	0	2292
0	1	1
0	0	0
464	5390	51200
563	691	656
226	279	433
5741	18447	28995
2	17	367
13628	5199	19772
9571	4248	10145
1241	1153	874
2268	2656	10418
3	4	11
265	41	799
1768	2591	7104
5995	6531	10914
0	0	0
1697	3335	5002
410	686	2561
4	5	28
2	97	16
5851	64315	155374
0	0	0
956	28	1505
28145	3152	9854
5882	5310	10696
6577	10422	25410
1356	2177	7287
0	0	1
4	0	703
11394	16288	28628
3386	3808	11899
16516	6485	23138
195	1375	24736
0	0	31556
12	0	203696
5	0	832
330	0	4498
29967	18	8402
9331	4653	24435
4	0	1584
88	505	3029
2	120	507
3249	801	8960
0	0	0
2	0	276
4895	8934	8482
0	28	0
4	2	7
11	342	776
1133	1883	1086
1682	3659	3141
270	12985	8459
3468	4485	13640
488	2	7265
193	2	155
1837	2	1953
47	66	111
596	3347	1620
32921	66123	62830
10330	29704	34197
13459	10265	20564
3515	1328	11175
3997	3948	15174
13511	12027	5056
46972	72101	6668
18	1	0
16	4	1
534	769	54
0	0	71
1	0	2
2187	7996	10983
0	3	3
10	66	2327
110	1252	5134
10	6	29
0	1	0
46	65	297
2294	2122	702
2086	4416	9451
269	661	98
2	2	2
340	1205	3090
355	502	633
0	0	4
0	4	20025
4	28	1103
56	1539	27470
7284	11273	17975
21	20	3543
116	417	6325
83	48	192
2665	4083	8469
3162	10323	18788
0	1	6
2528	3466	3987
4	378	118
3246	1341	27165
0	4	3
25298	39589	56925
1	0	1
1649	653	9054
2742	4172	8970
8	39	342
3085	5862	6748
9355	7407	11711
3999	2996	8823
10121	19648	20525
3094	4186	4121
210	4276	18682
0	0	0
3266	5785	13912
3	16	163
0	0	0
0	9	43
5296	1753	3672
3670	7681	11460
1	5	6169
23219	22001	50197
16247	15026	30301
14524	6878	14175
939	998	29792
9	0	23
3557	5989	11184
10691	55244	13535
21	11	2986
1437	4169	5025
327	313	585
1	9	0
21492	22571	10611
1690	2820	3400
4625	16120	16272
6964	564	16865
9741	14401	52059
12809	7523	12665
11135	20968	30311
17115	48830	75031
17114	48827	75032
5605	2570	5227
2612	46492	28326
4722	8270	19573
3512	18573	29719
0	0	2
0	0	25
3239	7375	14225
2764	6482	51994
218	135	1595
398	175	478
165	4222	2836
63865	23	27418
545	6222	13290
1476	2601	18621
3271	3879	6833
2401	6379	4096
28024	42467	50774
9728	8795	15138
9193	10519	12781
9581	31964	53767
440	8166	17766
0	2	18
3799	250	5395
0	0	0
3513	3095	8731
7662	6973	17258
192	191	910
2	4	108
9	0	513
201	5	8225
1	0	3
3695	1178	12758
662	4923	974
2974	561	605
2362	7415	27714
6	31	1332
5109	7	1913
4701	7548	23325
5468	5334	9982
6501	6999	11392
2492	479	6318
5701	7808	13098
1	0	1
3	2	966
4	0	5
0	0	0
4171	5983	10053
2674	2528	7710
333	211	846
0	2	61796
3	20	11
12683	122321	77501
1	0	1
27947	48204	53547
16965	13519	21879
118	119	2394
1071	1773	3550
6844	15506	19784
18	460	671
0	0	123
1932	5699	12596
3823	4931	9541
15024	24256	36604
0	0	0
2640	3802	5679
6	0	1434
50	187	481
55158	67511	136557
2737	3202	5750
2116	8750	14989
1	3	5
4218	4815	5097
28	156	92301
20204	20427	12116
80	874	846
10	227	51
1325	10217	20
71	14776	40
0	6	0
27651	76923	434864
0	4	11
3430	5834	23378
37607	37157	43575
6999	12902	27640
2	4	15528
111	159	510
3886	4273	5060
2696	3610	6820
102131	2103	53648
8416	27402	24392
1298	524	10973
564	6517	14825
87	24	677
7019	8956	11366
9	93	154
92	492	1617
5036	4832	8846
2154	41	4725
18368	20420	18507
998	2906	7080
1481	5157	16983
260	52	2092
592	70	2623
26843	25348	17389
22	239	4211
2	2	183
1270	35	3158
4	6	9
19958	20746	49220
23785	32265	56212
0	0	555
1045	404	987
16	1899	54
4	19	4
0	30	2
0	2	4
2703	15065	8151
0	0	1
8	6	14
7981	7550	7556
2296	4552	10776
80	8	20
17457	4191	50181
45	2115	126
15727	17493	29711
146	307	12399
123	500	980
21773	16279	63344
3	0	10
5558	14059	9167
140	380	1439
1621	1480	3201
142623	89205	149270
9273	697	16262
7601	1518	4241
52222	2623	12353
7018	2757	7157
8381	3364	8002
22119	3954	12088
334	409	122
1526	918	1618
55104	99148	234789
2971	14389	5632
4772	10256	12037
2	0	0
9277	4003	12183
15049	23377	55795
1	0	6
8	217	1062
4	4	7
2909	4922	8780
789	3474	5049
3159	1316	957
8	84	0
0	0	0
275	1177	4606
30	118	4351
6786	15193	30680
5271	194559	2025
118	168	441
4	6	1077
4998	8762	20600
4692	5841	6234
877	1034	1349
6046	9221	19377
3703	4459	33766
2843	3833	5541
4	49	890
0	0	0
8289	61580	48947
3390	4622	16115
10	0	68
411	50	2749
3466	177	4235
585	640	384
0	0	0
0	0	0
38452	2424	8742
5436	6312	8022
0	0	0
0	0	2
129	64	1005
1978	163574	61903
2570	219979	67968
2766	1871	68279
11796	5460	8906
6542	4709	14258
858	484	619
6593	21763	53624
638	776	1980
31288	3892	30917
843	4823	4989
5082	113649	49101
1	1	2
2	0	2
6	12	11
9527	9654	20403
1982	5064	6020
0	21	267
42	784	17374
3336	7185	10893
0	23	38
0	53	154
49	339	454
84	772	2315
246	2699	2489
2232	235	12853
1210	4791	11188
3	6	47
3855	842	20100
3829	4909	5434
8590	32400	78428
325	1296	6181
24836	35896	37442
27363	46506	38769
394	230	265
3	1	18
49	16	322
2749	2833	7337
11820	14862	38598
61	401	1819
33	33	81
1388	391	2350
46879	3505	8062
9094	13409	1238
33361	44444	89988
9628	17083	22272
3903	9770	34189
2108	13413	7306
2091	10274	5942
16	51	433
0	593	554
1	59	42
2	2	1
3494	4383	13487
19846	28320	62256
5074	12898	12334
1250	3180	5115
6693	15065	17096
3	189	313
509	2163	4015
0	0	1
0	0	0
3482	51447	40257
2	207	2410
419	3283	1089
14525	16656	51446
4016	3040	17097
1854	3543	4420
2246	6011	8454
1592	147140	936594
3	4	2457
13144	19692	61135
598	1240	13923
460	1096	3601
98	38	437
2107	885	6987
8	3	29
18	4	113
31	666	4462
31	256	2927
0	13	33
3	3	141
1729	4190	5087
9271	15075	13461
0	0	5
4484	3870	13511
2118	2159	6522
176	132	8531
10	168	4497
298	374	11316
15	0	335
0	239	18
0	16	4
276	1040	1404
233	204	5746
0	0	0
1408	367	18418
2	0	0
14176	11269	5407
12076	85832	23155
113	382	54
84	266	1784
1	3	7
3708	10454	14149
574	242	3069
1371	2527	3350
471	2005	1161
0	0	0
3	101	23
9165	8375	14616
222	48	548
190	1128	29
82	450	24
25026	686	74359
2662	4325	10263
6238	7997	12500
29887	23141	32005
8	12232	910
28	23225	58
845	394	1473
431	4384	12154
2	7	6
268	22	875
4363	10933	13684
122	332	1119
20262	25794	55507
